src,edge_attr,dst
0,law.judicial_title.judges,1
2,common.topic.notable_types,3
4,common.topic.notable_types,5
4,religion.religion.branched_from,6
7,people.person.gender,8
9,location.location.containedby,10
11,location.location.adjoin_s,12
13,religion.religious_text.religious_text_of,6
14,common.webpage.topic,15
3,type.type.expected_by,3
15,common.topic.webpage,14
16,location.location.containedby,17
18,medicine.disease.risk_factors,8
0,law.judicial_title.judges,19
20,people.person.religion,6
11,location.location.events,21
17,base.locations.countries.continent,22
20,book.author.works_written,23
24,religion.religion.practices,25
26,common.topic.subjects,27
11,location.statistical_region.population,28
6,religion.religion.organizations,29
11,location.location.events,30
11,government.governmental_jurisdiction.governing_officials,31
10,location.administrative_division.country,17
20,common.topic.image,32
0,base.descriptive_names.names.descriptive_name,33
3,base.descriptive_names.names.descriptive_name,34
35,base.activism.activism_issue.activists,36
37,law.judicial_tenure.title,0
35,base.activism.activism_issue.activists,38
0,law.judicial_title.judges,39
11,location.location.events,40
17,location.country.first_level_divisions,41
11,location.location.events,42
0,law.judicial_title.judges,43
8,biology.hybrid_parent_gender.hybrids,44
11,location.location.events,45
35,base.activism.activism_issue.activists,46
6,religion.religion.texts,47
11,location.citytown.postal_codes,48
11,base.wikipedia_infobox.settlement.area_code,49
50,location.administrative_division.country,17
35,base.activism.activism_issue.activists,51
52,people.person.gender,8
8,medicine.risk_factor.diseases,53
27,organization.organization_scope.organizations_with_this_scope,26
54,law.judicial_tenure.title,0
17,location.location.containedby,22
11,location.location.nearby_airports,55
15,location.location.people_born_here,56
17,government.governmental_jurisdiction.government_bodies,57
35,book.book_subject.works,58
59,common.topic.image,60
6,religion.religion.holidays,61
62,book.newspaper.circulation_areas,15
3,type.type.expected_by,3
35,base.activism.activism_issue.activists,63
8,biology.hybrid_parent_gender.hybrids,64
11,sports.sports_team_location.teams,65
66,medicine.disease.risk_factors,8
67,base.ontologies.ontology_instance_mapping.freebase_topic,6
68,common.topic.notable_types,3
69,base.activism.activism_issue.parent_issue,35
70,location.location.containedby,50
71,government.government_position_held.jurisdiction_of_office,11
72,medicine.symptom.symptom_of,73
74,people.person.profession,0
75,law.judicial_tenure.title,0
11,location.citytown.postal_codes,76
11,government.governmental_jurisdiction.governing_officials,77
78,religion.religion.branched_into,6
11,sports.sports_team_location.teams,79
80,base.aareas.schema.administrative_area.administrative_area_type,81
11,periodicals.newspaper_circulation_area.newspapers,82
11,location.citytown.postal_codes,83
84,religion.deity.deity_of,6
11,location.citytown.postal_codes,85
35,base.activism.activism_issue.activists,86
87,aviation.airport.serves,11
3,base.descriptive_names.names.descriptive_name,88
17,location.country.administrative_divisions,27
89,law.judicial_tenure.title,0
23,common.topic.notable_for,90
91,government.government_position_held.jurisdiction_of_office,11
35,organization.organization_sector.organizations_in_this_sector,92
0,base.descriptive_names.names.descriptive_name,93
3,type.type.expected_by,3
35,base.activism.activism_issue.activists,74
