src,edge_attr,dst
0,film.performance.actor,1
2,film.film_crew_gig.film_crew_role,3
4,base.lightweight.profession.specialization_of,5
6,book.written_work.school_or_movement,7
8,film.film_crew_gig.film_crew_role,3
9,book.written_work.author,1
1,film.actor.film,10
11,award.award_nomination.ceremony,12
3,fictional_universe.character_occupation.characters_with_this_occupation,13
14,film.performance.character,15
16,medicine.risk_factor.diseases,17
18,people.person.children,1
19,common.webpage.in_index,20
21,theater.theater_production_staff_gig.production_role,3
22,film.film_job.films_with_this_crew_job,23
24,tv.tv_guest_role.actor,1
3,common.topic.article,25
26,base.biblioness.bibs_topic.subsumes,26
27,projects.project_participation.role,3
28,freebase.valuenotation.is_reviewed,29
30,film.film.starring,31
32,freebase.valuenotation.is_reviewed,33
34,film.performance.actor,1
6,book.written_work.original_language,35
16,base.gender.gender_identity.people,36
22,common.topic.notable_types,37
38,book.book_subject.works,39
40,medicine.disease.symptoms,41
3,film.film_job.films_with_this_crew_job,42
43,base.gender.personal_gender_identity.gender_identity,16
44,tv.regular_tv_appearance.series,45
46,people.person.children,47
48,tv.tv_guest_role.actor,1
49,film.performance.actor,1
50,film.performance.film,51
52,freebase.valuenotation.is_reviewed,53
54,film.performance.film,55
56,rdf-schema#range,57
58,film.film.starring,59
60,tv.tv_guest_role.episodes_appeared_in,61
62,film.film.country,63
64,tv.tv_guest_role.actor,1
65,film.performance.film,66
3,theater.theater_production_staff_role.people_who_have_had_this_role,67
68,award.award_category.winners,69
70,tv.tv_guest_role.actor,1
71,common.topic.subjects,3
72,book.book.genre,73
74,book.written_work.author,1
75,people.person.spouse_s,76
3,film.film_job.films_with_this_crew_job,77
1,people.person.place_of_birth,26
78,film.performance.film,79
1,common.topic.webpage,80
81,freebase.type_profile.published,82
83,common.webpage.in_index,20
84,tv.tv_character.appeared_in_tv_episodes,24
72,visual_art.artwork.art_subject,7
85,media_common.netflix_title.netflix_genres,86
1,film.person_or_entity_appearing_in_film.films,87
63,base.biblioness.bibs_topic.is_really,63
88,fictional_universe.fictional_character.gender,16
89,book.written_work.school_or_movement,7
52,award.award_honor.award,90
91,film.film_character.portrayed_in_films,92
93,award.award_ceremony.awards_presented,69
22,people.profession.specialization_of,94
95,film.film.country,63
3,film.film_job.films_with_this_crew_job,96
97,film.performance.actor,1
7,visual_art.art_subject.artwork_on_the_subject,98
7,people.ethnicity.languages_spoken,99
100,film.film_crew_gig.film_crew_role,22
101,film.film_character.portrayed_in_films,102
103,film.film_character.portrayed_in_films,59
104,people.person.parents,1
7,book.school_or_movement.associated_works,89
105,award.award_nomination.ceremony,106
107,people.person.nationality,63
108,award.award_honor.honored_for,109
3,film.film_job.films_with_this_crew_job,110
1,film.actor.film,111
32,freebase.valuenotation.is_reviewed,29
3,people.profession.corresponding_type,112
113,tv.tv_program.languages,35
114,tv.regular_tv_appearance.character,115
38,book.book_subject.works,116
117,medicine.icd_9_cm_classification.parent_classification,117
1,film.actor.film,118
16,medicine.risk_factor.diseases,119
120,film.performance.actor,1
121,tv.tv_guest_role.episodes_appeared_in,122
123,media_common.quotation.subjects,7
124,film.performance.film,125
3,film.film_job.films_with_this_crew_job,126
22,film.film_job.films_with_this_crew_job,127
1,film.actor.film,128
3,film.film_job.films_with_this_crew_job,129
118,film.performance.character,130
3,fictional_universe.character_occupation.characters_with_this_occupation,131
16,medicine.risk_factor.diseases,132
7,media_common.quotation_subject.quotations_about_this_subject,133
19,common.webpage.topic,1
53,rdf-schema#range,134
135,film.film_character.portrayed_in_films,136
137,film.performance.actor,1
57,type.type.properties,138
7,book.periodical_subject.periodicals,139
140,freebase.type_profile.strict_included_types,141
1,tv.tv_actor.starring_roles,142
143,freebase.equivalent_topic.equivalent_type,144
140,freebase.type_profile.strict_included_types,145
146,common.topic.subjects,147
7,base.firsts.first_achievement_category.firsts,148
0,film.performance.character,149
22,film.film_job.films_with_this_crew_job,150
151,people.profession.specialization_of,22
152,film.performance.actor,1
153,film.film_character.portrayed_in_films,50
154,rdf-schema#domain,57
1,film.actor.film,54
155,common.webpage.topic,7
156,film.performance.actor,1
3,film.film_job.films_with_this_crew_job,157
158,film.performance.character,159
72,book.book.genre,160
161,award.award_nomination.ceremony,162
16,base.gender.gender_identity.people,163
164,film.film.starring,165
166,media_common.netflix_title.netflix_genres,86
167,film.film_crew_gig.film_crew_role,3
168,tv.tv_character.appeared_in_tv_episodes,169
170,common.webpage.topic,22
171,common.resource.annotations,172
173,exhibitions.exhibition_subject.exhibitions_created_about_this_subject,174
7,common.topic.webpage,175
16,medicine.risk_factor.diseases,176
3,film.film_job.films_with_this_crew_job,177
1,award.award_nominee.award_nominations,178
179,film.performance.film,180
56,type.property.schema,57
181,people.place_lived.location,182
183,film.film_crew_gig.film_crew_role,3
1,tv.tv_actor.guest_roles,184
185,award.award_nomination.nominated_for,186
187,common.webpage.topic,7
188,tv.tv_guest_role.episodes_appeared_in,189
166,film.film.language,35
112,base.descriptive_names.names.descriptive_name,190
191,film.film.language,35
192,film.performance.actor,1
193,film.film_crew_gig.film_crew_role,3
194,medicine.disease.risk_factors,16
7,book.school_or_movement.associated_works,195
1,freebase.valuenotation.is_reviewed,196
166,film.film.genre,86
104,freebase.valuenotation.has_value,29
197,book.literary_series.author_s,198
199,organization.organization.sectors,3
46,people.person.ethnicity,7
178,award.award_nomination.ceremony,93
18,people.person.nationality,200
7,common.topic.webpage,201
202,film.performance.film,203
3,film.film_job.films_with_this_crew_job,204
7,common.topic.image,205
16,medicine.risk_factor.diseases,206
33,type.property.schema,57
16,base.gender.gender_identity.people,207
7,book.school_or_movement.associated_works,208
209,book.book_subject.works,208
1,common.topic.webpage,172
7,common.topic.image,210
211,tv.tv_guest_role.character,212
26,common.topic.subject_of,213
