src,edge_attr,dst
0,base.gender.personal_gender_identity.gender_identity,1
2,organization.organization.geographic_scope,3
4,periodicals.newspaper_circulation_area.newspapers,5
6,tv.tv_program.genre,7
3,location.location.partially_contains,8
9,location.location.containedby,10
11,location.location.containedby,10
12,base.descriptive_names.names.descriptive_name,13
14,people.person.nationality,4
15,location.location.containedby,3
16,location.postal_code.country,4
17,location.country.official_language,18
18,common.topic.subject_of,19
3,periodicals.newspaper_circulation_area.newspapers,20
1,medicine.risk_factor.diseases,21
3,travel.travel_destination.how_to_get_here,22
23,fictional_universe.fictional_character.places_lived,3
24,location.location.containedby,4
18,common.topic.subject_of,25
26,location.location.containedby,27
28,film.film_job.films_with_this_crew_job,29
30,base.meedan.arabic_language_media_source.city,3
31,common.topic.subjects,18
3,location.citytown.postal_codes,32
33,location.location.time_zones,34
17,fictional_universe.fictional_setting.universe,35
1,medicine.risk_factor.diseases,36
37,freebase.valuenotation.has_value,38
1,medicine.risk_factor.diseases,39
40,book.newspaper.circulation_areas,3
41,common.topic.subject_of,42
43,medicine.disease.parent_disease,44
12,base.descriptive_names.names.descriptive_name,45
1,medicine.risk_factor.diseases,46
47,media_common.netflix_title.netflix_genres,48
4,location.location.containedby,49
8,location.location.containedby,4
41,base.descriptive_names.names.descriptive_name,50
51,organization.organization.geographic_scope,3
18,common.topic.subject_of,51
52,location.location.containedby,3
47,film.film.written_by,53
54,travel.travel_destination_monthly_climate.travel_destination,3
55,time.event.locations,3
56,sports.sports_team.venue,57
37,freebase.valuenotation.has_value,58
3,travel.travel_destination.tourist_attractions,59
60,common.image.appears_in_topic_gallery,3
61,location.location.containedby,10
28,freebase.type_profile.strict_included_types,62
56,sports.sports_team.roster,63
64,travel.tourist_attraction.near_travel_destination,3
12,people.profession.specializations,65
66,medicine.disease.risk_factors,1
67,common.topic.subjects,41
41,base.descriptive_names.names.descriptive_name,68
69,book.newspaper.circulation_areas,3
70,organization.organization.geographic_scope,3
3,organization.organization_scope.organizations_with_this_scope,71
41,base.descriptive_names.names.descriptive_name,72
73,people.cause_of_death.parent_cause_of_death,44
3,location.location.nearby_airports,74
12,common.topic.subjects,75
76,people.marriage.spouse,77
4,base.aareas.schema.administrative_area.pertinent_type,78
12,base.descriptive_names.names.descriptive_name,79
80,organization.organization.place_founded,3
81,aviation.airport.serves,3
1,base.gender.gender_identity.people,82
28,freebase.type_hints.included_types,83
3,common.topic.subject_of,84
3,location.place_with_neighborhoods.neighborhoods,85
1,biology.hybrid_parent_gender.hybrids,86
80,common.topic.subject_of,80
87,medicine.disease.symptoms,88
37,people.person.gender,1
3,periodicals.newspaper_circulation_area.newspapers,89
90,base.gender.personal_gender_identity.gender_identity,1
12,people.profession.specializations,91
28,base.descriptive_names.names.descriptive_name,92
93,travel.tourist_attraction.near_travel_destination,3
94,aviation.airport.serves,3
56,sports.sports_team.roster,95
4,location.country.first_level_divisions,10
96,rdf-schema#range,28
3,base.popstra.location.vacationers,97
98,organization.organization.geographic_scope,49
41,base.ontologies.ontology_instance.equivalent_instances,99
57,sports.team_venue_relationship.venue,100
3,location.statistical_region.population,101
102,sports.sports_team_roster.team,56
103,film.film_regional_release_date.film,47
1,common.topic.article,104
105,people.person.gender,1
106,common.topic.notable_types,107
56,sports.sports_team.roster,108
3,organization.organization_scope.organizations_with_this_scope,109
110,education.educational_institution_campus.educational_institution,110
111,book.periodical.language,18
112,organization.organization.geographic_scope,3
28,type.type.expected_by,113
41,base.descriptive_names.names.descriptive_name,114
115,travel.tour_operator.travel_destinations,116
12,base.descriptive_names.names.descriptive_name,117
118,education.educational_institution.campuses,3
119,people.person.parents,120
121,organization.organization.geographic_scope,3
3,travel.travel_destination.tourist_attractions,122
75,common.topic.subjects,41
123,travel.tour_operator.travel_destinations,10
41,base.descriptive_names.names.descriptive_name,124
125,fictional_universe.fictional_character.gender,1
3,visual_art.art_subject.artwork_on_the_subject,3
126,book.written_work.original_language,18
127,travel.travel_destination.tour_operators,123
12,base.descriptive_names.names.descriptive_name,128
12,base.descriptive_names.names.descriptive_name,129
41,base.descriptive_names.names.descriptive_name,130
110,education.educational_institution.colors,131
41,base.descriptive_names.names.descriptive_name,132
133,location.location.containedby,10
127,base.biblioness.bibs_location.country,4
12,people.profession.specializations,134
3,organization.organization_scope.organizations_with_this_scope,135
28,fictional_universe.character_occupation.characters_with_this_occupation,136
3,travel.travel_destination.tourist_attractions,137
138,book.newspaper.circulation_areas,4
139,organization.organization.geographic_scope,3
140,organization.organization.geographic_scope,3
12,base.descriptive_names.names.descriptive_name,141
42,people.person.profession,142
52,travel.tourist_attraction.near_travel_destination,3
143,book.newspaper.circulation_areas,3
144,book.periodical.language,18
3,organization.organization_scope.organizations_with_this_scope,145
3,organization.organization_scope.organizations_with_this_scope,146
12,people.profession.specializations,147
67,common.topic.subjects,12
148,travel.tourist_attraction.near_travel_destination,3
3,periodicals.newspaper_circulation_area.newspapers,149
150,sports.sports_team_roster.team,56
1,medicine.risk_factor.diseases,151
152,travel.tourist_attraction.near_travel_destination,3
12,people.profession.specializations,153
154,book.newspaper.circulation_areas,3
113,type.property.reverse_property,155
156,time.event.locations,3
41,base.descriptive_names.names.descriptive_name,157
3,location.statistical_region.population,158
4,periodicals.newspaper_circulation_area.newspapers,159
160,travel.tourist_attraction.near_travel_destination,3
12,people.profession.specializations,161
1,biology.hybrid_parent_gender.hybrids,162
163,book.newspaper.circulation_areas,3
3,travel.travel_destination.tourist_attractions,164
165,organization.organization.geographic_scope,3
137,location.location.containedby,3
12,organization.role.leaders,166
28,common.topic.image,167
41,book.book_subject.works,168
3,olympics.olympic_venue.olympic_events_contested_here,169
170,business.business_location.parent_company,170
56,sports.sports_team.roster,171
47,media_common.netflix_title.netflix_genres,172
173,organization.organization.geographic_scope,49
127,location.administrative_division.country,4
174,book.periodical.language,18
175,base.popstra.vacation_choice.location,3
176,travel.transportation.transport_terminus,177
3,travel.travel_destination.tourist_attractions,178
41,base.descriptive_names.names.descriptive_name,179
3,travel.travel_destination.tourist_attractions,180
181,education.educational_institution.campuses,181
110,travel.tourist_attraction.near_travel_destination,3
182,award.award_honor.award_winner,41
3,common.topic.subject_of,183
3,location.place_with_neighborhoods.neighborhoods,184
185,common.topic.subjects,18
3,business.business_location.parent_company,186
187,organization.organization.geographic_scope,3
3,visual_art.art_subject.artwork_on_the_subject,3
188,base.popstra.vacation_choice.location,3
189,location.location.containedby,4
41,base.descriptive_names.names.descriptive_name,190
3,travel.travel_destination.local_transportation,191
47,film.film.starring,192
193,symbols.namesake.named_after,3
194,type.property.schema,28
10,periodicals.newspaper_circulation_area.newspapers,89
195,travel.tourist_attraction.near_travel_destination,3
115,travel.tour_operator.travel_destinations,8
85,location.neighborhood.neighborhood_of,3
41,common.topic.subjects,196
197,book.newspaper.circulation_areas,3
12,people.profession.specializations,198
199,base.services.moving_service.moving_service_specialties,199
200,book.newspaper.circulation_areas,3
201,travel.transportation.transport_terminus,202
178,travel.tourist_attraction.near_travel_destination,3
3,location.location.time_zones,34
203,education.educational_institution_campus.educational_institution,203
204,symbols.namesake.named_after,3
205,location.location.containedby,10
1,medicine.risk_factor.diseases,206
207,people.person.gender,1
145,organization.organization.geographic_scope,3
3,location.statistical_region.population,208
3,travel.travel_destination.how_to_get_here,176
199,organization.organization.locations,199
209,book.periodical.language,18
1,medicine.risk_factor.diseases,210
12,base.descriptive_names.names.descriptive_name,211
212,sports.sports_team.location,3
18,common.topic.subject_of,213
33,travel.tourist_attraction.near_travel_destination,3
3,travel.travel_destination.tourist_attractions,214
28,freebase.type_profile.strict_included_types,83
12,base.firsts.achievement.firsts,215
216,sports.sports_team_roster.team,56
217,architecture.building.building_complex,218
41,base.descriptive_names.names.descriptive_name,219
220,location.location.containedby,4
221,film.film.language,18
3,exhibitions.exhibition_subject.exhibitions_created_about_this_subject,222
3,common.topic.image,60
3,travel.travel_destination.tourist_attractions,189
223,fictional_universe.fictional_setting.contained_by,3
224,exhibitions.exhibition.subjects,3
41,common.topic.subjects,225
12,base.descriptive_names.names.descriptive_name,226
69,book.periodical.language,18
227,base.infection.biosafety_facility.location,3
22,travel.transportation.transport_operator,228
12,people.profession.specializations,229
28,award.award_discipline.awards_in_this_discipline,230
3,organization.organization_scope.organizations_with_this_scope,231
3,travel.travel_destination.tourist_attractions,232
3,periodicals.newspaper_circulation_area.newspapers,163
12,base.descriptive_names.names.descriptive_name,233
234,medicine.icd_9_cm_classification.parent_classification,234
235,travel.travel_destination_monthly_climate.travel_destination,3
3,organization.organization_scope.organizations_with_this_scope,236
1,medicine.risk_factor.diseases,237
3,government.governmental_jurisdiction.agencies,238
239,organization.organization.place_founded,3
240,location.partial_containment_relationship.partially_contained_by,3
28,film.film_job.films_with_this_crew_job,241
242,common.webpage.topic,41
28,common.topic.article,243
3,travel.travel_destination.tourist_attractions,116
244,sports.sports_team_roster.team,56
47,media_common.netflix_title.netflix_genres,245
3,travel.travel_destination.climate,246
247,location.location.containedby,10
248,book.newspaper.circulation_areas,3
249,location.location.contains,250
251,exhibitions.exhibition.subjects,3
252,book.newspaper.circulation_areas,3
3,periodicals.newspaper_circulation_area.newspapers,159
253,book.newspaper.circulation_areas,3
10,olympics.olympic_participating_country.olympics_participated_in,254
15,travel.tourist_attraction.near_travel_destination,3
56,sports.sports_team.roster,255
44,people.cause_of_death.parent_cause_of_death,44
28,award.award_discipline.awards_in_this_discipline,256
4,periodicals.newspaper_circulation_area.newspapers,89
56,sports.sports_team.roster,257
258,travel.tourist_attraction.near_travel_destination,3
12,base.schemastaging.context_name.pronunciation,259
1,medicine.risk_factor.diseases,260
12,base.descriptive_names.names.descriptive_name,261
262,organization.organization.geographic_scope,3
263,location.administrative_division.country,4
3,travel.travel_destination.tourist_attractions,264
3,organization.organization_scope.organizations_with_this_scope,265
266,freebase.type_hints.included_types,83
138,book.newspaper.circulation_areas,3
1,medicine.risk_factor.diseases,267
3,travel.travel_destination.tourist_attractions,268
12,people.profession.specializations,269
109,common.topic.subjects,18
270,book.newspaper.circulation_areas,3
3,periodicals.newspaper_circulation_area.newspapers,138
47,film.film.genre,271
3,travel.travel_destination.tourist_attractions,272
3,media_common.quotation_subject.quotations_about_this_subject,273
41,people.profession.specializations,274
275,exhibitions.exhibition.produced_by,276
277,book.newspaper.circulation_areas,3
3,government.governmental_jurisdiction.agencies,278
3,base.popstra.location.arrestee,279
41,base.descriptive_names.names.descriptive_name,280
281,sports.sports_team_roster.team,56
120,sports.sports_team_owner.teams_owned,56
282,freebase.valuenotation.has_value,283
12,common.topic.subject_of,75
49,periodicals.newspaper_circulation_area.newspapers,5
284,base.meedan.arabic_language_media_source.city,3
285,location.location.containedby,3
4,base.aareas.schema.administrative_area.administrative_children,10
218,travel.tourist_attraction.near_travel_destination,3
62,type.type.properties,38
10,location.administrative_division.first_level_division_of,4
209,book.newspaper.circulation_areas,3
62,type.type.properties,283
286,owl#inverseOf,287
288,sports.sports_team_coach.teams_coached,289
41,people.profession.specializations,290
291,location.location.containedby,3
217,location.location.containedby,3
3,travel.travel_destination.tourist_attractions,292
271,media_common.media_genre.child_genres,293
12,base.descriptive_names.names.descriptive_name,294
1,base.gender.gender_identity.people,90
265,organization.organization.geographic_scope,3
113,owl#inverseOf,155
12,base.descriptive_names.names.descriptive_name,295
3,location.statistical_region.population,296
297,common.topic.subjects,298
3,travel.travel_destination.tourist_attractions,110
3,periodicals.newspaper_circulation_area.newspapers,299
3,exhibitions.exhibition_subject.exhibitions_created_about_this_subject,251
3,sports.sports_facility.teams,300
41,base.descriptive_names.names.descriptive_name,301
25,organization.organization.geographic_scope,3
12,base.descriptive_names.names.descriptive_name,302
303,organization.organization.geographic_scope,3
12,base.descriptive_names.names.descriptive_name,304
41,common.topic.subject_of,305
3,location.statistical_region.population,306
307,transportation.road.major_cities,3
3,olympics.olympic_venue.olympic_events_contested_here,308
84,people.person.nationality,4
16,location.location.containedby,10
12,people.profession.specializations,309
3,travel.travel_destination.climate,310
3,travel.travel_destination.tourist_attractions,311
312,olympics.olympic_event_competition.olympic_games_contested,254
313,book.newspaper.circulation_areas,3
314,book.newspaper.circulation_areas,3
189,travel.tourist_attraction.near_travel_destination,3
3,travel.travel_destination.tourist_attractions,315
265,organization.organization.place_founded,3
18,common.topic.subject_of,316
52,education.educational_institution.campuses,52
178,location.location.containedby,4
47,media_common.netflix_title.netflix_genres,317
318,freebase.valuenotation.has_value,319
41,base.descriptive_names.names.descriptive_name,320
28,common.topic.subjects,105
321,sports.sports_team_roster.team,56
1,biology.hybrid_parent_gender.hybrids,322
221,media_common.adapted_work.adaptations,47
323,organization.organization.geographic_scope,3
41,base.descriptive_names.names.descriptive_name,324
325,fictional_universe.fictional_setting.contained_by,3
326,travel.travel_destination_monthly_climate.travel_destination,3
4,location.location.time_zones,34
41,fictional_universe.character_occupation.characters_with_this_occupation,327
