src,edge_attr,dst
0,food.ingredient.compatible_with_dietary_restrictions,1
2,dining.cuisine.dishes,3
4,common.topic.article,5
4,base.csafarms.csa_product.providers,6
7,food.nutrition_fact.food,8
9,base.petbreeds.chicken_breed.primary_use,4
4,base.petbreeds.chicken_primary_use.chickens,10
11,common.topic.article,12
8,food.food.nutrients,13
14,common.webpage.topic,4
15,food.nutrition_fact.food,8
4,base.petbreeds.chicken_primary_use.chickens,16
4,base.eating.subject_of_diet.diets_that_avoid_this,17
11,food.type_of_dish.dishes,18
8,food.food.nutrients,19
4,base.petbreeds.chicken_primary_use.chickens,20
21,type.type.expected_by,21
22,freebase.type_profile.strict_included_types,23
8,medicine.drug_ingredient.active_ingredient_of_formulation,24
25,food.nutrition_fact.food,8
4,base.petbreeds.chicken_primary_use.chickens,26
27,food.nutrition_fact.food,8
28,common.webpage.topic,4
4,base.petbreeds.chicken_primary_use.chickens,29
0,food.ingredient.dishes,30
8,biology.organism.organism_type,31
8,food.food.nutrients,32
8,food.food.nutrients,33
8,food.food.nutrients,34
4,base.schemastaging.food_extra.narrower,35
8,base.skosbase.vocabulary_equivalent_topic.narrower_concept,36
4,food.ingredient.dishes,37
38,food.nutrition_fact.food,8
4,food.ingredient.dishes,39
8,food.food.nutrients,7
4,base.petbreeds.chicken_primary_use.chickens,40
8,food.food.nutrients,41
4,food.ingredient.dishes,42
4,food.ingredient.more_specific_ingredient,43
8,common.topic.image,8
8,medicine.drug_ingredient.active_moiety_of_formulation,44
4,food.ingredient.dishes,45
8,food.food.nutrients,46
47,base.ontologies.ontology_instance_mapping.freebase_topic,4
16,base.petbreeds.chicken_breed.primary_use,4
8,medicine.drug_ingredient.active_ingredient_of_formulation,48
8,food.food.nutrients,49
8,food.ingredient.dishes,50
32,food.nutrition_fact.food,8
4,base.skosbase.vocabulary_equivalent_topic.narrower_concept,51
52,base.ontologies.ontology_instance_mapping.freebase_topic,11
8,food.food.nutrients,53
26,base.petbreeds.chicken_breed.primary_use,4
4,base.schemastaging.food_extra.narrower,54
55,food.nutrition_fact.food,8
4,base.petbreeds.chicken_primary_use.chickens,56
8,food.food.nutrients,25
4,base.skosbase.vocabulary_equivalent_topic.narrower_concept,57
21,type.type.expected_by,58
