src,edge_attr,dst
0,music.recording.releases,1
2,freebase.valuenotation.is_reviewed,3
4,common.topic.notable_types,5
6,location.statistical_region.population,7
8,broadcast.artist.content,9
10,music.recording.tracks,10
11,music.recording.artist,12
6,location.statistical_region.population,13
14,people.person.nationality,15
16,common.topic.notable_types,5
17,music.performance_role.regular_performances,18
19,music.album.genre,20
21,broadcast.content.artist,22
23,people.person.parents,12
24,broadcast.artist.content,25
26,broadcast.content.artist,27
28,music.recording.tracks,28
29,broadcast.artist.content,26
30,organization.organization.leadership,31
32,music.recording.canonical_version,33
34,base.lightweight.profession.specialization_of,35
36,people.person.profession,34
12,tv.tv_actor.guest_roles,37
38,music.artist.genre,39
36,broadcast.artist.content,40
41,music.recording.artist,12
42,common.topic.notable_for,43
4,music.recording.song,4
44,music.album.releases,44
45,common.webpage.topic,30
12,freebase.valuenotation.is_reviewed,3
4,music.single.versions,4
46,common.topic.webpage,47
48,music.artist.genre,49
50,music.composition.lyricist,12
51,common.topic.subject_of,52
53,tv.tv_guest_role.actor,12
33,music.album.releases,33
54,award.award_nominee.award_nominations,55
1,music.composition.composer,12
56,common.webpage.topic,12
57,broadcast.artist.content,58
12,base.popstra.celebrity.dated,59
60,people.person.gender,61
62,symbols.name_source.namesakes,63
64,people.person.gender,65
66,music.artist.genre,67
54,music.record_label.artist,68
69,music.artist.genre,49
70,people.profession.specialization_of,71
72,broadcast.artist.content,9
73,music.recording.tracks,74
75,common.webpage.resource,76
77,music.album.releases,77
36,music.artist.genre,78
79,award.award_nomination.award_nominee,80
57,music.artist.genre,81
82,broadcast.artist.content,83
84,award.award_nomination.award,85
83,common.topic.article,86
87,music.recording.canonical_version,88
89,music.recording.song,90
91,people.person.nationality,15
44,music.recording.artist,12
92,music.recording.artist,12
93,broadcast.content.artist,94
95,freebase.valuenotation.is_reviewed,96
11,music.recording.song,11
69,people.person.profession,97
24,music.artist.genre,98
99,music.recording.releases,90
100,music.album.release_type,101
102,music.recording.song,103
104,people.person.profession,105
106,base.popstra.support.supported_organization,107
108,music.artist.genre,109
110,freebase.valuenotation.is_reviewed,111
112,music.recording.artist,12
73,music.composition.composer,113
114,people.person.nationality,15
115,music.album.releases,115
62,freebase.valuenotation.is_reviewed,96
116,music.artist.genre,39
117,broadcast.artist.content,40
118,location.location.containedby,15
11,music.single.versions,11
119,tv.tv_guest_role.actor,12
77,music.album.genre,120
83,broadcast.content.artist,121
122,freebase.valuenotation.is_reviewed,96
17,fictional_universe.character_occupation.characters_with_this_occupation,123
8,music.artist.genre,49
124,base.popstra.support.supported_organization,125
12,music.artist.album,33
72,common.topic.notable_types,126
49,common.topic.subject_of,14
127,broadcast.content.producer,128
129,people.person.profession,34
130,book.written_work.author,12
46,people.person.children,131
83,broadcast.content.artist,132
47,common.webpage.topic,46
39,common.topic.image,133
134,people.person.profession,135
136,music.recording.canonical_version,137
67,music.genre.subgenre,138
139,common.topic.article,140
141,music.album.album_content_type,142
41,music.composition.recordings,41
82,freebase.valuenotation.is_reviewed,111
143,award.competition_type.competitions_of_this_type,144
26,broadcast.content.artist,145
21,broadcast.content.artist,146
147,music.artist.genre,120
148,music.recording.tracks,148
149,common.topic.notable_types,5
113,music.artist.genre,150
90,music.recording.tracks,90
4,common.topic.notable_types,5
151,tv.tv_guest_role.episodes_appeared_in,152
153,broadcast.artist.content,154
21,broadcast.content.artist,155
54,award.award_nominee.award_nominations,156
157,music.artist.genre,98
4,music.single.versions,4
158,people.person.profession,105
159,music.recording.song,4
90,music.single.versions,90
160,people.person.profession,105
26,broadcast.content.genre,49
161,music.composition.recordings,162
93,broadcast.content.artist,163
44,common.topic.notable_types,5
2,broadcast.artist.content,164
165,common.topic.notable_types,5
90,music.recording.tracks,90
12,tv.tv_actor.guest_roles,166
167,music.recording.canonical_version,167
27,broadcast.artist.content,168
66,broadcast.artist.content,169
150,music.genre.subgenre,170
33,music.single.versions,32
171,broadcast.artist.content,154
172,music.artist.genre,173
109,music.genre.subgenre,174
125,base.popstra.organization.supporter,124
175,music.genre.parent_genre,39
63,people.person.profession,135
176,award.award_nomination.ceremony,177
178,music.single.versions,178
179,film.performance.film,180
21,broadcast.content.artist,181
182,location.location.containedby,15
183,music.artist.label,54
93,broadcast.content.artist,184
122,music.artist.genre,150
83,broadcast.content.artist,185
12,music.composer.compositions,186
177,award.award_ceremony.nominees,187
188,people.person.profession,17
189,music.group_member.vocal_range,190
134,broadcast.artist.content,191
192,music.recording.tracks,192
124,base.popstra.support.supporter,12
193,freebase.valuenotation.is_reviewed,194
171,broadcast.artist.content,195
196,people.person.profession,17
113,music.producer.tracks_produced,73
197,common.webpage.in_index,198
11,common.topic.notable_types,5
42,music.recording.releases,1
193,people.person.gender,61
199,people.person.profession,105
200,common.topic.notable_for,201
202,film.performance.film,203
83,broadcast.content.artist,204
205,people.person.gender,65
206,broadcast.artist.content,164
207,tv.tv_program.regular_personal_appearances,208
24,music.artist.genre,150
209,broadcast.content.genre,210
12,tv.tv_actor.guest_roles,211
212,broadcast.artist.content,209
213,freebase.valuenotation.is_reviewed,3
178,music.recording.canonical_version,178
214,common.topic.notable_for,215
216,music.recording.song,216
213,music.artist.genre,217
150,music.genre.recordings,218
2,music.group_member.instruments_played,219
44,music.single.versions,44
220,broadcast.artist.content,164
210,music.genre.subgenre,221
4,music.composition.recordings,4
41,music.composition.form,222
12,award.award_nominee.award_nominations,223
224,freebase.valuenotation.is_reviewed,225
226,broadcast.content.artist,227
117,broadcast.artist.content,9
228,freebase.valuenotation.is_reviewed,194
12,music.lyricist.lyrics_written,44
186,music.recording.releases,229
230,music.recording.song,230
36,broadcast.artist.content,154
231,common.topic.notable_for,232
233,music.recording.artist,12
41,music.composition.recordings,41
90,music.composition.recordings,99
234,music.composition.form,222
12,music.artist.genre,49
164,common.topic.notable_for,235
236,music.artist.label,54
127,common.topic.notable_for,237
238,music.artist.genre,239
10,music.recording.releases,240
241,common.topic.notable_types,242
34,common.topic.subject_of,196
243,music.artist.genre,39
244,music.recording.song,244
245,base.popstra.dated.participant,12
246,music.recording.releases,77
247,base.saturdaynightlive.snl_episode.season,248
20,music.genre.parent_genre,239
6,location.location.people_born_here,249
250,music.recording.releases,251
252,influence.influence_node.influenced_by,72
177,award.award_ceremony.nominees,176
4,music.recording.artist,12
253,people.person.profession,105
49,base.schemastaging.music_genre_concept.artists,254
255,music.artist.genre,49
188,music.artist.genre,256
15,base.biblioness.bibs_topic.is_really,15
257,music.composition.lyricist,12
206,freebase.valuenotation.is_reviewed,225
258,people.person.profession,17
149,music.recording.tracks,149
205,people.person.nationality,15
104,music.artist.genre,259
260,location.location.containedby,15
261,broadcast.artist.content,93
64,freebase.valuenotation.is_reviewed,194
22,freebase.valuenotation.is_reviewed,111
262,music.recording.releases,11
2,broadcast.artist.content,191
73,music.composition.recordings,73
252,freebase.valuenotation.is_reviewed,3
91,people.person.profession,105
251,music.album.releases,251
263,common.topic.article,264
265,freebase.valuenotation.is_reviewed,3
186,music.recording.canonical_version,186
12,common.topic.webpage,75
263,common.topic.notable_for,266
12,music.composer.compositions,149
155,people.person.profession,105
267,location.location.containedby,6
9,broadcast.content.location,268
269,people.place_lived.location,270
271,freebase.valuenotation.is_reviewed,111
14,common.topic.subjects,97
272,award.award_nomination.award_nominee,12
168,common.topic.notable_for,273
274,common.topic.notable_types,275
276,broadcast.artist.content,164
129,people.person.place_of_birth,277
12,music.composer.compositions,50
278,freebase.valuenotation.is_reviewed,96
28,music.composition.composer,113
33,music.composition.recordings,279
4,music.recording.artist,12
280,music.album.release_type,101
281,broadcast.artist.content,168
220,broadcast.artist.content,282
283,people.person.profession,17
4,music.recording.song,4
26,broadcast.content.artist,276
283,music.artist.genre,49
189,freebase.valuenotation.is_reviewed,194
284,music.recording.canonical_version,33
44,common.topic.notable_types,5
115,music.album.releases,115
285,broadcast.artist.content,168
4,music.album.releases,4
196,people.person.profession,286
287,broadcast.artist.content,288
289,common.topic.notable_for,290
25,broadcast.content.artist,278
44,music.recording.artist,12
33,music.single.versions,291
6,location.statistical_region.population,292
66,music.group_member.instruments_played,219
26,broadcast.content.artist,199
12,music.composer.compositions,293
287,people.person.profession,17
41,music.composition.recordings,41
17,common.topic.notable_for,294
25,broadcast.content.artist,295
206,broadcast.artist.content,9
122,broadcast.artist.content,154
59,base.popstra.dated.participant,108
243,broadcast.artist.content,164
164,broadcast.content.genre,49
250,music.recording.tracks,250
271,people.person.gender,61
230,music.recording.releases,1
44,music.recording.releases,1
149,music.recording.releases,251
169,broadcast.content.genre,296
21,broadcast.content.artist,297
298,common.topic.notable_types,5
44,music.recording.artist,12
42,music.composition.composer,12
36,people.person.gender,61
299,music.artist.genre,98
12,music.composer.compositions,0
4,music.recording.canonical_version,4
300,people.person.profession,105
301,common.topic.notable_types,126
149,music.recording.releases,302
93,broadcast.content.artist,303
253,freebase.valuenotation.is_reviewed,3
46,people.person.children,12
90,music.recording.releases,304
305,film.performance.actor,12
150,film.film_genre.films_in_this_genre,306
307,broadcast.artist.content,93
183,freebase.valuenotation.has_value,225
148,common.topic.notable_types,5
4,music.single.versions,4
11,music.composition.recordings,11
308,people.person.gender,65
309,freebase.valuenotation.is_reviewed,3
21,broadcast.content.artist,258
157,music.artist.genre,39
258,people.person.profession,105
73,music.recording.song,73
41,music.recording.canonical_version,41
310,common.topic.notable_types,126
193,people.person.profession,105
311,award.award_ceremony.nominees,223
165,music.recording.canonical_version,165
312,people.person.profession,34
287,broadcast.artist.content,58
313,music.genre.subgenre,49
41,music.single.versions,41
314,people.person.profession,34
83,broadcast.content.artist,315
316,music.artist.genre,317
11,music.recording.artist,12
318,music.artist.genre,78
196,freebase.valuenotation.is_reviewed,96
319,award.award_nomination.award_nominee,54
12,common.topic.webpage,320
321,broadcast.artist.content,40
193,people.person.profession,17
322,broadcast.artist.content,226
167,music.composition.language,323
186,music.composition.recordings,186
50,music.recording.artist,12
243,people.person.profession,324
41,music.recording.song,41
178,music.composition.composer,12
226,common.topic.image,325
150,music.genre.recordings,326
327,freebase.valuenotation.is_reviewed,3
328,music.recording.song,90
228,people.person.profession,97
4,music.recording.canonical_version,4
57,music.artist.genre,259
