src,edge_attr,dst
0,american_football.game_receiving_statistics.game,1
2,american_football.game_passing_statistics.team,3
4,sports.sports_team_season_record.season,5
6,american_football.game_rushing_statistics.game,7
8,american_football.football_team.away_games,9
10,american_football.game_receiving_statistics.game,11
12,american_football.football_game.rushing,13
14,american_football.game_receiving_statistics.team,15
16,base.fashionmodels.hair_color.fashion_models_with_this_hair_color,17
15,american_football.football_team.away_games,18
19,american_football.game_rushing_statistics.game,20
21,common.topic.notable_for,22
15,sports.sports_team.season_record,23
24,american_football.football_game.rushing,25
26,american_football.football_game.receiving,27
28,american_football.game_receiving_statistics.team,29
30,american_football.football_game.rushing,31
32,american_football.game_receiving_statistics.team,15
33,american_football.game_receiving_statistics.game,34
35,american_football.game_receiving_statistics.team,36
37,american_football.football_game.receiving,38
39,american_football.football_game.passing,40
41,american_football.football_game.receiving,42
43,american_football.football_game.passing,44
45,american_football.football_game.receiving,46
47,american_football.football_game.receiving,48
49,american_football.game_rushing_statistics.team,15
50,american_football.game_rushing_statistics.team,51
52,american_football.football_game.receiving,53
54,american_football.game_receiving_statistics.team,15
55,american_football.football_game.receiving,56
57,sports.sports_team_season_record.season,58
59,american_football.game_receiving_statistics.team,15
60,american_football.game_receiving_statistics.team,15
16,base.fashionmodels.hair_color.fashion_models_with_this_hair_color,61
43,american_football.football_game.receiving,62
15,sports.sports_team.season_record,63
64,american_football.game_rushing_statistics.team,15
65,sports.sports_team_season_record.season,66
67,american_football.game_receiving_statistics.game,30
68,american_football.football_game.rushing,69
70,american_football.game_rushing_statistics.game,12
68,american_football.football_game.passing,71
29,american_football.football_team.conference,21
7,american_football.football_game.rushing,72
73,american_football.game_rushing_statistics.team,51
74,american_football.game_passing_statistics.game,52
75,american_football.game_passing_statistics.game,76
77,american_football.game_rushing_statistics.team,3
78,american_football.game_rushing_statistics.team,79
80,sports.sports_league_draft_pick.draft,81
82,american_football.game_rushing_statistics.game,11
83,american_football.game_rushing_statistics.team,15
84,base.biblioness.bibs_topic.subsumes,84
47,american_football.football_game.away_team,85
86,american_football.game_rushing_statistics.team,87
88,american_football.football_game.receiving,89
90,american_football.game_receiving_statistics.team,51
30,american_football.football_game.receiving,91
21,american_football.football_conference.teams,36
92,sports.sports_team_season_record.team,15
16,base.fashionmodels.hair_color.fashion_models_with_this_hair_color,93
94,american_football.game_rushing_statistics.game,95
96,sports.sports_league.sport,97
55,american_football.football_game.season,98
99,american_football.game_rushing_statistics.team,15
88,american_football.football_game.receiving,100
101,american_football.football_game.rushing,102
103,american_football.game_passing_statistics.player,104
105,american_football.game_receiving_statistics.game,12
106,american_football.game_rushing_statistics.team,36
107,american_football.football_game.rushing,108
21,sports.sports_league.teams,109
110,american_football.game_receiving_statistics.team,29
111,sports.sports_team_season_record.season,112
21,organization.organization.child,113
30,american_football.football_game.rushing,114
16,base.schemastaging.visual_color_extra.cmyk,115
116,american_football.game_rushing_statistics.game,26
117,sports.sports_team_season_record.team,15
118,sports.sports_team_season_record.season,119
120,american_football.game_rushing_statistics.team,15
43,american_football.football_game.rushing,121
122,base.fashionmodels.fashion_model.hair_color,16
