src,edge_attr,dst
0,common.topic.subject_of,1
2,location.location.containedby,3
4,common.topic.notable_types,5
6,finance.currency.countries_used,7
8,sports.multi_event_tournament.participating_countries,4
9,language.language_dialect.language,10
11,base.uncommon.topic.exceptions,12
13,common.image.appears_in_topic_gallery,14
15,common.topic.notable_for,16
17,fictional_universe.character_species.found_in_fictional_universe,18
19,common.topic.notable_types,20
11,base.uncommon.topic.exceptions,21
22,base.aareas.schema.administrative_area.administrative_area_type,23
24,location.country.official_language,10
25,common.topic.subjects,26
27,time.event.locations,7
28,location.country.languages_spoken,10
29,organization.organization.geographic_scope,1
10,education.school_category.schools_of_this_kind,30
10,language.human_language.countries_spoken_in,31
32,base.rosetta.local_name.languoid,33
34,common.topic.subjects,35
10,common.topic.subject_of,36
37,book.book_subject.works,38
39,location.country.languages_spoken,40
41,base.rosetta.languoid.local_name,42
43,location.location.containedby,37
28,base.uncommon.topic.exceptions,44
45,book.written_work.original_language,10
46,common.topic.notable_types,5
47,film.film.language,10
48,book.written_work.subjects,10
49,location.location.containedby,7
50,language.human_language.countries_spoken_in,51
37,location.country.first_level_divisions,49
52,fictional_universe.fictional_universe.created_by,53
54,fictional_universe.character_species.found_in_fictional_universe,55
56,organization.organization.geographic_scope,57
58,location.location.events,59
1,location.location.events,60
61,freebase.valuenotation.is_reviewed,62
63,common.topic.notable_types,20
64,common.topic.notable_types,20
65,location.location.containedby,43
66,base.ontologies.ontology_instance_mapping.freebase_topic,67
68,location.location.contains,69
70,time.event.included_in_event,71
10,common.topic.subject_of,72
37,organization.organization_scope.organizations_with_this_scope,73
37,location.location.containedby,74
75,location.country.official_language,10
76,government.government_agency.jurisdiction,37
1,organization.organization_scope.organizations_with_this_scope,77
78,common.topic.subjects,10
58,location.location.events,79
10,language.human_language.countries_spoken_in,80
81,location.location.containedby,82
37,location.country.internet_tld,83
84,common.topic.notable_types,20
85,common.topic.subjects,35
86,book.written_work.original_language,10
87,time.event.locations,88
89,location.country.official_language,10
90,base.uncommon.exception.involves,11
10,language.human_language.countries_spoken_in,91
92,fictional_universe.fictional_setting.languages,93
94,sports.sport_country.multi_event_tournaments_participated_in,8
7,location.location.containedby,95
37,government.governmental_jurisdiction.agencies,96
97,base.militaryinfiction.location_in_fiction.contains,98
37,government.governmental_jurisdiction.agencies,99
100,location.administrative_division.country,7
58,location.location.events,101
102,base.biblioness.bibs_topic.subsumes,102
10,common.topic.subject_of,34
103,location.country.languages_spoken,10
37,location.country.first_level_divisions,104
1,location.location.events,105
67,people.ethnicity.includes_groups,106
107,location.location.containedby,58
10,language.human_language.writing_system,108
1,common.topic.webpage,109
110,organization.organization.geographic_scope,1
41,common.topic.image,111
112,common.webpage.in_index,113
114,time.event.locations,88
104,location.location.partially_contains,115
116,fictional_universe.fictional_character.powers_or_abilities,117
118,common.topic.notable_types,5
19,book.written_work.subjects,10
119,location.administrative_division.country,102
1,location.location.events,120
121,base.schemastaging.tv_star_dubbing_performance.language,10
122,book.book.genre,123
124,location.country.languages_spoken,10
125,base.uncommon.exception.involves,11
126,location.location.containedby,7
8,sports.multi_event_tournament.participating_countries,88
10,base.rosetta.languoid.document,127
35,common.topic.subject_of,128
10,book.book_subject.works,129
130,location.location.containedby,37
26,common.topic.subjects,10
131,fictional_universe.character_occupation.characters_with_this_occupation,15
58,base.locations.countries.continent,95
132,common.webpage.topic,1
35,common.topic.subject_of,133
7,base.aareas.schema.administrative_area.pertinent_type,134
135,location.country.languages_spoken,10
136,base.uncommon.topic.exceptions,44
37,organization.organization_scope.organizations_with_this_scope,137
58,base.biblioness.bibs_location.country,1
138,organization.organization.sectors,10
139,government.government_position_held.jurisdiction_of_office,37
140,geography.river.basin_countries,37
1,location.location.adjoin_s,141
41,common.topic.image,142
6,finance.currency.countries_used,57
93,language.human_language.region,95
143,people.person.ethnicity,144
145,travel.tour_operator.travel_destinations,51
146,freebase.type_profile.strict_included_types,147
148,location.country.form_of_government,149
10,language.human_language.countries_spoken_in,150
151,common.topic.notable_types,20
152,government.government_office_or_title.office_holders,153
92,fictional_universe.fictional_setting.languages,154
155,fictional_universe.fictional_character.occupation,156
135,common.topic.notable_types,5
10,fictional_universe.fictional_language.where_spoken,157
7,location.country.first_level_divisions,88
116,tv.tv_character.appeared_in_tv_program,158
159,book.written_work.subjects,2
160,book.written_work.subjects,57
97,base.militaryinfiction.location_in_fiction.languages,10
161,common.webpage.topic,37
40,language.human_language.countries_spoken_in,162
163,freebase.type_profile.strict_included_types,164
165,book.written_work.subjects,1
1,organization.organization_scope.organizations_with_this_scope,166
167,type.type.expected_by,168
162,location.country.form_of_government,149
37,location.location.partiallycontains,169
68,location.location.partially_contained_by,170
171,freebase.type_profile.strict_included_types,164
172,people.ethnicity.included_in_group,173
82,location.location.adjoin_s,174
175,government.governmental_body.members,153
176,time.event.locations,88
177,base.uncommon.exception.involves,23
108,language.language_writing_system.languages,10
178,common.topic.notable_types,5
50,book.book_subject.works,179
37,book.book_subject.works,180
181,base.uncommon.topic.exceptions,44
182,fictional_universe.character_powers.characters_with_this_ability,116
183,common.topic.subjects,26
184,base.uncommon.exception.involves,23
144,people.ethnicity.people,143
7,location.location.partially_contains,140
145,travel.tour_operator.travel_destinations,88
185,common.topic.subject_of,186
176,time.event.locations,187
10,music.lyricist.lyrics_written,188
189,organization.organization.geographic_scope,1
190,book.written_work.original_language,10
57,travel.travel_destination.tour_operators,145
58,base.uncommon.topic.exceptions,191
72,common.topic.subjects,35
192,language.language_family.languages,41
193,book.written_work.subjects,37
193,book.written_work.subjects,136
68,location.location.contains,104
194,base.uncommon.exception.involves,37
195,common.topic.notable_types,20
196,location.country.currency_used,6
197,common.topic.notable_types,20
109,common.webpage.in_index,113
54,fictional_universe.character_species.found_in_fictional_universe,198
199,common.topic.notable_types,167
91,common.topic.notable_types,5
173,people.ethnicity.languages_spoken,40
200,organization.organization.geographic_scope,187
41,common.topic.notable_types,171
201,organization.organization.geographic_scope,1
103,location.country.official_language,10
92,fictional_universe.fictional_setting.languages,10
202,book.written_work.subjects,37
57,base.biblioness.bibs_location.country,7
203,organization.organization.geographic_scope,58
75,common.topic.notable_types,5
37,base.nobelprizes.nobel_subject_area.nobel_awards,204
119,location.country.official_language,10
205,people.ethnicity.geographic_distribution,7
10,base.rosetta.languoid.document,206
11,base.uncommon.topic.exceptions,207
10,language.human_language.writing_system,208
167,type.type.properties,209
210,time.event.included_in_event,87
