src,edge_attr,dst
0,film.film.starring,1
2,book.author.works_written,3
4,film.performance.film,5
5,media_common.netflix_title.netflix_genres,6
7,base.gender.personal_gender_identity.gender_identity,8
9,award.award_winner.awards_won,10
11,media_common.netflix_title.netflix_genres,12
13,people.profession.specialization_of,14
15,language.human_language.countries_spoken_in,16
17,people.person.gender,18
19,film.performance.film,5
20,film.film.release_date_s,21
22,film.film.genre,23
22,freebase.valuenotation.has_no_value,24
25,film.film.music,26
27,film.performance.film,25
28,base.wfilmbase.film.w_id,29
30,film.film_crew_gig.film,25
31,film.film.directed_by,32
33,tv.tv_subject.tv_episodes,34
35,film.performance.film,20
36,book.written_work.author,2
37,people.profession.specialization_of,14
38,film.film_regional_release_date.film,5
8,medicine.risk_factor.diseases,39
40,film.film.starring,41
42,film.performance.film,28
43,people.profession.specialization_of,14
44,common.topic.article,45
46,film.film.film_production_design_by,47
5,film.film.language,48
46,film.film.other_crew,49
50,film.film_regional_release_date.film,28
40,film.film.starring,51
52,film.film_regional_release_date.film,20
53,film.performance.film,54
55,media_common.adaptation.adapted_from,5
56,film.film.starring,57
58,film.film_regional_release_date.film,28
40,film.film.starring,59
60,film.film.genre,61
8,medicine.risk_factor.diseases,62
20,film.film.release_date_s,63
64,people.deceased_person.cause_of_death,65
66,film.film.written_by,67
8,medicine.risk_factor.diseases,68
64,people.person.profession,14
69,film.film_story_contributor.film_story_credits,28
0,common.topic.article,70
71,medicine.disease.parent_disease,72
8,medicine.risk_factor.diseases,73
74,people.person.profession,14
31,film.film.starring,75
33,people.profession.specialization_of,14
76,film.film_regional_release_date.film_release_region,16
77,people.person.nationality,78
79,fictional_universe.fictional_character.gender,18
20,film.film.starring,80
78,base.biblioness.bibs_topic.subsumes,78
54,film.film.starring,53
81,people.person.nationality,82
44,book.written_work.author,69
83,film.performance.actor,84
85,military.military_combatant.military_conflicts,86
28,film.film.release_date_s,87
28,film.film.genre,88
20,film.film.film_series,89
90,film.film.costume_design_by,91
79,film.film_character.portrayed_in_films_dubbed,92
93,rdf-schema#domain,94
95,film.film_film_distributor_relationship.film,90
20,film.film.release_date_s,96
97,film.film_crew_gig.film,20
98,base.fairytales.fairy_tale.author,2
94,type.type.properties,99
33,fictional_universe.character_occupation.characters_with_this_occupation,100
101,people.profession.specialization_of,14
102,film.performance.film,28
103,people.person.nationality,78
104,freebase.valuenotation.has_value,105
5,media_common.adapted_work.adaptations,28
54,film.film.story_by,2
106,medicine.disease.risk_factors,8
107,book.book.editions,107
28,film.film.film_art_direction_by,108
14,people.profession.specializations,109
28,film.film.starring,110
