src,edge_attr,dst
0,film.film_festival_focus.festivals_with_this_focus,1
2,book.book_subject.works,3
4,film.film_genre.films_in_this_genre,5
6,common.topic.webpage,7
0,internet.website_category.sites,8
9,tv.regular_tv_appearance.actor,10
11,media_common.media_genre.parent_genre,0
12,freebase.valuenotation.is_reviewed,13
14,tv.tv_network_duration.program,15
16,common.topic.webpage,17
0,comic_strips.comic_strip_genre.comic_strips_of_this_genre,18
0,comic_books.comic_book_genre.comic_book_series_in_this_genre,19
20,tv.tv_series_season.episodes,21
0,media_common.media_genre.child_genres,22
0,internet.website_category.sites,23
24,common.webpage.resource,25
16,common.topic.webpage,26
27,freebase.documented_object.documentation,28
29,freebase.type_profile.strict_included_types,30
31,tv.tv_character.appeared_in_tv_program,32
33,freebase.type_profile.strict_included_types,34
35,common.topic.article,36
37,common.topic.notable_types,38
39,tv.regular_tv_appearance.special_performance_type,40
0,comic_books.comic_book_genre.comic_book_series_in_this_genre,41
42,award.award_winning_work.awards_won,43
44,common.image.appears_in_topic_gallery,42
45,common.webpage.in_index,46
35,base.webvideo.internet_video_genre.series,47
42,film.film.country,48
20,tv.tv_series_season.episodes,49
50,common.topic.notable_for,51
48,base.biblioness.bibs_topic.subsumes,48
52,common.webpage.topic,16
53,music.composition.recordings,54
55,media_common.literary_genre.books_in_this_genre,56
6,common.topic.webpage,57
16,common.topic.webpage,58
59,base.biblioness.bibs_topic.subsumes,59
35,base.webvideo.internet_video_genre.series,60
61,common.webpage.topic,6
35,internet.website_category.sites,62
63,location.administrative_division.country,48
50,tv.tv_writer.episodes_written,64
65,common.webpage.in_index,46
66,people.person.gender,67
0,opera.opera_genre.operas_in_this_genre,68
20,tv.tv_series_season.episodes,69
70,common.webpage.topic,6
4,media_common.literary_genre.books_in_this_genre,71
72,common.webpage.topic,16
55,media_common.literary_genre.books_in_this_genre,73
0,comic_strips.comic_strip_genre.comic_strips_of_this_genre,74
42,tv.tv_program.regular_cast,75
16,common.topic.article,76
0,film.film_subject.films,77
78,organization.organization.sectors,79
42,award.award_winning_work.awards_won,12
80,book.written_work.subjects,2
53,music.composition.recordings,81
35,comic_books.comic_book_genre.comic_book_series_in_this_genre,82
83,common.webpage.in_index,46
84,common.topic.notable_for,85
16,comic_books.comic_book_genre.comic_book_series_in_this_genre,86
35,base.webvideo.internet_video_genre.series,87
88,film.film.starring,89
90,common.topic.notable_for,91
37,tv.tv_series_season.episodes,92
16,theater.theater_genre.plays_in_this_genre,93
94,common.topic.notable_types,95
96,base.ontologies.ontology_instance_mapping.freebase_topic,2
97,common.webpage.topic,42
16,common.topic.webpage,98
55,media_common.literary_genre.books_in_this_genre,99
100,book.written_work.subjects,2
6,common.topic.notable_for,101
102,tv.tv_series_season.episodes,103
20,common.topic.notable_for,104
105,award.award_category.winners,12
106,people.person.profession,107
35,radio.radio_subject.programs_with_this_subject,108
