src,edge_attr,dst
0,biology.breed_origin.breeds_originating_here,1
0,location.location.partially_contains,2
3,meteorology.tropical_cyclone.affected_areas,0
4,food.beer.from_region,0
5,government.political_ideology.political_parties,6
0,location.location.partiallycontains,7
8,language.human_language.countries_spoken_in,0
9,government.governmental_body.jurisdiction,0
10,government.political_party.ideology,5
11,base.aareas.schema.administrative_area.administrative_parent,0
12,freebase.type_profile.equivalent_topic,12
13,location.location.containedby,14
0,location.statistical_region.internet_users_percent_population,15
16,common.topic.notable_types,17
18,common.topic.notable_types,17
19,base.activism.activism_issue.activists,20
21,biology.animal_breed.place_of_origin,0
17,type.type.expected_by,22
23,organization.organization.geographic_scope,0
24,location.administrative_division.country,0
25,base.aareas.schema.administrative_area.administrative_parent,0
26,people.person.quotations,27
0,location.location.partially_contains,28
29,common.webpage.topic,0
30,government.politician.party,31
32,location.partial_containment_relationship.partially_contained_by,0
26,influence.influence_node.influenced_by,33
34,base.mystery.cryptid.area_of_occurrence,0
0,organization.organization_member.member_of,35
0,location.statistical_region.time_required_to_start_a_business,36
30,people.person.religion,19
26,influence.influence_node.influenced,37
38,base.aareas.schema.administrative_area_type.subdivides_type,39
0,location.statistical_region.military_expenditure_percent_gdp,40
0,location.statistical_region.deposit_interest_rate,41
0,location.statistical_region.energy_use_per_capita,42
26,government.politician.party,43
44,freebase.type_hints.included_types,45
46,organization.organization.founders,47
20,people.person.profession,12
0,base.aareas.schema.administrative_area.administrative_children,48
49,freebase.type_hints.included_types,45
50,meteorology.tropical_cyclone.affected_areas,51
47,people.person.education,52
53,sports.sports_team.location,0
54,location.partial_containment_relationship.partially_contained_by,0
55,location.partial_containment_relationship.partially_contains,56
57,military.military_command.military_commander,26
26,government.politician.party,58
59,people.profession.people_with_this_profession,60
0,location.location.partially_contains,61
0,location.statistical_region.market_cap_of_listed_companies_as_percent_of_gdp,62
0,location.statistical_region.debt_service_as_percent_of_trade_volume,63
0,location.location.partially_contains,64
65,location.partial_containment_relationship.partially_contains,66
67,base.aareas.schema.administrative_area.administrative_parent,0
68,common.topic.article,69
70,location.imports_and_exports.exported_to,0
51,organization.organization_scope.organizations_with_this_scope,71
0,location.statistical_region.electricity_consumption_per_capita,72
30,common.topic.notable_for,73
0,location.statistical_region.gni_in_ppp_dollars,74
60,influence.influence_node.influenced_by,33
75,base.aareas.schema.administrative_area_type.pertains_to,0
76,sports.sports_team.location,0
77,location.location.containedby,78
0,location.statistical_region.agriculture_as_percent_of_gdp,79
80,geography.mountain.mountain_range,78
0,location.statistical_region.agriculture_as_percent_of_gdp,81
0,government.governmental_jurisdiction.governing_officials,82
0,location.statistical_region.gdp_nominal_per_capita,83
84,location.partial_containment_relationship.partially_contained_by,0
30,people.person.parents,85
0,biology.breed_origin.breeds_originating_here,86
0,location.location.partially_contains,87
0,location.statistical_region.co2_emissions_per_capita,88
