src,edge_attr,dst
0,award.award_honor.award,1
2,tennis.tennis_match.winner,3
4,film.personal_film_appearance.type_of_appearance,5
6,tennis.tennis_tournament_championship.winner,7
8,tennis.tennis_tournament_championship.event_type,9
10,people.ethnicity.includes_groups,11
12,freebase.valuenotation.is_reviewed,13
7,tennis.tennis_player.matches_won,14
15,common.webpage.category,16
17,people.ethnicity.includes_groups,18
19,media_common.netflix_title.netflix_genres,20
21,award.award_nomination.award,22
3,tennis.tennis_player.matches_lost,23
24,people.person.profession,25
7,tennis.tennis_player.matches_won,26
7,award.award_nominee.award_nominations,27
28,freebase.type_hints.included_types,29
30,common.topic.image,31
7,tennis.tennis_tournament_champion.tennis_titles,32
33,people.person.profession,25
12,tennis.tennis_player.matches_won,34
35,tv.tv_guest_personal_appearance.person,7
7,tennis.tennis_tournament_champion.tennis_titles,36
37,medicine.risk_factor.diseases,38
39,freebase.valuenotation.is_reviewed,40
33,common.topic.notable_types,25
41,tennis.tennis_match.event,42
7,tennis.tennis_player.matches_won,43
30,location.statistical_region.population,44
45,tennis.tennis_tournament.match_results,46
47,common.image.appears_in_topic_gallery,10
48,freebase.valuenotation.has_value,49
50,tennis.tennis_player.matches_lost,51
3,tennis.tennis_player.matches_won,52
53,tennis.tennis_match.loser,3
54,common.webpage.category,55
56,tennis.tennis_tournament.champions,57
58,tennis.tennis_tournament_championship.event_type,9
59,tennis.tennis_match.winner,7
60,common.topic.notable_types,61
62,tennis.tennis_grip_style.tennis_players,63
30,location.location.people_born_here,64
65,tennis.tennis_match.match_format,9
66,tennis.tennis_tournament.champions,67
25,common.topic.article,68
69,tennis.tennis_match.match_format,9
7,tennis.tennis_player.matches_won,70
10,people.ethnicity.includes_groups,71
3,freebase.valuenotation.is_reviewed,72
73,award.award_nomination.award_nominee,7
7,tennis.tennis_player.matches_won,74
42,tennis.tennis_tournament.champions,75
17,people.ethnicity.includes_groups,76
1,award.award_category.nominees,77
7,tennis.tennis_tournament_champion.tennis_titles,78
79,common.image.appears_in_topic_gallery,7
80,tennis.tennis_match.winner,7
81,people.person.profession,25
82,freebase.valuenotation.is_reviewed,13
21,freebase.valuenotation.has_no_value,83
84,award.award_ceremony.awards_presented,85
42,tennis.tennis_tournament.champions,86
36,tennis.tennis_tournament_championship.tournament,87
3,tennis.tennis_player.matches_lost,88
89,freebase.valuenotation.is_reviewed,90
91,freebase.valuenotation.has_no_value,83
92,award.award_nomination.award_nominee,7
2,tennis.tennis_match.event,93
94,type.property.expected_type,25
95,award.award_category.nominees,96
97,tennis.tennis_player.matches_won,98
99,award.award_honor.award,100
101,owl#inverseOf,102
103,rdf-schema#range,104
105,tennis.tennis_tournament_championship.event_type,9
92,award.award_nomination.award,95
42,tennis.tennis_tournament.match_results,106
107,tennis.tennis_tournament_championship.winner,7
7,tennis.tennis_player.matches_won,108
23,tennis.tennis_match.match_format,9
109,type.property.reverse_property,103
10,people.ethnicity.includes_groups,110
111,film.personal_film_appearance.film,112
30,location.location.people_born_here,113
25,base.descriptive_names.names.descriptive_name,114
7,tennis.tennis_tournament_champion.tennis_titles,115
30,location.statistical_region.population,116
25,freebase.type_hints.included_types,104
65,tennis.tennis_match.loser,7
30,location.statistical_region.population,117
7,freebase.valuenotation.is_reviewed,118
3,tennis.tennis_player.matches_won,119
120,tennis.tennis_match.loser,121
66,tennis.tennis_tournament.match_results,14
122,freebase.valuenotation.is_reviewed,118
62,tennis.tennis_grip_style.tennis_players,122
123,people.person.parents,124
125,award.award_honor.award,22
126,common.webpage.topic,7
91,award.award_nomination.ceremony,127
7,tennis.tennis_tournament_champion.tennis_titles,128
128,tennis.tennis_tournament_championship.event_type,9
7,tennis.tennis_player.matches_lost,129
62,tennis.tennis_grip_style.tennis_players,130
7,award.award_winner.awards_won,125
131,tennis.tennis_match.event,132
59,tennis.tennis_match.event,133
134,freebase.type_profile.published,135
25,freebase.type_profile.equivalent_topic,25
133,tennis.tennis_tournament.match_results,59
7,tennis.tennis_tournament_champion.tennis_titles,136
7,people.person.profession,25
7,common.topic.webpage,15
102,type.property.expected_type,102
137,tennis.tennis_player.handed,138
139,common.topic.notable_types,25
10,common.topic.webpage,140
141,tennis.tennis_match.match_format,9
18,common.topic.notable_types,134
7,freebase.valuenotation.is_reviewed,72
12,freebase.valuenotation.is_reviewed,72
142,tv.tv_guest_personal_appearance.episode,143
7,tennis.tennis_tournament_champion.tennis_titles,6
129,tennis.tennis_match.match_format,9
7,tennis.tennis_player.matches_won,144
102,rdf-schema#domain,104
70,tennis.tennis_match.loser,145
146,award.award_nomination.award,1
