src,edge_attr,dst
0,media_common.netflix_title.netflix_genres,1
2,freebase.valuenotation.has_no_value,3
4,film.film.country,5
6,film.film.genre,7
8,media_common.netflix_title.netflix_genres,9
10,fictional_universe.fictional_character.occupation,11
12,music.recording.song,12
13,film.film.genre,14
15,film.actor.film,16
17,award.award_nominated_work.award_nominations,18
18,award.award_nomination.award,19
20,award.award_honor.award,21
22,award.award_winner.awards_won,23
24,media_common.netflix_title.netflix_genres,9
25,award.award_honor.award_winner,26
27,medicine.risk_factor.diseases,28
29,film.film.genre,14
0,film.film.release_date_s,30
31,award.award_nomination.ceremony,32
33,film.film.genre,34
35,award.award_winning_work.awards_won,36
37,common.topic.notable_types,38
0,film.film.directed_by,39
40,film.performance.actor,26
41,award.award_nomination.award,42
43,location.location.contains,44
45,award.award_honor.award_winner,26
46,freebase.type_profile.strict_included_types,47
48,award.award_category.winners,49
37,media_common.netflix_title.netflix_genres,50
51,film.personal_film_appearance.person,52
53,film.personal_film_appearance.film,54
26,award.award_nominee.award_nominations,55
56,freebase.valuenotation.has_no_value,57
58,tv.tv_regular_personal_appearance.person,26
6,award.award_nominated_work.award_nominations,41
59,common.topic.notable_types,60
61,common.topic.notable_for,62
29,media_common.netflix_title.netflix_genres,9
27,base.gender.gender_identity.people,63
64,award.award_nomination.award,65
24,film.film.music,66
26,freebase.valuenotation.is_reviewed,67
68,common.topic.notable_types,69
39,people.person.nationality,5
70,media_common.netflix_title.netflix_genres,71
72,common.topic.notable_for,73
74,medicine.disease.symptoms,75
43,location.location.people_born_here,76
77,base.gender.personal_gender_identity.gender_identity,27
0,film.film.music,78
79,film.film.language,9
46,base.descriptive_names.names.descriptive_name,80
81,people.person.profession,46
82,people.person.profession,83
84,award.competition.instance_of_recurring_competition,85
86,award.award_winner.awards_won,87
81,people.person.sibling_s,88
89,people.profession.specializations,90
68,film.film.country,5
91,common.topic.subject_of,92
93,award.award_nomination.award,94
26,award.award_nominee.award_nominations,95
54,film.film.personal_appearances,96
97,rdf-schema#range,47
43,location.location.geolocation,98
99,people.profession.specializations,89
100,music.recording.releases,100
101,common.topic.notable_types,38
102,film.performance.actor,86
103,film.film.genre,104
89,base.descriptive_names.names.descriptive_name,105
106,music.recording.artist,26
107,common.topic.notable_types,60
17,film.film.genre,108
45,award.award_honor.ceremony,109
110,film.film.music,111
22,film.writer.film,0
26,film.film_story_contributor.film_story_credits,101
81,film.film_costumer_designer.costume_design_for_film,2
79,freebase.valuenotation.has_no_value,112
113,award.award_nomination.award,114
115,freebase.type_profile.published,116
117,language.human_language.countries_spoken_in,118
82,people.person.nationality,5
119,people.ethnicity.languages_spoken,120
121,film.film_cut.film,122
123,film.film.genre,104
5,location.country.languages_spoken,124
109,award.award_ceremony.awards_presented,45
43,common.topic.image,125
26,music.artist.track,126
2,film.film.language,9
15,people.person.spouse_s,127
128,tv.regular_tv_appearance.actor,86
129,award.award_honor.award_winner,130
131,award.award_honor.award,132
133,award.award_honor.award_winner,26
122,film.film.cinematography,134
135,award.award_nomination.award,65
24,freebase.valuenotation.has_no_value,3
136,award.award_honor.award_winner,26
137,film.film.country,5
138,film.film.genre,7
70,media_common.netflix_title.netflix_genres,50
82,common.topic.notable_types,60
89,fictional_universe.character_occupation.characters_with_this_occupation,139
43,location.location.people_born_here,140
89,base.descriptive_names.names.descriptive_name,141
142,measurement_unit.dated_money_value.source,143
144,media_common.netflix_title.netflix_genres,5
145,award.award_category.winners,146
26,tv.tv_personality.tv_regular_appearances,147
46,award.award_discipline.awards_in_this_discipline,148
38,type.type.expected_by,3
130,freebase.valuenotation.is_reviewed,67
149,medicine.icd_9_cm_classification.parent_classification,149
150,award.award_ceremony.nominees,18
27,medicine.risk_factor.diseases,151
8,media_common.netflix_title.netflix_genres,1
101,film.film.starring,152
2,media_common.netflix_title.netflix_genres,71
68,freebase.valuenotation.has_no_value,3
153,film.performance.film,122
154,award.award_honor.award_winner,26
22,film.director.film,0
155,award.award_honor.honored_for,156
46,award.award_discipline.awards_in_this_discipline,157
110,film.film.genre,34
15,film.writer.film,158
39,freebase.valuenotation.has_value,159
122,media_common.netflix_title.netflix_genres,108
27,medicine.risk_factor.diseases,160
161,music.track_contribution.role,162
163,people.place_lived.person,26
15,film.film_story_contributor.film_story_credits,164
8,media_common.netflix_title.netflix_genres,165
166,award.award_nomination.award,167
168,film.performance.film,0
169,common.topic.notable_types,170
171,award.award_nomination.award,172
86,award.award_winner.awards_won,173
174,common.webpage.category,175
176,film.film_crew_gig.film,0
79,media_common.netflix_title.netflix_genres,50
26,award.award_nominee.award_nominations,177
101,film.film.starring,178
179,film.performance.film,0
47,type.type.properties,159
180,award.award_category.winners,25
181,media_common.netflix_title.netflix_genres,1
45,award.award_honor.award,182
12,music.recording.tracks,12
14,media_common.media_genre.child_genres,34
183,freebase.valuenotation.has_no_value,112
184,tv.tv_regular_personal_appearance.program,85
101,film.film.release_date_s,185
39,film.film_story_contributor.film_story_credits,0
186,common.topic.subjects,187
89,people.profession.specializations,188
59,film.director.film,138
5,location.country.languages_spoken,117
189,people.person.religion,190
61,music.recording.song,61
43,location.location.contains,191
8,film.film.language,9
0,media_common.netflix_title.netflix_genres,165
15,people.person.children,192
172,award.award_category.nominees,171
