src,edge_attr,dst
0,base.gender.personal_gender_identity.gender_identity,1
2,location.location.time_zones,3
4,base.popstra.location.vacationers,5
4,common.topic.webpage,6
4,base.popstra.location.vacationers,7
8,location.country.first_level_divisions,9
10,time.event.locations,4
11,common.webpage.topic,4
12,travel.tourist_attraction.near_travel_destination,4
13,sports.school_sports_team.school,14
15,common.webpage.topic,4
8,base.locations.countries.states_provinces_within,16
17,base.aareas.schema.administrative_area.administrative_parent,8
18,base.popstra.vacation_choice.location,4
19,tv.tv_actor.starring_roles,20
21,common.topic.notable_types,22
23,common.webpage.topic,4
24,location.location.containedby,25
4,location.statistical_region.population,26
1,medicine.risk_factor.diseases,27
16,base.locations.states_and_provences.country,8
4,location.location.events,28
29,base.descriptive_names.names.descriptive_name,30
4,location.citytown.postal_codes,31
32,common.webpage.topic,4
33,location.neighborhood.neighborhood_of,4
8,base.aareas.schema.administrative_area.administrative_children,34
35,tv.tv_program.regular_cast,36
37,tv.tv_program.country_of_origin,8
8,location.country.administrative_divisions,38
2,location.location.contains,39
4,periodicals.newspaper_circulation_area.newspapers,40
1,medicine.risk_factor.diseases,41
4,location.citytown.postal_codes,42
4,location.location.nearby_airports,43
8,location.country.first_level_divisions,44
8,location.country.administrative_divisions,9
44,location.administrative_division.first_level_division_of,8
1,medicine.risk_factor.diseases,45
46,location.location.time_zones,3
47,medicine.disease.parent_disease,48
1,medicine.risk_factor.diseases,49
50,common.image.appears_in_topic_gallery,4
51,location.administrative_division.first_level_division_of,8
52,education.education.institution,14
8,base.biblioness.bibs_topic.subsumes,8
8,base.aareas.schema.administrative_area.administrative_children,53
54,film.personal_film_appearance.person,19
4,location.location.events,55
21,people.profession.specialization_of,56
19,sports.pro_athlete.sports_played_professionally,57
58,base.aareas.schema.administrative_area.administrative_children,8
59,common.webpage.topic,4
60,base.biblioness.bibs_location.country,8
4,travel.travel_destination.climate,61
56,common.topic.notable_types,22
62,medicine.disease.risk_factors,1
4,common.topic.webpage,11
63,base.aareas.schema.administrative_area.administrative_parent,8
17,location.administrative_division.first_level_division_of,8
4,location.citytown.postal_codes,64
65,location.location.containedby,4
66,base.biblioness.bibs_location.country,8
67,people.cause_of_death.parent_cause_of_death,48
68,location.location.containedby,8
4,location.citytown.postal_codes,69
70,common.webpage.topic,4
71,location.location.containedby,4
72,location.location.containedby,25
1,base.gender.gender_identity.people,73
74,time.event.locations,4
75,location.location.containedby,25
8,location.country.administrative_divisions,76
4,location.citytown.postal_codes,77
1,biology.hybrid_parent_gender.hybrids,78
79,base.biblioness.bibs_location.country,8
80,medicine.disease.symptoms,81
60,location.administrative_division.country,8
4,location.location.events,82
83,base.gender.personal_gender_identity.gender_identity,1
4,travel.travel_destination.local_transportation,84
85,location.postal_code.country,8
85,location.location.contains,86
87,base.parody.parodied_subject.parodies,88
89,base.locations.states_and_provences.country,8
4,common.topic.webpage,90
4,base.popstra.location.vacationers,91
92,location.location.containedby,8
8,location.country.administrative_divisions,93
21,freebase.type_profile.strict_included_types,94
66,location.administrative_division.country,8
4,location.statistical_region.population,95
96,location.neighborhood.neighborhood_of,4
4,travel.travel_destination.climate,97
29,american_football.football_coach_position.coaches_holding_this_position,98
99,location.postal_code.country,8
1,common.topic.article,100
101,location.location.containedby,8
102,base.aareas.schema.administrative_area.administrative_parent,8
101,base.biblioness.bibs_location.country,8
8,location.country.first_level_divisions,79
4,common.topic.image,50
8,location.country.administrative_divisions,103
104,location.location.containedby,8
105,location.location.time_zones,3
106,common.webpage.topic,4
21,type.type.expected_by,107
102,base.biblioness.bibs_location.country,8
108,location.postal_code.country,8
4,base.popstra.location.vacationers,109
110,location.administrative_division.first_level_division_of,8
111,location.administrative_division.first_level_division_of,8
4,location.citytown.postal_codes,112
113,book.newspaper.circulation_areas,114
4,location.statistical_region.population,115
116,travel.travel_destination_monthly_climate.travel_destination,4
1,medicine.risk_factor.diseases,117
29,base.schemastaging.sports_team_manager_position.managers,118
119,location.location.time_zones,3
29,common.topic.article,120
4,location.place_with_neighborhoods.neighborhoods,121
29,base.descriptive_names.names.descriptive_name,122
123,location.postal_code.country,8
17,base.locations.states_and_provences.country,8
4,location.statistical_region.population,124
19,base.schemastaging.person_extra.net_worth,125
126,location.location.time_zones,3
1,biology.hybrid_parent_gender.hybrids,127
4,location.citytown.postal_codes,128
129,base.petbreeds.dog_city_relationship.cities,4
130,film.film.country,8
4,location.citytown.postal_codes,131
71,location.neighborhood.neighborhood_of,4
132,travel.transportation.travel_destination,4
4,common.topic.webpage,133
8,base.locations.countries.states_provinces_within,53
134,location.neighborhood.neighborhood_of,4
8,location.country.first_level_divisions,135
136,base.popstra.vacation_choice.location,4
137,location.location.containedby,4
4,location.location.containedby,138
139,time.event.locations,4
140,location.location.primarily_containedby,8
4,location.place_with_neighborhoods.neighborhoods,2
141,common.image.appears_in_topic_gallery,4
142,time.event.locations,4
4,location.statistical_region.population,143
144,aviation.airport.serves,4
8,base.biblioness.bibs_topic.is_really,8
21,type.type.properties,145
146,location.location.containedby,4
44,base.locations.states_and_provences.country,8
4,travel.travel_destination.tourist_attractions,147
65,base.wikipedia_infobox.settlement.area_code,148
149,base.petbreeds.dog_city_relationship.cities,4
150,time.event.locations,4
151,location.postal_code.country,8
