src,edge_attr,dst
0,base.gender.personal_gender_identity.gender_identity,1
2,people.person.gender,3
4,location.location.geolocation,5
6,medicine.disease.parent_disease,7
8,people.place_of_interment.interred_here,9
10,people.person.nationality,11
12,exhibitions.exhibition_subject.exhibitions_created_about_this_subject,13
14,book.written_work.subjects,15
16,people.person.profession,17
8,people.place_of_interment.interred_here,18
1,medicine.risk_factor.diseases,19
20,common.topic.image,21
22,freebase.type_hints.included_types,23
24,location.location.containedby,15
8,people.place_of_interment.interred_here,25
26,base.ancientegypt.tomb.owner,27
1,medicine.risk_factor.diseases,28
29,people.person.gender,1
1,medicine.risk_factor.diseases,30
31,people.profession.specializations,32
33,medicine.disease.parent_disease,34
35,book.author.book_editions_published,36
1,medicine.risk_factor.diseases,37
35,book.author.works_written,38
39,people.profession.specialization_of,40
41,base.biblioness.bibs_topic.subsumes,41
42,medicine.symptom.symptom_of,43
44,medicine.disease.risk_factors,1
45,base.ancientegypt.tomb.owner,27
46,people.cause_of_death.parent_cause_of_death,34
1,base.gender.gender_identity.people,47
35,book.author.book_editions_published,48
1,biology.hybrid_parent_gender.hybrids,49
50,people.place_of_interment.interred_here,51
52,medicine.disease.symptoms,53
14,book.written_work.subjects,17
8,people.place_of_interment.interred_here,54
55,base.gender.personal_gender_identity.gender_identity,1
56,base.ancientegypt.tomb.excavated_by,16
35,freebase.valuenotation.is_reviewed,57
11,location.country.first_level_divisions,58
59,freebase.valuenotation.is_reviewed,60
61,common.topic.subject_of,62
29,freebase.valuenotation.is_reviewed,63
64,people.person.nationality,11
35,book.author.works_written,65
8,people.place_of_interment.interred_here,66
45,common.topic.image,67
1,common.topic.article,68
69,people.person.gender,1
61,medicine.disease.symptoms,70
8,people.place_of_interment.interred_here,71
45,base.ancientegypt.tomb.excavated_by,16
72,freebase.valuenotation.is_reviewed,60
73,common.topic.notable_types,74
75,location.location.containedby,76
77,people.person.gender,1
78,people.profession.corresponding_type,39
79,people.deceased_person.cause_of_death,46
35,book.author.book_editions_published,80
16,book.author.works_written,73
81,location.location.geolocation,82
83,people.person.gender,3
35,book.author.series_written_or_contributed_to,84
35,people.person.profession,39
48,book.book.editions,48
27,people.deceased_person.place_of_burial,26
1,medicine.risk_factor.diseases,85
86,people.person.gender,1
87,common.topic.notable_types,39
61,medicine.disease.symptoms,88
35,book.author.works_written,89
90,common.topic.notable_types,22
91,medicine.disease.risk_factors,92
1,biology.hybrid_parent_gender.hybrids,93
94,people.person.profession,17
95,freebase.type_profile.published,96
97,medicine.disease.symptoms,98
99,freebase.valuenotation.has_value,57
50,location.location.contains,100
101,base.ancientegypt.tomb.excavated_by,102
103,base.ancientegypt.tomb.excavated_by,104
48,book.book.editions,48
105,people.person.nationality,11
106,language.human_language.countries_spoken_in,11
35,book.author.works_written,107
41,base.biblioness.bibs_topic.is_really,41
29,people.person.profession,40
108,people.person.gender,3
109,people.person.nationality,11
110,location.location.containedby,15
111,medicine.disease.medical_specialties,112
1,medicine.risk_factor.diseases,113
35,book.author.book_editions_published,48
114,people.deceased_person.place_of_burial,8
35,book.author.works_written,115
116,people.person.nationality,41
1,medicine.risk_factor.diseases,117
118,common.topic.notable_types,74
111,medicine.symptom.symptom_of,119
120,freebase.type_profile.strict_included_types,121
29,people.person.profession,122
120,freebase.type_hints.included_types,123
124,common.topic.notable_types,120
20,fictional_universe.ethnicity_in_fiction.characters_of_this_ethnicity,125
8,people.place_of_interment.interred_here,126
127,location.location.containedby,15
128,common.topic.notable_types,120
129,base.ancientegypt.tomb.excavated_by,16
103,base.ancientegypt.tomb.excavated_by,16
103,common.topic.article,130
8,people.place_of_interment.interred_here,131
61,medicine.disease.symptoms,132
8,people.place_of_interment.interred_here,133
97,medicine.icd_9_cm_classification.parent_classification,97
16,common.topic.notable_types,134
1,medicine.risk_factor.diseases,135
81,common.topic.article,136
26,common.topic.article,137
138,influence.influence_node.influenced,35
134,type.type.expected_by,139
35,book.author.works_written,140
34,people.cause_of_death.parent_cause_of_death,34
