src,edge_attr,dst
0,base.gender.personal_gender_identity.gender_identity,1
2,location.country.first_level_divisions,3
4,government.governmental_jurisdiction.governing_officials,5
4,government.governmental_jurisdiction.government_positions,6
4,location.statistical_region.population,7
2,base.locations.countries.states_provinces_within,8
9,base.aareas.schema.administrative_area.administrative_parent,2
2,location.location.time_zones,10
11,fictional_universe.ethnicity_in_fiction.characters_of_this_ethnicity,12
1,medicine.risk_factor.diseases,13
14,people.marriage.type_of_union,15
8,base.locations.states_and_provences.country,2
16,common.topic.image,17
2,base.aareas.schema.administrative_area.administrative_children,18
2,location.country.administrative_divisions,19
1,medicine.risk_factor.diseases,20
4,location.location.people_born_here,21
2,location.country.first_level_divisions,22
2,location.country.administrative_divisions,3
22,location.administrative_division.first_level_division_of,2
1,medicine.risk_factor.diseases,23
24,medicine.disease.parent_disease,25
1,medicine.risk_factor.diseases,26
27,location.administrative_division.first_level_division_of,2
28,sports.sports_team_roster.position,29
4,location.location.people_born_here,30
2,base.biblioness.bibs_topic.subsumes,2
2,base.aareas.schema.administrative_area.administrative_children,31
32,base.aareas.schema.administrative_area.administrative_children,2
33,base.biblioness.bibs_location.country,2
34,common.topic.notable_types,35
36,medicine.disease.risk_factors,1
37,base.aareas.schema.administrative_area.administrative_parent,2
9,location.administrative_division.first_level_division_of,2
38,base.biblioness.bibs_location.country,2
39,people.cause_of_death.parent_cause_of_death,25
40,location.location.containedby,2
1,base.gender.gender_identity.people,41
2,location.country.administrative_divisions,42
43,common.image.size,44
1,biology.hybrid_parent_gender.hybrids,45
46,base.biblioness.bibs_location.country,2
47,medicine.disease.symptoms,48
33,location.administrative_division.country,2
49,base.gender.personal_gender_identity.gender_identity,1
50,base.locations.states_and_provences.country,2
51,location.location.containedby,2
2,location.country.administrative_divisions,52
38,location.administrative_division.country,2
29,common.topic.webpage,53
1,common.topic.article,54
11,common.topic.image,55
56,location.location.containedby,2
57,base.aareas.schema.administrative_area.administrative_parent,2
56,base.biblioness.bibs_location.country,2
2,location.country.first_level_divisions,46
58,base.schemastaging.athlete_salary.currency,59
2,location.country.administrative_divisions,60
61,people.ethnicity.includes_groups,11
57,base.biblioness.bibs_location.country,2
62,location.administrative_division.first_level_division_of,2
63,location.administrative_division.first_level_division_of,2
64,baseball.batting_statistics.team,65
4,location.statistical_region.population,66
1,medicine.risk_factor.diseases,67
9,base.locations.states_and_provences.country,2
68,people.person.nationality,2
1,biology.hybrid_parent_gender.hybrids,69
70,freebase.type_profile.published,71
2,base.locations.countries.states_provinces_within,31
2,location.country.first_level_divisions,72
73,base.ontologies.ontology_instance_mapping.freebase_topic,74
4,location.location.people_born_here,75
