src,edge_attr,dst
0,type.type.expected_by,1
2,medicine.disease.risk_factors,3
4,common.topic.notable_for,5
6,tv.tv_character.appeared_in_tv_episodes,7
8,film.film.language,9
10,book.written_work.school_or_movement,11
12,film.performance.film,13
14,film.performance.character,15
16,freebase.type_hints.included_types,17
18,people.profession.specializations,19
0,base.descriptive_names.names.descriptive_name,20
21,tv.tv_actor.guest_roles,22
3,biology.hybrid_parent_gender.hybrids,23
24,medicine.risk_factor.diseases,25
11,common.topic.webpage,26
0,type.type.expected_by,27
28,film.performance.actor,21
0,common.topic.article,29
30,base.biblioness.bibs_topic.subsumes,30
31,film.film_character.portrayed_in_films,32
33,film.film.starring,34
18,music.special_music_video_performance_type.special_music_video_performances,35
36,base.aareas.schema.administrative_area.administrative_children,30
3,biology.hybrid_parent_gender.hybrids,37
38,film.film.starring,39
40,medicine.disease.risk_factors,3
41,tv.regular_tv_appearance.actor,21
42,film.performance.actor,21
43,tv.tv_guest_role.actor,21
44,freebase.type_profile.published,45
46,medicine.symptom.symptom_of,47
21,film.actor.film,48
18,people.profession.specializations,49
10,book.written_work.original_language,9
50,freebase.valuenotation.has_value,51
52,common.topic.notable_types,53
54,media_common.quotation.subjects,11
55,film.performance.film,56
21,film.actor.film,57
58,book.book_subject.works,59
0,type.type.expected_by,60
61,film.film.country,30
42,film.performance.character,62
18,music.special_music_video_performance_type.special_music_video_performances,63
21,film.actor.film,14
3,medicine.risk_factor.diseases,64
65,music.music_video_performance.special_music_video_performance_type,18
21,tv.tv_actor.guest_roles,66
67,visual_art.art_period_movement.associated_artworks,68
69,common.webpage.in_index,70
40,medicine.disease.includes_diseases,71
21,freebase.valuenotation.is_reviewed,51
18,base.descriptive_names.names.descriptive_name,72
21,tv.tv_actor.guest_roles,73
74,type.property.schema,75
64,medicine.disease_cause.diseases,76
11,common.topic.webpage,77
78,film.film_character.portrayed_in_films,57
79,tv.tv_guest_role.actor,21
18,common.topic.subject_of,80
81,film.film_character.portrayed_in_films,82
3,base.gender.gender_identity.people,83
44,freebase.type_profile.strict_included_types,17
