src,edge_attr,dst
0,people.person.education,1
2,location.administrative_division.second_level_division_of,3
4,location.citytown.postal_codes,5
6,freebase.valuenotation.is_reviewed,7
8,freebase.valuenotation.is_reviewed,7
9,base.descriptive_names.names.descriptive_name,10
11,freebase.valuenotation.has_value,12
13,people.person.profession,14
15,medicine.disease.risk_factors,16
17,medicine.notable_person_with_medical_condition.condition,18
4,location.location.people_born_here,19
20,common.topic.notable_types,21
22,medicine.notable_person_with_medical_condition.condition,18
23,people.person.profession,9
24,common.topic.notable_types,25
26,people.profession.people_with_this_profession,27
28,theater.theater_production_staff_role.people_who_have_had_this_role,29
0,people.person.children,30
13,people.person.profession,31
32,people.marriage.spouse,11
33,people.person.nationality,3
34,freebase.type_hints.included_types,35
36,freebase.valuenotation.is_reviewed,37
38,location.location.containedby,3
39,people.profession.specializations,40
41,freebase.valuenotation.has_value,12
16,biology.hybrid_parent_gender.hybrids,42
9,base.descriptive_names.names.descriptive_name,43
44,people.sibling_relationship.sibling,30
4,location.location.people_born_here,45
28,business.industry.companies,46
0,people.person.places_lived,47
4,film.film_location.featured_in_films,48
4,location.statistical_region.population,49
50,people.person.profession,51
3,base.biblioness.bibs_topic.subsumes,3
28,business.industry.companies,52
53,freebase.valuenotation.is_reviewed,12
28,business.industry.companies,54
55,people.person.gender,56
28,business.industry.companies,57
26,people.profession.people_with_this_profession,58
4,location.location.people_born_here,59
28,book.editor_title.editors,60
61,freebase.valuenotation.is_reviewed,37
39,music.special_music_video_performance_type.special_music_video_performances,62
16,biology.hybrid_parent_gender.hybrids,63
28,film.film_job.films_with_this_crew_job,64
28,media_common.quotation_subject.quotations_about_this_subject,65
66,people.person.profession,51
67,medicine.disease.risk_factors,16
68,film.film_crew_gig.film_crew_role,28
69,people.person.nationality,3
70,base.descriptive_names.names.descriptive_name,71
72,film.film.country,3
28,people.profession.specializations,73
9,people.profession.specializations,74
21,freebase.type_profile.published,75
76,medicine.symptom.symptom_of,77
78,freebase.valuenotation.is_reviewed,79
9,common.topic.subjects,80
23,medicine.notable_person_with_medical_condition.condition,18
28,people.profession.specializations,81
9,base.descriptive_names.names.descriptive_name,82
28,people.profession.specializations,83
84,people.person.parents,85
86,common.topic.notable_types,87
0,film.film.starring,88
39,people.profession.specializations,89
90,common.topic.notable_types,91
92,people.person.profession,39
85,freebase.valuenotation.has_value,93
28,base.descriptive_names.names.descriptive_name,94
30,freebase.valuenotation.has_value,7
18,medicine.disease.notable_people_with_this_condition,95
28,base.descriptive_names.names.descriptive_name,96
4,location.hud_foreclosure_area.total_90_day_vacant_residential_addresses,97
9,people.profession.specializations,98
4,travel.travel_destination.tourist_attractions,99
100,common.webpage.in_index,101
20,freebase.valuenotation.is_reviewed,7
39,music.special_music_video_performance_type.special_music_video_performances,102
103,people.person.profession,39
28,book.editor_title.editors,104
18,medicine.disease.notable_people_with_this_condition,105
70,fictional_universe.character_occupation.characters_with_this_occupation,106
107,base.marchmadness.ncaa_basketball_tournament_stage.tournament,108
109,people.person.profession,39
110,people.person.profession,39
28,business.industry.companies,111
112,common.topic.notable_types,91
28,people.profession.specializations,113
16,medicine.risk_factor.diseases,114
115,freebase.valuenotation.is_reviewed,12
70,people.profession.specializations,116
115,people.person.profession,39
117,freebase.type_hints.included_types,87
28,organization.organization_sector.organizations_in_this_sector,118
119,common.topic.notable_types,91
120,people.person.nationality,3
121,film.personal_film_appearance.type_of_appearance,122
9,base.descriptive_names.names.descriptive_name,123
124,music.music_video_performance.special_music_video_performance_type,39
117,medicine.notable_person_with_medical_condition.condition,18
103,freebase.valuenotation.is_reviewed,79
9,base.descriptive_names.names.descriptive_name,125
28,people.profession.specializations,126
9,base.descriptive_names.names.descriptive_name,127
18,medicine.disease.notable_people_with_this_condition,128
67,medicine.disease.includes_diseases,129
4,location.location.people_born_here,130
21,type.type.expected_by,131
39,base.descriptive_names.names.descriptive_name,132
33,freebase.valuenotation.is_reviewed,12
133,freebase.valuenotation.is_reviewed,37
134,medicine.notable_person_with_medical_condition.condition,18
28,common.topic.subject_of,135
136,award.ranking.item,0
9,people.profession.specializations,137
114,medicine.disease_cause.diseases,138
24,medicine.disease.includes_diseases,139
140,people.person.nationality,3
4,location.location.people_born_here,141
28,projects.project_role.projects,142
143,people.profession.specializations,70
29,theater.theater_production_staff_gig.production_role,28
26,internet.website_category.sites,144
9,base.descriptive_names.names.descriptive_name,145
146,location.location.containedby,4
4,location.location.events,147
9,people.profession.specializations,28
148,common.topic.subjects,9
70,base.descriptive_names.names.descriptive_name,149
4,location.location.contains,150
0,people.person.profession,70
151,people.person.place_of_birth,4
4,location.location.contains,152
39,common.topic.subject_of,153
134,freebase.valuenotation.is_reviewed,7
70,base.descriptive_names.names.descriptive_name,154
4,location.location.events,155
156,people.person.place_of_birth,4
16,base.gender.gender_identity.people,157
9,people.profession.specializations,158
55,freebase.valuenotation.is_reviewed,159
21,freebase.type_profile.strict_included_types,35
95,medicine.notable_person_with_medical_condition.condition,18
160,type.type.properties,161
4,travel.travel_destination.tourist_attractions,162
163,freebase.valuenotation.is_reviewed,79
164,people.profession.specializations,14
69,medicine.notable_person_with_medical_condition.condition,18
143,people.profession.specializations,165
39,base.descriptive_names.names.descriptive_name,166
167,freebase.valuenotation.is_reviewed,79
9,people.profession.specializations,168
39,people.profession.specializations,169
16,biology.hybrid_parent_gender.hybrids,170
9,organization.role.leaders,171
55,freebase.valuenotation.is_reviewed,79
85,people.person.profession,39
39,common.topic.subjects,172
173,people.marriage.spouse,0
21,freebase.type_hints.included_types,35
33,freebase.valuenotation.is_reviewed,79
28,business.industry.companies,174
18,medicine.disease.notable_people_with_this_condition,175
176,location.location.containedby,177
0,medicine.notable_person_with_medical_condition.condition,18
4,location.location.containedby,2
86,freebase.valuenotation.has_value,12
178,freebase.valuenotation.is_reviewed,37
20,people.person.gender,16
159,type.property.schema,160
115,freebase.valuenotation.is_reviewed,37
18,common.topic.webpage,100
39,base.descriptive_names.names.descriptive_name,179
4,location.location.people_born_here,180
181,freebase.valuenotation.is_reviewed,12
50,medicine.notable_person_with_medical_condition.condition,18
3,base.biblioness.bibs_topic.is_really,3
167,freebase.valuenotation.is_reviewed,37
133,medicine.notable_person_with_medical_condition.condition,18
182,base.gender.personal_gender_identity.gender_identity,16
116,people.profession.specialization_of,70
0,common.topic.webpage,183
184,base.marchmadness.ncaa_basketball_tournament.stages,155
4,location.location.events,185
9,people.profession.specializations,186
4,location.statistical_region.population,187
28,media_common.quotation_subject.quotations_about_this_subject,188
28,base.descriptive_names.names.descriptive_name,189
28,people.profession.specializations,190
191,film.performance.actor,0
108,base.marchmadness.ncaa_basketball_tournament.stages,107
192,freebase.valuenotation.is_reviewed,79
193,common.webpage.in_index,194
4,film.film_location.featured_in_films,195
90,people.profession.specialization_of,39
103,people.person.nationality,3
18,medicine.disease.notable_people_with_this_condition,196
28,people.profession.specializations,197
16,base.prison.prison_type.prisons_of_this_type,198
16,medicine.risk_factor.diseases,199
9,base.descriptive_names.names.descriptive_name,200
4,location.hud_foreclosure_area.estimated_number_foreclosures,201
109,freebase.valuenotation.is_reviewed,79
202,freebase.valuenotation.is_reviewed,161
160,freebase.type_profile.strict_included_types,203
16,medicine.risk_factor.diseases,204
70,fictional_universe.character_occupation.characters_with_this_occupation,205
160,freebase.type_hints.included_types,87
206,people.person.gender,56
207,base.marchmadness.ncaa_basketball_tournament.stages,208
16,medicine.risk_factor.diseases,209
7,type.property.expected_type,210
53,freebase.valuenotation.is_reviewed,7
9,base.firsts.achievement.firsts,211
18,medicine.disease.notable_people_with_this_condition,212
70,base.descriptive_names.names.descriptive_name,213
133,freebase.valuenotation.is_reviewed,79
28,business.industry.companies,214
4,location.statistical_region.population,215
216,people.person.gender,56
28,people.profession.specializations,217
6,people.person.nationality,3
9,base.descriptive_names.names.descriptive_name,218
219,base.marchmadness.ncaa_basketball_tournament.stages,220
153,people.person.nationality,3
221,people.profession.specialization_of,222
70,people.profession.specialization_of,143
39,music.special_music_video_performance_type.special_music_video_performances,223
13,freebase.valuenotation.is_reviewed,37
9,people.profession.specializations,224
76,medicine.disease.causes,225
16,common.topic.article,226
85,freebase.valuenotation.has_value,12
227,freebase.valuenotation.is_reviewed,7
228,base.gender.personal_gender_identity.gender_identity,16
4,location.location.events,229
230,base.animalnames.animal_specific_name_relationship.gender,16
9,base.descriptive_names.names.descriptive_name,231
18,medicine.disease.symptoms,232
233,film.film_crew_gig.film_crew_role,28
234,base.firsts.first_achievement.category,16
16,base.prison.prison_type.prisons_of_this_type,235
4,location.location.people_born_here,236
4,location.location.events,237
28,business.product_line.brand,238
18,medicine.disease.notable_people_with_this_condition,115
156,people.person.nationality,3
4,location.location.people_born_here,239
50,people.person.profession,39
39,base.descriptive_names.names.descriptive_name,240
241,people.person.place_of_birth,4
159,rdf-schema#range,34
28,people.profession.specializations,242
178,freebase.valuenotation.is_reviewed,93
207,base.marchmadness.ncaa_basketball_tournament.stages,243
0,people.person.children,41
28,business.industry.companies,244
39,base.descriptive_names.names.descriptive_name,245
246,people.person.parents,247
26,people.profession.people_with_this_profession,248
249,freebase.valuenotation.is_reviewed,37
39,people.profession.specializations,250
28,film.film_job.films_with_this_crew_job,251
9,base.schemastaging.context_name.pronunciation,252
50,people.person.profession,116
9,base.descriptive_names.names.descriptive_name,253
254,freebase.valuenotation.has_value,93
159,rdf-schema#domain,160
16,medicine.risk_factor.diseases,255
28,common.topic.subject_of,256
254,people.person.children,257
246,freebase.valuenotation.has_value,7
66,freebase.valuenotation.is_reviewed,37
39,base.descriptive_names.names.descriptive_name,258
9,people.profession.specializations,259
21,type.type.properties,260
254,people.person.children,261
16,medicine.risk_factor.diseases,262
263,business.trade_union.professions_represented,39
16,medicine.risk_factor.diseases,67
26,people.profession.people_with_this_profession,264
193,common.webpage.topic,0
265,medicine.notable_person_with_medical_condition.condition,18
30,people.person.parents,0
266,time.event.locations,4
267,sports.sports_team.gender,16
4,location.location.events,268
16,common.topic.image,269
28,business.industry.companies,270
18,medicine.disease.notable_people_with_this_condition,271
1,education.education.student,0
9,common.topic.subject_of,80
16,common.topic.notable_types,272
177,base.biblioness.bibs_location.country,3
273,people.person.parents,105
4,location.statistical_region.population,274
87,type.type.properties,93
18,medicine.disease.notable_people_with_this_condition,6
87,type.type.properties,79
92,medicine.notable_person_with_medical_condition.condition,18
4,travel.travel_destination.tourist_attractions,275
216,people.person.place_of_birth,4
16,medicine.risk_factor.diseases,276
2,location.location.contains,277
16,medicine.risk_factor.diseases,278
181,freebase.valuenotation.is_reviewed,37
9,base.descriptive_names.names.descriptive_name,279
280,education.educational_institution_campus.educational_institution,280
9,base.descriptive_names.names.descriptive_name,281
100,common.webpage.topic,18
246,freebase.valuenotation.has_value,37
0,people.person.spouse_s,32
16,common.topic.subjects,282
117,people.person.profession,9
70,people.profession.specializations,283
4,common.topic.article,284
222,common.topic.notable_types,91
285,people.profession.specialization_of,39
286,freebase.valuenotation.is_reviewed,37
287,people.person.spouse_s,173
288,education.educational_institution.subsidiary_or_constituent_schools,289
290,medicine.notable_person_with_medical_condition.condition,18
167,medicine.notable_person_with_medical_condition.condition,18
4,location.location.contains,291
9,base.descriptive_names.names.descriptive_name,292
9,base.descriptive_names.names.descriptive_name,293
39,common.topic.image,294
295,base.marchmadness.ncaa_basketball_tournament.stages,147
9,people.profession.specializations,296
297,biology.hybrid_parentage.parent_sex,16
298,freebase.type_profile.strict_included_types,299
300,freebase.valuenotation.is_reviewed,12
28,people.profession.specializations,301
161,rdf-schema#range,302
4,location.location.people_born_here,303
107,time.event.locations,4
103,common.topic.notable_types,21
70,people.profession.specializations,304
4,location.location.people_born_here,305
306,award.ranked_list.ranked_list_items,136
0,film.film.starring,191
307,people.person.parents,308
28,base.descriptive_names.names.descriptive_name,309
16,medicine.risk_factor.diseases,310
41,people.person.parents,86
26,people.profession.people_with_this_profession,311
39,base.skosbase.vocabulary_equivalent_topic.equivalent_concept,312
4,location.location.geolocation,313
9,people.profession.specializations,314
315,people.person.profession,316
0,common.topic.notable_types,317
92,people.person.gender,56
21,base.descriptive_names.names.descriptive_name,318
28,business.industry.companies,319
4,location.location.contains,320
321,common.resource.annotations,183
9,people.profession.specializations,322
70,base.descriptive_names.names.descriptive_name,323
26,people.profession.people_with_this_profession,324
16,base.prison.prison_type.prisons_of_this_type,325
134,people.person.profession,70
4,location.location.events,243
4,location.statistical_region.population,326
4,location.location.events,327
328,freebase.valuenotation.is_reviewed,12
24,medicine.disease.includes_diseases,329
28,business.industry.companies,330
39,base.descriptive_names.names.descriptive_name,331
332,tv.tv_program.regular_cast,333
16,medicine.risk_factor.diseases,334
167,freebase.valuenotation.is_reviewed,93
286,people.person.place_of_birth,4
4,location.location.events,335
4,location.location.events,336
337,location.location.containedby,4
175,people.person.gender,16
338,common.topic.subjects,339
60,book.editorial_tenure.title,28
28,business.industry.companies,340
4,location.statistical_region.population,341
26,people.profession.people_with_this_profession,342
28,base.descriptive_names.names.descriptive_name,343
344,people.person.nationality,3
9,people.profession.specializations,345
0,people.person.place_of_birth,4
346,people.marriage.spouse,0
16,base.firsts.first_achievement_category.firsts,347
227,freebase.valuenotation.is_reviewed,93
4,location.location.people_born_here,348
175,common.topic.notable_types,21
28,base.descriptive_names.names.descriptive_name,349
28,business.industry.companies,350
9,base.descriptive_names.names.descriptive_name,351
9,base.descriptive_names.names.descriptive_name,352
353,biology.hybrid_parentage.parent_sex,16
254,people.person.place_of_birth,354
3,location.country.first_level_divisions,177
221,base.descriptive_names.names.descriptive_name,355
16,medicine.risk_factor.diseases,76
4,location.location.time_zones,356
51,base.lightweight.profession.similar_professions,39
357,people.sibling_relationship.sibling,246
18,medicine.disease.notable_people_with_this_condition,358
28,film.film_job.films_with_this_crew_job,359
360,people.person.profession,39
78,freebase.valuenotation.is_reviewed,7
361,common.webpage.topic,70
18,medicine.disease.notable_people_with_this_condition,265
39,base.descriptive_names.names.descriptive_name,362
70,base.descriptive_names.names.descriptive_name,363
18,medicine.disease.symptoms,364
70,base.descriptive_names.names.descriptive_name,365
92,freebase.valuenotation.is_reviewed,12
121,film.personal_film_appearance.person,0
4,location.statistical_region.population,366
28,business.industry.companies,367
178,people.person.nationality,3
307,freebase.valuenotation.is_reviewed,79
254,people.person.gender,56
368,music.music_video_performance.special_music_video_performance_type,39
369,people.profession.specialization_of,9
3,location.location.time_zones,356
370,base.gender.personal_gender_identity.gender_identity,16
9,people.profession.specializations,371
28,organization.organization_sector.organizations_in_this_sector,372
86,freebase.valuenotation.has_value,7
39,base.descriptive_names.names.descriptive_name,373
165,common.topic.subjects,374
6,medicine.notable_person_with_medical_condition.condition,18
211,base.firsts.first_achievement.achievement,9
11,freebase.valuenotation.has_value,93
286,freebase.valuenotation.is_reviewed,7
375,common.webpage.in_index,101
16,base.gender.gender_identity.people,376
357,people.sibling_relationship.sibling,0
28,book.editor_title.editors,377
122,music.special_music_video_performance_type.special_music_video_performances,378
379,organization.organization.geographic_scope,3
346,people.marriage.spouse,86
4,location.hud_foreclosure_area.total_residential_addresses,380
229,time.event.locations,4
4,location.location.people_born_here,381
192,freebase.valuenotation.is_reviewed,12
16,medicine.risk_factor.diseases,382
332,tv.tv_program.country_of_origin,3
21,base.descriptive_names.names.descriptive_name,383
384,people.person.gender,56
39,base.descriptive_names.names.descriptive_name,385
87,freebase.type_profile.strict_included_types,203
28,business.industry.companies,386
9,base.descriptive_names.names.descriptive_name,387
254,people.person.spouse_s,388
257,people.person.gender,56
389,common.webpage.topic,4
9,base.descriptive_names.names.descriptive_name,390
4,location.location.people_born_here,241
9,people.profession.specializations,391
4,common.topic.webpage,389
8,freebase.valuenotation.is_reviewed,93
4,location.location.contains,392
28,business.industry.companies,393
280,location.location.containedby,177
394,freebase.valuenotation.is_reviewed,7
4,location.citytown.postal_codes,395
272,freebase.type_profile.strict_included_types,35
246,freebase.valuenotation.has_value,12
221,fictional_universe.character_occupation.characters_with_this_occupation,396
9,base.descriptive_names.names.descriptive_name,397
39,people.profession.specializations,398
16,base.animalnames.animal_gender.animal_names,399
18,medicine.disease.notable_people_with_this_condition,13
79,type.property.schema,87
175,freebase.valuenotation.is_reviewed,93
16,base.firsts.first_achievement_category.firsts,234
4,location.location.people_born_here,400
39,music.special_music_video_performance_type.special_music_video_performances,401
9,base.descriptive_names.names.descriptive_name,402
66,freebase.valuenotation.is_reviewed,12
9,projects.project_role.projects,403
39,base.descriptive_names.names.descriptive_name,404
405,common.resource.annotations,406
70,base.descriptive_names.names.descriptive_name,407
70,base.descriptive_names.names.descriptive_name,408
9,people.profession.specializations,409
4,location.location.events,410
411,location.location.containedby,4
16,biology.hybrid_parent_gender.hybrids,412
280,education.educational_institution.campuses,280
50,people.person.gender,16
333,tv.regular_tv_appearance.series,332
413,common.topic.notable_types,91
28,base.descriptive_names.names.descriptive_name,414
9,people.profession.specializations,415
4,location.statistical_region.population,416
417,fictional_universe.fictional_character.gender,56
2,location.us_county.hud_county_place,4
