src,edge_attr,dst
0,freebase.valuenotation.is_reviewed,1
2,film.film.cinematography,3
4,film.film.edited_by,5
3,award.award_winner.awards_won,6
7,film.film.release_date_s,8
9,film.film.music,10
11,book.book.genre,12
13,film.film.rating,14
15,freebase.valuenotation.is_reviewed,16
17,film.film_location.featured_in_films,7
10,freebase.valuenotation.is_reviewed,18
19,film.film.film_format,20
21,media_common.media_genre.parent_genre,22
23,film.film_regional_release_date.film,24
25,award.award_nomination.award_nominee,26
24,film.film.release_date_s,23
27,medicine.disease.risk_factors,28
29,people.person.gender,30
31,common.webpage.topic,32
33,freebase.valuenotation.is_reviewed,18
34,people.person.profession,35
36,fictional_universe.fictional_setting.works_set_here,36
37,freebase.valuenotation.is_reviewed,18
38,film.film.produced_by,39
40,common.webpage.topic,41
42,people.person.gender,30
43,fictional_universe.fictional_character.ethnicity,44
45,location.location.contains,46
3,freebase.valuenotation.is_reviewed,1
47,fictional_universe.fictional_character.powers_or_abilities,48
41,film.film.other_crew,49
50,film.personal_film_appearance.film,51
52,people.person.profession,53
54,common.topic.article,55
56,book.book.characters,57
58,film.film.country,59
60,book.book.characters,61
62,film.film.distributors,63
64,award.award_nomination.nominated_for,65
66,freebase.valuenotation.is_reviewed,1
67,film.film.sequel,4
4,film.film.starring,68
69,freebase.valuenotation.is_reviewed,18
70,people.place_lived.person,3
71,freebase.valuenotation.is_reviewed,72
73,freebase.valuenotation.is_reviewed,74
75,film.personal_film_appearance.film,76
77,film.film.runtime,78
79,freebase.valuenotation.is_reviewed,80
81,award.award_nomination.ceremony,82
67,award.award_nominated_work.award_nominations,83
84,film.film.personal_appearances,85
86,film.film.soundtrack,86
87,people.person.nationality,59
88,organization.organization.child,89
90,film.film.genre,91
92,people.person.profession,93
39,film.producer.films_executive_produced,94
95,freebase.valuenotation.has_no_value,96
97,film.film.soundtrack,98
99,film.film_regional_release_date.film_release_region,100
101,freebase.valuenotation.is_reviewed,74
102,people.person.languages,103
104,film.film_series.films_in_series,41
105,film.performance.film,24
106,film.film.genre,107
108,award.award_honor.honored_for,41
3,base.schemastaging.person_extra.net_worth,109
86,film.film.estimated_budget,110
111,people.profession.specialization_of,93
