src,edge_attr,dst
0,base.dinosaur.dinosaur.area_s_of_occurrence,1
2,language.language_family.sub_families,3
4,biology.breed_origin.breeds_originating_here,5
4,location.location.partially_contains,6
7,meteorology.tropical_cyclone.affected_areas,4
8,food.beer.from_region,4
1,base.locations.continents.countries_within,9
4,location.location.partiallycontains,10
11,language.human_language.countries_spoken_in,12
13,geography.river.basin_countries,12
14,common.topic.notable_types,15
16,government.governmental_body.jurisdiction,4
4,location.statistical_region.official_development_assistance,17
4,location.statistical_region.gdp_nominal_per_capita,18
4,location.statistical_region.external_debt_stock,19
20,base.aareas.schema.administrative_area.administrative_parent,4
21,travel.tour_operator.travel_destinations,22
23,location.location.containedby,1
4,location.statistical_region.internet_users_percent_population,24
25,biology.animal_breed.place_of_origin,4
26,organization.organization.geographic_scope,4
27,location.administrative_division.country,4
28,base.aareas.schema.administrative_area.administrative_parent,4
29,location.location.partially_containedby,1
4,location.location.partially_contains,30
31,base.locations.countries.continent,1
32,location.partial_containment_relationship.partially_contained_by,4
22,location.location.partially_contains,33
34,time.time_zone.locations_in_this_time_zone,1
35,base.aareas.schema.administrative_area_type.subdivides_type,36
1,location.location.partially_contains,37
4,location.statistical_region.military_expenditure_percent_gdp,38
4,location.statistical_region.deposit_interest_rate,39
15,type.type.expected_by,40
4,location.statistical_region.energy_use_per_capita,41
42,common.topic.notable_types,43
44,location.location.partially_containedby,1
45,freebase.type_hints.included_types,46
47,language.human_language.countries_spoken_in,48
1,location.location.partiallycontains,49
50,geography.mountain_range.mountains,51
52,location.country.form_of_government,53
4,location.statistical_region.foreign_direct_investment_net_inflows,54
55,freebase.type_hints.included_types,46
56,language.language_family.languages,57
58,sports.sports_team.location,4
59,location.partial_containment_relationship.partially_contained_by,4
15,type.type.expected_by,40
60,common.topic.notable_types,43
61,location.partial_containment_relationship.partially_contained_by,1
4,location.location.partially_contains,62
4,location.statistical_region.market_cap_of_listed_companies_as_percent_of_gdp,63
4,location.statistical_region.debt_service_as_percent_of_trade_volume,64
65,base.schemastaging.disputed_location.claimed_by,66
67,travel.travel_destination.tour_operators,21
68,location.location.containedby,69
70,meteorology.tropical_cyclone.affected_areas,37
4,location.location.partially_contains,71
1,location.location.partially_contains,72
73,base.aareas.schema.administrative_area.administrative_parent,4
74,location.imports_and_exports.exported_to,4
75,rdf-schema#range,15
76,location.location.containedby,1
37,meteorology.cyclone_affected_area.cyclones,77
4,location.statistical_region.electricity_consumption_per_capita,78
12,travel.travel_destination.tour_operators,21
1,base.locations.continents.countries_within,67
79,base.aareas.schema.administrative_area.administrative_parent,80
4,location.statistical_region.gni_in_ppp_dollars,81
82,base.aareas.schema.administrative_area_type.pertains_to,4
12,base.schemastaging.disputed_location_claimant.disputed_territories,83
84,base.aareas.schema.administrative_area.administrative_parent,80
51,location.location.containedby,85
4,location.statistical_region.agriculture_as_percent_of_gdp,86
87,base.locations.countries.continent,1
88,common.topic.notable_types,15
89,meteorology.cyclone_affected_area.cyclones,90
91,common.topic.article,92
1,location.location.partiallycontains,93
83,geography.mountain.mountain_range,85
94,location.partial_containment_relationship.partially_contained_by,1
4,location.statistical_region.agriculture_as_percent_of_gdp,95
96,meteorology.tropical_cyclone.affected_areas,97
98,meteorology.cyclone_affected_area.cyclones,77
4,government.governmental_jurisdiction.governing_officials,99
4,location.statistical_region.gdp_nominal_per_capita,100
1,base.locations.continents.countries_within,48
101,location.partial_containment_relationship.partially_contained_by,1
102,location.location.partially_containedby,1
66,base.schemastaging.disputed_location_claimant.disputed_territories,30
103,location.partial_containment_relationship.partially_contained_by,4
15,type.type.expected_by,40
56,language.language_family.languages,104
1,location.location.partially_contains,105
4,biology.breed_origin.breeds_originating_here,106
4,location.location.partially_contains,65
4,location.statistical_region.co2_emissions_per_capita,107
108,base.aareas.schema.administrative_area.administrative_area_type,109
110,location.location.partially_containedby,4
4,location.statistical_region.energy_use_per_capita,111
15,type.type.expected_by,75
1,base.locations.continents.countries_within,112
4,periodicals.newspaper_circulation_area.newspapers,113
114,sports.competitor_competition_relationship.country,4
4,location.statistical_region.deposit_interest_rate,115
4,location.statistical_region.debt_service_as_percent_of_trade_volume,116
56,base.rosetta.languoid.languoid_class,117
4,location.statistical_region.consumer_price_index,118
119,film.film.language,120
121,location.location.containedby,4
122,base.uncommon.exception.involves,4
123,base.schemastaging.context_name.pronunciation,124
125,location.location.partially_containedby,121
126,freebase.type_hints.included_types,46
56,base.rosetta.languoid.child,127
97,meteorology.cyclone_affected_area.cyclones,70
1,base.locations.continents.countries_within,128
129,location.location.time_zones,130
131,meteorology.tropical_cyclone.affected_areas,52
4,location.statistical_region.debt_service_as_percent_of_trade_volume,132
4,base.aareas.schema.administrative_area.administrative_children,133
37,location.location.partially_contains,134
135,sports.sports_team.location,4
4,location.statistical_region.internet_users_percent_population,136
4,location.statistical_region.energy_use_per_capita,137
131,meteorology.tropical_cyclone.affected_areas,89
4,base.aareas.schema.administrative_area.pertinent_type,138
4,location.statistical_region.co2_emissions_per_capita,139
4,government.governmental_jurisdiction.agencies,140
141,location.location.partially_containedby,4
142,book.newspaper.circulation_areas,1
35,base.aareas.schema.administrative_area_type.iso_country,4
143,location.location.partially_contained_by,144
145,location.adjoining_relationship.adjoins,146
147,common.topic.notable_types,148
146,common.topic.notable_types,148
133,common.topic.notable_types,148
12,location.location.adjoin_s,149
4,location.statistical_region.military_expenditure_percent_gdp,150
68,location.location.containedby,1
151,organization.organization.geographic_scope,147
4,location.statistical_region.gross_savings_as_percent_of_gdp,152
56,language.language_family.languages,153
4,location.statistical_region.merchandise_trade_percent_of_gdp,154
155,location.partial_containment_relationship.partially_contained_by,4
156,location.location.partially_contained_by,157
4,location.statistical_region.places_imported_from,158
159,base.rosetta.local_name.languoid,123
4,location.statistical_region.trade_balance_as_percent_of_gdp,160
161,base.biblioness.bibs_topic.subsumes,161
162,royalty.system_title_relationship.system,4
4,location.statistical_region.agriculture_as_percent_of_gdp,163
164,base.aareas.schema.administrative_area.administrative_parent,4
165,language.human_language.language_family,2
83,location.location.partially_containedby,4
1,base.ontologies.ontology_instance.equivalent_instances,166
167,time.time_zone.locations_in_this_time_zone,168
43,freebase.type_hints.included_types,46
169,location.partial_containment_relationship.partially_contains,170
97,travel.travel_destination.tour_operators,21
4,location.statistical_region.trade_balance_as_percent_of_gdp,171
36,base.aareas.schema.administrative_area_type.sovereignty,4
172,location.country.languages_spoken,173
174,organization.organization.founders,175
15,common.topic.article,176
177,location.location.primarily_containedby,4
1,location.location.partiallycontains,169
178,base.aareas.schema.administrative_area.administrative_parent,4
179,geography.river.mouth,180
4,location.statistical_region.gni_in_ppp_dollars,181
182,location.location.partially_contained_by,183
184,olympics.olympic_games.participating_countries,147
3,language.language_family.languages,185
186,location.adjoining_relationship.adjoins,175
187,location.location.containedby,1
188,sports.sports_team.location,4
4,government.governmental_jurisdiction.agencies,189
89,meteorology.cyclone_affected_area.cyclones,131
190,time.event.locations,161
191,freebase.valuenotation.is_reviewed,192
193,language.language_family.languages,11
4,government.governmental_jurisdiction.agencies,194
195,business.business_operation.industry,1
1,organization.organization_scope.organizations_with_this_scope,196
76,location.location.containedby,69
67,location.location.partially_contains,33
197,meteorology.cyclone_affected_area.cyclones,198
4,location.statistical_region.places_imported_from,74
199,freebase.valuenotation.is_reviewed,200
180,location.location.partially_containedby,201
202,location.partial_containment_relationship.partially_contained_by,4
203,base.aareas.schema.administrative_area.administrative_parent,80
21,travel.tour_operator.travel_destinations,12
52,meteorology.cyclone_affected_area.cyclones,96
60,language.language_writing_system.languages,204
4,meteorology.cyclone_affected_area.cyclones,198
4,government.governmental_jurisdiction.agencies,205
4,location.statistical_region.diesel_price_liter,206
1,location.location.partiallycontains,207
104,language.human_language.main_country,22
2,language.language_family.sub_families,208
209,language.human_language.main_country,12
4,location.location.partially_contains,210
211,book.periodical.language,173
4,location.statistical_region.places_exported_to,212
4,government.governmental_jurisdiction.agencies,213
214,time.time_zone.locations_in_this_time_zone,37
215,time.time_zone.locations_in_this_time_zone,216
217,location.partial_containment_relationship.partially_contained_by,4
218,sports.competitor_country_relationship.country,4
219,time.event.locations,69
220,freebase.type_hints.included_types,46
184,olympics.olympic_games.participating_countries,221
4,base.aareas.schema.administrative_area.administrative_children,222
4,organization.organization_scope.organizations_with_this_scope,223
224,geography.river.basin_countries,4
4,location.statistical_region.energy_use_per_capita,225
226,location.location.containedby,85
227,location.partial_containment_relationship.partially_contains,228
4,location.statistical_region.cpi_inflation_rate,229
4,location.statistical_region.electricity_consumption_per_capita,230
97,meteorology.cyclone_affected_area.cyclones,231
232,common.webpage.topic,4
4,location.statistical_region.merchandise_trade_percent_of_gdp,233
50,geography.mountain_range.mountains,234
4,location.location.partially_contains,235
236,language.human_language.language_family,56
237,sports.sports_team.location,4
123,language.human_language.language_family,193
235,location.location.containedby,50
12,location.location.partially_contains,238
6,geography.mountain.mountain_range,50
4,location.statistical_region.consumer_price_index,239
147,base.locations.countries.continent,1
4,location.statistical_region.gender_balance_members_of_parliament,240
129,location.country.official_language,173
241,location.partial_containment_relationship.partially_contains,242
