src,edge_attr,dst
0,award.award_nomination.award_nominee,1
2,film.film_character.portrayed_in_films,3
4,common.topic.notable_types,5
6,location.location.people_born_here,7
8,tv.tv_writer.tv_programs,9
10,tv.regular_tv_appearance.actor,11
12,tv.tv_series_season.episodes,13
14,film.performance.actor,1
15,award.award_honor.ceremony,16
17,cvg.computer_videogame.publisher,18
19,award.award_winner.awards_won,20
21,tv.tv_writer.episodes_written,22
23,tv.regular_tv_appearance.seasons,24
25,music.track_contribution.track,26
27,tv.regular_tv_appearance.special_performance_type,28
29,film.performance.film,30
15,freebase.valuenotation.is_reviewed,31
32,common.image.size,33
34,tv.tv_writer.episodes_written,35
36,tv.tv_program_writer_relationship.writer,37
38,music.track_contribution.track,39
23,tv.regular_tv_appearance.special_performance_type,28
40,film.film.language,41
42,people.person.profession,43
44,common.topic.notable_types,45
1,tv.tv_actor.starring_roles,46
47,people.person.gender,48
1,people.person.parents,49
50,award.award_honor.award,51
52,music.track_contribution.contributor,1
53,common.webpage.topic,54
55,people.profession.specializations,56
57,tv.tv_writer.episodes_written,58
59,tv.tv_series_season.episodes,60
61,common.topic.image,62
1,film.director.film,63
64,tv.tv_series_season.regular_cast,65
66,tv.regular_tv_appearance.character,67
68,tv.tv_writer.episodes_written,69
70,film.film.language,71
64,tv.tv_series_season.regular_cast,72
73,freebase.valuenotation.is_reviewed,74
75,people.person.languages,71
76,music.recording.artist,1
77,award.award_honor.ceremony,78
79,tv.tv_writer.episodes_written,80
81,tv.tv_character.appeared_in_tv_program,82
83,film.personal_film_appearance.film,84
85,freebase.valuenotation.is_reviewed,86
87,tv.tv_writer.episodes_written,88
89,media_common.netflix_title.netflix_genres,90
91,tv.tv_writer.episodes_written,80
92,freebase.valuenotation.is_reviewed,93
94,award.award_honor.award_winner,95
96,tv.tv_series_season.episodes,97
98,award.award_honor.award_winner,99
100,tv.tv_series_season.episodes,101
102,tv.tv_writer.episodes_written,103
104,tv.tv_writer.episodes_written,105
106,tv.tv_series_season.regular_cast,10
107,award.award_winner.awards_won,108
109,base.biblioness.bibs_topic.subsumes,109
110,fictional_universe.fictional_character.based_on,110
111,tv.tv_guest_role.episodes_appeared_in,112
61,tv.tv_program.regular_cast,113
114,freebase.valuenotation.is_reviewed,74
115,tv.tv_writer.episodes_written,116
61,tv.tv_program.tv_producer,117
118,people.person.nationality,119
68,award.award_winner.awards_won,120
121,tv.tv_series_season.series,61
122,base.rosetta.languoid.languoid_class,123
124,award.award_honor.award_winner,21
125,people.person.religion,126
127,tv.tv_program.country_of_origin,119
128,tv.regular_tv_appearance.character,129
61,award.award_winning_work.awards_won,130
50,award.award_honor.honored_for,61
64,tv.tv_series_season.regular_cast,128
64,tv.tv_series_season.regular_cast,131
87,tv.tv_writer.episodes_written,132
133,music.album.genre,134
96,common.topic.notable_types,5
135,tv.tv_series_season.regular_cast,65
136,people.person.ethnicity,137
1,award.award_nominee.award_nominations,138
139,tv.tv_producer_term.producer,140
141,language.human_language.writing_system,142
143,award.award_honor.award_winner,144
47,award.award_winner.awards_won,145
146,people.ethnicity.languages_spoken,147
148,tv.tv_producer.programs_produced,149
150,people.person.profession,55
151,tv.tv_series_season.series,61
152,tv.tv_series_season.episodes,153
154,freebase.valuenotation.is_reviewed,155
156,common.topic.notable_types,5
6,location.location.people_born_here,157
61,tv.tv_program.recurring_writers,158
106,tv.tv_series_season.episodes,159
160,common.topic.notable_types,161
162,award.award_honor.award_winner,163
150,common.topic.notable_types,164
137,people.ethnicity.languages_spoken,165
166,freebase.valuenotation.has_value,74
167,freebase.valuenotation.has_value,93
11,freebase.valuenotation.is_reviewed,86
102,film.writer.film,30
91,award.award_winner.awards_won,20
154,tv.tv_writer.tv_programs,168
169,tv.tv_guest_role.actor,1
100,tv.tv_series_season.episodes,170
171,common.topic.notable_types,45
172,freebase.valuenotation.has_value,74
173,film.performance.character,174
175,tv.tv_producer_term.program,61
176,common.topic.notable_types,45
177,freebase.valuenotation.is_reviewed,74
178,award.award_category.winners,179
180,tv.tv_program_writer_relationship.tv_program,61
181,tv.tv_director.episodes_directed,182
158,tv.tv_program_writer_relationship.writer,183
184,tv.tv_writer.episodes_written,185
186,people.person.nationality,119
187,music.album.acquire_webpage,188
189,film.film.produced_by,190
191,tv.tv_series_season.episodes,192
193,cvg.game_performance.game,194
61,tv.tv_program.recurring_writers,195
61,tv.tv_program.regular_cast,196
197,tv.regular_tv_appearance.seasons,24
198,freebase.type_profile.strict_included_types,199
200,language.human_language.countries_spoken_in,201
202,award.award_honor.award_winner,203
21,tv.tv_writer.episodes_written,204
205,people.ethnicity.people,206
4,tv.tv_series_season.regular_cast,207
208,people.person.nationality,119
61,fictional_universe.fictional_universe.characters,209
72,tv.regular_tv_appearance.series,61
210,tv.tv_writer.episodes_written,211
104,tv.tv_writer.episodes_written,212
61,tv.tv_program.tv_producer,213
214,music.recording.artist,61
215,tv.tv_writer.episodes_written,216
217,tv.tv_producer_term.program,61
205,people.ethnicity.people,218
219,award.award_category.winners,220
221,tv.tv_program_writer_relationship.writer,115
222,common.topic.notable_types,223
224,people.person.gender,48
225,people.person.nationality,119
226,people.person.nationality,119
227,freebase.valuenotation.has_value,228
229,common.webpage.topic,1
