src,edge_attr,dst
0,film.film.personal_appearances,1
2,tv.tv_guest_role.episodes_appeared_in,3
4,common.topic.webpage,5
6,people.profession.specializations,7
8,medicine.risk_factor.diseases,9
10,common.webpage.topic,4
11,tv.tv_actor.guest_roles,12
6,music.special_music_video_performance_type.special_music_video_performances,13
14,film.film.language,15
4,fictional_universe.character_occupation.characters_with_this_occupation,16
8,base.gender.gender_identity.people,17
18,common.topic.notable_types,19
20,award.award_category.nominees,21
22,medicine.disease.symptoms,23
24,base.gender.personal_gender_identity.gender_identity,8
11,tv.tv_actor.starring_roles,25
6,type.property.expected_type,26
27,people.profession.specializations,28
29,award.award_category.nominees,30
31,award.award_category.nominees,32
33,rdf-schema#range,34
6,base.descriptive_names.names.descriptive_name,35
36,travel.travel_destination.tourist_attractions,37
4,common.topic.webpage,38
14,film.film.starring,39
40,people.profession.specializations,27
41,tv.tv_guest_role.actor,11
42,tv.tv_program.regular_personal_appearances,43
44,tv.tv_program.regular_cast,25
27,base.descriptive_names.names.descriptive_name,45
46,people.person.nationality,47
41,tv.tv_guest_role.episodes_appeared_in,48
6,base.descriptive_names.names.descriptive_name,49
50,tv.tv_program.country_of_origin,47
6,people.profession.specializations,51
52,tv.tv_program.languages,15
6,common.topic.subjects,53
54,location.location.containedby,36
48,common.topic.notable_types,55
14,film.film.country,56
6,base.descriptive_names.names.descriptive_name,57
58,base.biblioness.bibs_topic.is_really,58
59,tv.tv_guest_role.actor,11
60,people.place_lived.person,11
61,common.webpage.topic,4
12,tv.tv_guest_role.episodes_appeared_in,62
18,people.profession.specialization_of,6
63,tv.tv_program.languages,15
64,fictional_universe.fictional_character.occupation,4
4,base.descriptive_names.names.descriptive_name,65
26,base.descriptive_names.names.descriptive_name,66
27,fictional_universe.character_occupation.characters_with_this_occupation,67
27,base.descriptive_names.names.descriptive_name,68
69,common.topic.notable_for,70
71,people.person.nationality,58
72,tv.tv_regular_personal_appearance.person,11
14,award.award_nominated_work.award_nominations,73
74,medicine.icd_9_cm_classification.parent_classification,74
44,tv.tv_program.country_of_origin,47
