src,edge_attr,dst
0,book.written_work.subjects,1
2,people.profession.specialization_of,3
4,location.country.first_level_divisions,5
6,base.schemastaging.context_name.pronunciation,7
4,base.locations.countries.states_provinces_within,8
9,base.aareas.schema.administrative_area.administrative_parent,4
10,medicine.disease.risk_factors,11
12,location.statistical_region.population,13
14,people.sibling_relationship.sibling,15
4,location.location.time_zones,16
17,people.profession.specialization_of,3
18,medicine.risk_factor.diseases,19
8,base.locations.states_and_provences.country,4
20,people.profession.specialization_of,3
21,location.hud_county_place.place,21
22,freebase.type_hints.included_types,23
24,base.bioventurist.bv_medical_condition.therapeutics,25
4,base.aareas.schema.administrative_area.administrative_children,1
15,film.person_or_entity_appearing_in_film.films,26
27,common.topic.notable_types,28
24,book.book_subject.works,29
4,location.country.administrative_divisions,30
31,medicine.symptom.symptom_of,32
4,location.country.first_level_divisions,33
4,location.country.administrative_divisions,5
33,location.administrative_division.first_level_division_of,4
34,medicine.risk_factor.diseases,35
36,medicine.disease.symptoms,37
6,medicine.disease.treatments,38
11,biology.hybrid_parent_gender.hybrids,39
40,people.person.profession,3
41,location.administrative_division.first_level_division_of,4
42,freebase.valuenotation.is_reviewed,43
44,location.location.containedby,12
45,people.profession.specialization_of,3
46,common.webpage.topic,6
24,book.book_subject.works,47
15,freebase.valuenotation.is_reviewed,48
4,base.biblioness.bibs_topic.subsumes,4
4,base.aareas.schema.administrative_area.administrative_children,49
12,location.location.people_born_here,50
12,location.statistical_region.population,51
52,common.webpage.topic,18
42,people.person.gender,11
6,medicine.disease.treatments,53
54,base.aareas.schema.administrative_area.administrative_children,4
45,type.type.expected_by,45
6,common.topic.notable_for,55
11,biology.hybrid_parent_gender.hybrids,56
24,base.bioventurist.bv_medical_condition.therapeutics,57
58,medicine.disease.risk_factors,11
15,common.topic.notable_types,45
18,common.topic.webpage,59
60,people.person.parents,15
61,people.profession.specialization_of,3
62,base.biblioness.bibs_location.country,4
63,medicine.disease.risk_factors,34
