src,edge_attr,dst
0,location.administrative_division.second_level_division_of,1
2,people.person.parents,3
4,geography.river.mouth,5
6,base.aareas.schema.administrative_area.administrative_parent,7
8,people.sibling_relationship.sibling,9
9,book.book_subject.works,10
11,people.deceased_person.place_of_burial,12
13,book.book_subject.works,14
1,meteorology.cyclone_affected_area.cyclones,15
16,people.person.gender,17
18,base.kwebbase.kwsentence.previous_sentence,19
9,people.person.quotations,20
9,book.author.works_written,21
22,book.written_work.author,9
23,base.culturalevent.event.entity_involved,1
24,base.kwebbase.kwsentence.kwtopic,9
25,book.written_work.author,9
26,location.location.people_born_here,27
9,base.kwebbase.kwtopic.has_sentences,28
7,location.location.containedby,29
30,common.webpage.topic,7
31,common.topic.article,32
33,time.event.locations,7
34,film.film.starring,35
36,location.location.partially_containedby,7
37,award.award_nomination.award_nominee,38
39,location.location.containedby,1
9,people.person.quotations,40
7,location.location.partiallycontains,41
42,base.kwebbase.kwsentence.previous_sentence,43
44,base.kwebbase.kwsentence.contains_connections,45
46,film.film.subjects,47
48,people.person.parents,49
9,military.military_commander.military_commands,50
51,location.location.containedby,1
6,common.topic.notable_types,52
53,government.government_position_held.jurisdiction_of_office,1
54,location.neighborhood.neighborhood_of,55
56,common.topic.notable_for,57
58,common.topic.notable_types,59
60,location.administrative_division.second_level_division_of,1
61,base.culturalevent.event.entity_involved,62
7,location.location.partiallycontains,63
9,film.film_subject.films,64
65,meteorology.cyclone_affected_area.cyclones,66
67,location.location.time_zones,56
68,location.administrative_division_capital_relationship.capital,69
70,organization.organization.geographic_scope,71
7,government.political_district.representatives,72
73,time.event.included_in_event,47
74,freebase.type_hints.included_types,75
26,periodicals.newspaper_circulation_area.newspapers,76
77,common.topic.notable_types,52
9,book.author.series_written_or_contributed_to,78
79,location.location_symbol_relationship.administrative_division,7
80,common.topic.notable_types,81
82,location.hud_county_place.place,82
34,film.film.release_date_s,83
7,location.location.adjoin_s,84
85,military.military_conflict.military_personnel_involved,9
7,government.political_district.representatives,86
87,common.topic.notable_types,52
88,base.aareas.schema.administrative_area.administrative_parent,7
89,time.event.locations,7
2,people.deceased_person.cause_of_death,90
91,common.topic.article,92
93,common.topic.notable_types,94
42,base.kwebbase.kwsentence.kwtopic,9
9,book.author.works_written,95
96,base.aareas.schema.administrative_area.administrative_parent,7
97,base.aareas.schema.administrative_area.administrative_parent,7
9,book.author.works_written,98
99,freebase.type_hints.included_types,100
101,location.location.time_zones,56
31,people.person.gender,17
102,media_common.quotation.author,9
7,government.political_district.representatives,103
104,time.event.locations,7
105,media_common.quotation.author,9
106,common.topic.notable_types,107
7,base.aareas.schema.administrative_area.administrative_children,108
96,location.administrative_division.second_level_division_of,1
109,organization.organization_scope.organizations_with_this_scope,110
111,organization.organization.place_founded,7
112,base.kwebbase.kwsentence.next_sentence,113
114,book.book.genre,115
9,people.person.quotations,116
117,travel.travel_destination.tourist_attractions,118
47,visual_art.art_subject.artwork_on_the_subject,119
9,book.author.works_written,120
121,military.military_command.military_commander,9
122,base.wikipedia_infobox.settlement.area_code,123
1,base.biblioness.bibs_topic.subsumes,1
26,location.hud_foreclosure_area.total_90_day_vacant_residential_addresses,124
26,location.location.containedby,125
126,book.newspaper.circulation_areas,117
127,people.person.place_of_birth,26
2,common.topic.article,128
0,location.us_county.county_seat,0
7,base.aareas.schema.administrative_area.administrative_children,129
130,base.culturalevent.event.entity_involved,62
131,location.location.containedby,1
33,base.culturalevent.event.entity_involved,62
132,common.topic.notable_types,52
7,base.aareas.schema.administrative_area.administrative_children,88
64,common.topic.notable_types,133
9,common.topic.image,134
135,education.educational_institution_campus.educational_institution,135
136,base.famouspets.pet_owner.pets_owned,137
138,location.location.containedby,7
139,people.person.gender,140
141,common.topic.notable_types,52
7,location.location.partially_contains,142
9,base.kwebbase.kwtopic.has_sentences,143
7,government.political_district.representatives,144
145,base.kwebbase.kwconnection.sentence,146
7,location.location.partiallycontains,147
148,location.hud_county_place.place,148
9,military.military_commander.military_commands,149
9,people.person.quotations,150
151,award.award_honor.honored_for,34
152,book.author.works_written,12
153,location.location.partially_containedby,7
154,visual_art.artwork.art_subject,9
155,base.famouspets.pet_ownership.owner,9
7,location.location.partiallycontains,156
157,time.event.included_in_event,47
7,location.location.partiallycontains,158
159,common.topic.notable_types,107
160,base.kwebbase.kwsentence.previous_sentence,161
162,freebase.type_profile.strict_included_types,75
7,meteorology.cyclone_affected_area.cyclones,163
164,military.military_service.military_force,165
166,common.topic.notable_types,107
9,film.film_subject.films,167
26,location.us_county.hud_county_place,168
7,location.statistical_region.minimum_wage,169
7,meteorology.cyclone_affected_area.cyclones,170
26,location.statistical_region.population,171
7,government.political_district.representatives,172
173,common.topic.article,174
175,common.webpage.topic,7
7,base.aareas.schema.administrative_area.capital,176
9,book.author.works_written,177
178,base.usnris.nris_listing.significance_level,179
180,meteorology.tropical_cyclone.affected_areas,7
181,location.location.containedby,26
182,people.appointment.appointed_by,9
183,people.deceased_person.place_of_death,184
46,tv.tv_program.languages,185
9,people.person.quotations,186
