src,edge_attr,dst
0,american_football.game_rushing_statistics.game,1
2,american_football.game_rushing_statistics.game,3
4,american_football.football_game.rushing,5
6,american_football.game_rushing_statistics.player,7
8,american_football.football_game.rushing,9
10,sports.sports_league_draft_pick.team,11
12,american_football.football_game.receiving,13
14,american_football.game_receiving_statistics.team,11
15,american_football.game_receiving_statistics.team,11
16,american_football.football_team.home_games,17
18,american_football.game_receiving_statistics.team,19
20,american_football.game_receiving_statistics.game,21
22,american_football.game_rushing_statistics.game,23
24,american_football.game_rushing_statistics.game,25
26,base.fashionmodels.hair_color.fashion_models_with_this_hair_color,27
28,american_football.game_receiving_statistics.team,11
29,american_football.game_receiving_statistics.game,30
31,american_football.game_receiving_statistics.game,32
33,common.topic.notable_for,34
35,music.composition.recordings,36
37,american_football.game_receiving_statistics.game,38
3,american_football.football_game.receiving,39
40,base.ontologies.ontology_instance_mapping.ontology,41
42,american_football.football_game.rushing,43
44,american_football.game_passing_statistics.team,45
46,american_football.game_receiving_statistics.team,47
10,sports.sports_league_draft_pick.school,48
49,sports.defunct_sports_team.sport,50
51,american_football.game_rushing_statistics.team,11
52,american_football.game_receiving_statistics.game,25
53,common.topic.article,54
55,american_football.football_game.receiving,56
57,common.topic.notable_for,58
59,american_football.game_receiving_statistics.team,11
60,american_football.game_rushing_statistics.team,11
61,american_football.football_game.passing,62
63,film.film.music,64
38,american_football.football_game.passing,65
38,american_football.football_game.receiving,66
67,common.webpage.in_index,68
69,american_football.football_game.receiving,70
71,american_football.game_passing_statistics.team,72
73,american_football.game_rushing_statistics.game,21
74,sports.sports_position.sport,50
75,american_football.game_receiving_statistics.team,11
3,american_football.football_game.passing,76
77,common.topic.notable_types,78
79,american_football.game_rushing_statistics.team,11
30,american_football.football_game.passing,80
81,american_football.game_rushing_statistics.team,11
82,american_football.game_receiving_statistics.team,83
23,american_football.football_game.passing,84
26,base.fashionmodels.hair_color.fashion_models_with_this_hair_color,85
4,american_football.football_game.receiving,86
61,american_football.football_game.receiving,87
88,freebase.valuenotation.has_no_value,89
90,american_football.game_receiving_statistics.team,91
12,american_football.football_game.rushing,92
93,american_football.game_receiving_statistics.game,94
95,american_football.game_passing_statistics.team,96
97,american_football.game_receiving_statistics.game,42
98,american_football.game_rushing_statistics.player,7
11,film.film_subject.films,63
17,american_football.football_game.rushing,99
53,common.topic.notable_types,100
101,american_football.football_team.conference,33
102,common.topic.notable_for,103
104,common.topic.notable_types,78
105,american_football.football_game.home_team,11
106,time.event.instance_of_recurring_event,107
108,american_football.game_receiving_statistics.team,11
35,award.award_winning_work.awards_won,109
110,american_football.game_receiving_statistics.game,111
112,american_football.game_receiving_statistics.team,11
113,american_football.game_receiving_statistics.game,17
114,american_football.game_receiving_statistics.game,30
1,american_football.football_game.rushing,115
79,american_football.game_rushing_statistics.game,116
117,american_football.game_receiving_statistics.team,11
118,american_football.football_game.receiving,119
120,american_football.game_rushing_statistics.game,104
121,people.person.nationality,122
11,american_football.football_team.away_games,111
123,american_football.game_rushing_statistics.team,124
122,base.biblioness.bibs_topic.subsumes,122
125,base.descriptive_names.names.descriptive_name,126
55,american_football.football_game.home_team,45
127,american_football.game_rushing_statistics.game,128
129,american_football.game_receiving_statistics.game,21
42,american_football.football_game.receiving,130
11,common.topic.notable_types,125
98,american_football.game_rushing_statistics.game,131
132,people.person.place_of_birth,133
134,american_football.game_receiving_statistics.game,135
69,american_football.football_game.receiving,136
33,american_football.football_conference.teams,137
138,type.type.domain,50
139,common.webpage.in_index,68
35,music.composition.recordings,140
26,base.fashionmodels.hair_color.fashion_models_with_this_hair_color,141
142,american_football.game_receiving_statistics.team,72
