src,edge_attr,dst
0,award.award_honor.honored_for,1
2,award.award_honor.award_winner,3
4,tv.tv_writer.episodes_written,5
6,award.award_winner.awards_won,7
8,tv.tv_producer_term.producer_type,9
10,tv.tv_program.recurring_writers,11
12,common.resource.annotations,13
14,tv.tv_producer_term.producer,15
16,award.award_nomination.nominated_for,1
17,tv.tv_series_season.episodes,18
19,tv.tv_series_season.episodes,20
21,media_common.netflix_genre.titles,22
4,tv.tv_writer.episodes_written,23
24,award.award_honor.award,25
17,tv.tv_series_season.episodes,26
27,people.person.profession,28
29,award.award_nomination.award_nominee,30
31,award.award_nomination.award_nominee,15
32,tv.regular_tv_appearance.series,10
33,award.award_honor.ceremony,34
35,award.award_nomination.award_nominee,36
37,type.type.domain,38
1,tv.tv_program.tv_producer,39
40,tv.tv_producer.programs_produced,41
42,tv.tv_writer.tv_programs,43
44,tv.tv_actor.starring_roles,45
46,tv.tv_series_season.episodes,47
48,award.award_honor.award_winner,49
50,freebase.valuenotation.is_reviewed,51
52,award.award_category.winners,53
15,freebase.valuenotation.is_reviewed,54
55,common.webpage.topic,10
56,award.award_winner.awards_won,57
58,tv.tv_program.genre,59
4,tv.tv_writer.episodes_written,60
61,tv.tv_writer.episodes_written,62
19,common.topic.article,63
64,tv.regular_tv_appearance.series,10
61,tv.tv_writer.episodes_written,65
66,freebase.valuenotation.has_value,67
68,award.award_honor.award_winner,44
69,tv.tv_writer.episodes_written,70
1,award.award_winning_work.awards_won,0
71,award.award_honor.award,72
1,tv.tv_program.recurring_writers,73
74,tv.regular_tv_appearance.actor,75
76,award.award_ceremony.awards_presented,77
69,tv.tv_writer.episodes_written,78
27,award.award_winner.awards_won,79
80,tv.tv_producer_term.program,10
10,tv.tv_program.tv_producer,81
82,base.biblioness.bibs_topic.subsumes,82
83,fictional_universe.fictional_setting.contains,84
85,tv.tv_producer_term.producer_type,86
87,tv.tv_producer_term.producer_type,86
4,tv.tv_writer.episodes_written,88
89,tv.tv_series_season.episodes,90
30,award.award_nominee.award_nominations,35
91,people.person.profession,28
17,tv.tv_series_season.episodes,92
93,award.award_nominee.award_nominations,94
15,common.topic.webpage,95
61,people.person.gender,96
1,common.topic.webpage,97
98,award.award_nomination.award_nominee,15
99,award.award_honor.award,100
3,tv.tv_writer.episodes_written,101
56,award.award_winner.awards_won,102
103,award.award_nomination.award,25
104,media_common.netflix_title.netflix_genres,21
93,tv.tv_producer.programs_produced,105
106,award.award_honor.award,107
108,award.award_nomination.award_nominee,93
36,people.person.profession,109
36,tv.tv_writer.episodes_written,110
111,music.composition.recordings,111
112,award.award_nomination.award,100
113,common.topic.notable_types,114
115,common.topic.notable_types,114
116,media_common.netflix_title.netflix_genres,117
118,award.award_winner.awards_won,119
100,award.award_category.winners,120
121,award.award_honor.ceremony,122
123,award.award_honor.award_winner,124
125,tv.tv_series_season.episodes,126
127,freebase.equivalent_topic.equivalent_domain,38
128,award.award_honor.award_winner,3
15,common.topic.article,129
93,award.award_winner.awards_won,130
131,tv.regular_tv_appearance.series,10
132,people.person.gender,96
4,tv.tv_writer.episodes_written,133
134,award.award_honor.award,135
108,award.award_nomination.award_nominee,136
137,location.location.people_born_here,93
138,award.award_honor.award_winner,139
132,people.person.nationality,82
1,media_common.netflix_title.netflix_genres,140
141,award.award_honor.honored_for,10
142,award.award_honor.award,72
