src,edge_attr,dst
0,common.topic.subject_of,1
2,film.performance.film,3
4,government.government_office_or_title.jurisdiction,5
6,language.language_dialect.language,7
5,periodicals.newspaper_circulation_area.newspapers,8
9,common.topic.notable_for,10
11,people.person.nationality,12
13,organization.organization.geographic_scope,14
15,sports.sports_team.sport,16
17,film.film.written_by,18
19,freebase.valuenotation.has_no_value,20
21,media_common.netflix_title.netflix_genres,22
23,film.performance.film,24
25,people.person.nationality,12
26,film.film.country,27
28,government.politician.government_positions_held,29
30,film.film.film_production_design_by,31
32,book.periodical.first_issue_date,33
34,time.event.instance_of_recurring_event,35
36,film.film.starring,37
19,film.film.produced_by,38
39,common.topic.notable_for,40
41,people.person.place_of_birth,42
43,common.topic.notable_for,44
45,media_common.netflix_title.netflix_genres,46
47,film.film.production_companies,48
49,award.award_nominee.award_nominations,50
51,film.film.genre,52
53,film.film_regional_release_date.film,54
55,media_common.netflix_title.netflix_genres,56
57,common.topic.image,58
59,business.employer.number_of_employees,60
61,film.film.featured_film_locations,5
62,location.location.containedby,12
30,film.film.genre,63
64,common.topic.notable_types,65
66,media_common.netflix_title.netflix_genres,67
68,book.periodical.frequency_or_issues_per_year,69
70,sports.sports_team.arena_stadium,64
71,award.award_nomination.nominated_for,19
72,freebase.valuenotation.is_reviewed,73
74,film.film.rating,75
76,location.location.containedby,42
77,location.administrative_division.second_level_division_of,12
30,film.film.rating,75
47,media_common.netflix_title.netflix_genres,52
78,film.film.language,7
79,film.film_regional_release_date.film_release_region,27
80,film.film.cinematography,81
82,film.film.starring,83
84,freebase.valuenotation.is_reviewed,85
86,people.person.gender,87
88,media_common.netflix_title.netflix_genres,89
90,people.person.gender,87
91,media_common.media_genre.child_genres,92
93,location.location.containedby,77
94,film.film.country,12
95,periodicals.newspaper_circulation_area.newspapers,96
5,film.film_location.featured_in_films,97
17,film.film.music,98
99,film.film.featured_film_locations,5
100,location.location.containedby,101
102,award.award_nomination.nominated_for,103
104,base.biblioness.bibs_topic.subsumes,104
105,film.film.costume_design_by,106
72,film.film.country,27
5,base.aliens.ufo_sighting_location.ufo_sighting_s,107
108,film.film.release_date_s,109
110,exhibitions.exhibition_venue.exhibitions_at_this_venue,111
112,rdf-schema#domain,113
21,film.film.starring,114
47,film.film.rating,115
116,organization.organization_scope.organizations_with_this_scope,13
117,film.film.film_production_design_by,118
119,common.resource.annotations,120
121,travel.tourist_attraction.near_travel_destination,5
105,common.topic.webpage,122
123,film.film_film_distributor_relationship.film,117
124,people.person.gender,87
45,film.film.genre,125
126,film.film.genre,127
128,people.person.children,129
130,government.government_position_held.jurisdiction_of_office,5
131,travel.transport_terminus.travel_destinations_served,132
133,location.location.containedby,12
134,film.film_festival_event.festival,35
135,people.person.gender,87
136,film.film.country,27
110,exhibitions.exhibition_venue.exhibitions_at_this_venue,137
138,time.event.locations,5
139,media_common.netflix_title.netflix_genres,140
141,film.film.genre,63
142,media_common.netflix_title.netflix_genres,46
143,freebase.valuenotation.has_no_value,144
130,government.government_position_held.office_position_or_title,145
146,periodicals.newspaper_circulation_area.newspapers,147
148,media_common.netflix_title.netflix_genres,22
149,common.resource.annotations,150
151,freebase.valuenotation.has_value,152
153,common.topic.image,154
5,government.governmental_jurisdiction.governing_officials,155
156,film.production_company.films,148
157,freebase.valuenotation.is_reviewed,158
159,common.webpage.topic,5
160,location.mailing_address.state_province_region,161
97,film.film.production_companies,162
74,media_common.netflix_title.netflix_genres,46
163,people.person.place_of_birth,101
164,sports.team_venue_relationship.team,165
166,government.governmental_body.members,130
167,people.person.place_of_birth,168
96,book.newspaper.circulation_areas,169
170,award.award_nominated_work.award_nominations,171
99,media_common.netflix_title.netflix_genres,172
5,film.film_location.featured_in_films,141
173,time.event.instance_of_recurring_event,35
82,film.film.genre,174
175,book.newspaper.headquarters,176
5,organization.organization_scope.organizations_with_this_scope,177
36,film.film.distributors,178
179,fictional_universe.ethnicity_in_fiction.characters_of_this_ethnicity,180
181,type.property.schema,113
39,location.location.containedby,5
182,film.performance.film,82
183,common.webpage.topic,184
185,book.periodical.first_issue_date,186
187,media_common.netflix_title.netflix_genres,22
13,organization.organization.geographic_scope,101
188,time.event.instance_of_recurring_event,189
108,film.film.language,140
5,travel.travel_destination.tourist_attractions,190
191,film.film.edited_by,41
192,organization.organization.geographic_scope,193
194,people.person.place_of_birth,5
5,film.film_location.featured_in_films,195
105,film.film.country,12
196,film.film_festival_event.festival,35
197,film.film.featured_film_locations,5
198,film.performance.film,117
199,film.film.cinematography,200
201,aviation.airport.serves,5
3,film.film.starring,202
203,rdf-schema#domain,113
204,time.event.locations,5
151,education.educational_institution.school_type,205
5,film.film_location.featured_in_films,99
161,location.administrative_division.country,12
105,film.film.written_by,206
195,film.film.featured_film_locations,5
207,film.film.language,208
209,film.film_film_distributor_relationship.film,82
41,people.person.gender,87
189,film.film_festival.individual_festivals,210
211,book.newspaper.headquarters,212
213,tv.tv_program.seasons,214
215,business.company_name_change.company,177
216,organization.organization_scope.organizations_with_this_scope,13
217,olympics.olympic_games.participating_countries,42
103,award.award_nominated_work.award_nominations,218
5,organization.organization_scope.organizations_with_this_scope,151
219,film.film.genre,220
96,book.newspaper.circulation_areas,221
177,organization.organization.headquarters,222
223,book.periodical.first_issue_date,224
225,film.film.language,140
226,film.performance.film,227
228,film.performance.film,229
230,people.person.place_of_birth,5
141,media_common.netflix_title.netflix_genres,231
232,location.location.containedby,161
233,people.person.place_of_birth,5
234,film.film.featured_film_locations,5
235,common.topic.article,236
237,location.location.events,238
239,location.mailing_address.state_province_region,161
3,film.film.story_by,240
197,film.film.genre,241
242,travel.travel_destination_monthly_climate.travel_destination,5
199,film.film.other_crew,243
24,film.film.starring,244
245,media_common.netflix_title.netflix_genres,246
247,sports.sports_team.arena_stadium,248
39,location.location.containedby,77
17,media_common.netflix_title.netflix_genres,249
72,freebase.valuenotation.is_reviewed,250
251,freebase.type_hints.included_types,252
253,film.film.film_art_direction_by,254
161,sports.sports_team_location.teams,70
255,film.film.subjects,256
5,travel.travel_destination.climate,257
12,film.film_location.featured_in_films,227
258,language.human_language.countries_spoken_in,12
259,media_common.adaptation.adapted_from,259
72,freebase.valuenotation.has_no_value,20
5,travel.travel_destination.tourist_attractions,35
260,common.topic.notable_for,261
192,organization.organization.headquarters,262
253,film.film.genre,263
264,travel.transportation.transport_operator,265
190,architecture.building.building_function,266
201,aviation.airport.hub_for,267
39,common.topic.notable_types,268
157,freebase.valuenotation.is_reviewed,73
269,common.resource.annotations,270
271,location.mailing_address.state_province_region,161
5,travel.travel_destination.tourist_attractions,272
260,film.film.featured_film_locations,5
27,base.biblioness.bibs_topic.is_really,27
3,award.award_nominated_work.award_nominations,273
274,exhibitions.exhibition_run.venue,110
19,film.film.country,12
275,film.editor.film,139
139,media_common.netflix_title.netflix_genres,276
277,location.location.containedby,161
26,freebase.valuenotation.has_no_value,278
216,base.biblioness.bibs_location.country,12
26,film.film.rating,75
279,film.film.starring,280
281,film.film_cut.film,282
27,location.location.primarily_containedby,283
284,film.film.written_by,285
135,film.actor.film,170
213,tv.tv_program.tv_producer,286
213,tv.tv_program.languages,7
