src,edge_attr,dst
0,fictional_universe.fictional_character.powers_or_abilities,1
2,award.award_nomination.nominated_for,3
4,fictional_universe.character_powers.characters_with_this_ability,5
6,music.artist.track,7
8,base.gender.personal_gender_identity.gender_identity,9
10,base.locations.countries.states_provinces_within,11
12,base.fictionaluniverse.fictional_killer.characters_killed,13
14,government.political_district.representatives,15
16,tv.tv_series_season.series,17
6,tv.tv_program_creator.programs_created,18
6,music.artist.track,19
20,film.film.country,10
21,fictional_universe.character_species.found_in_fictional_universe,22
23,common.topic.webpage,24
25,medicine.icd_9_cm_classification.includes_classifications,25
26,common.webpage.topic,23
27,base.descriptive_names.names.descriptive_name,28
22,fictional_universe.fictional_universe.works_set_here,3
1,common.topic.notable_for,29
30,type.property.expected_type,31
32,book.written_work.previous_in_series,33
23,common.topic.webpage,34
22,fictional_universe.fictional_universe.characters,35
36,people.person.profession,37
38,common.webpage.topic,23
39,medicine.disease.risk_factors,40
6,tv.tv_actor.guest_roles,41
42,government.government_position_held.jurisdiction_of_office,10
22,fictional_universe.fictional_universe.characters,43
27,people.profession.specializations,44
31,type.type.properties,45
46,tv.tv_program.country_of_origin,10
14,government.governmental_jurisdiction.official_symbols,47
6,tv.tv_writer.episodes_written,48
6,tv.tv_writer.episodes_written,49
6,award.award_winner.awards_won,50
18,award.award_winning_work.awards_won,51
52,biology.organism.organism_type,23
20,film.film.story_by,6
53,fictional_universe.fictional_universe.created_by,6
9,medicine.risk_factor.diseases,54
55,fictional_universe.fictional_character.parents,56
46,fictional_universe.fictional_character.organizations,57
23,fictional_universe.character_species.found_in_fictional_universe,58
9,medicine.risk_factor.diseases,59
60,award.award_nomination.nominated_for,61
62,common.topic.notable_types,31
55,fictional_universe.fictional_character.powers_or_abilities,1
63,tv.tv_character.first_tv_appearance,64
65,fictional_universe.fictional_character.appears_in_these_fictional_universes,22
6,tv.tv_program_creator.programs_created,66
9,medicine.risk_factor.diseases,67
68,base.fictionaluniverse.fictional_murder_victim.killed_by,69
70,film.personal_film_appearance.person,6
36,freebase.valuenotation.is_reviewed,71
9,medicine.risk_factor.diseases,72
31,type.type.expected_by,30
73,fictional_universe.fictional_character.gender,9
74,government.government_position_held.jurisdiction_of_office,10
75,award.award_nomination.award_nominee,6
76,medicine.disease.parent_disease,77
78,fictional_universe.fictional_character.education,79
9,medicine.risk_factor.diseases,80
14,government.governmental_jurisdiction.government_positions,81
82,government.government_position_held.jurisdiction_of_office,14
14,location.location.partially_contains,83
4,fictional_universe.character_powers.characters_with_this_ability,84
4,fictional_universe.character_powers.characters_with_this_ability,85
86,book.written_work.subjects,10
87,music.album.primary_release,88
89,base.fictionaluniverse.deceased_fictional_character.place_of_death,90
14,book.book_subject.works,91
92,fictional_universe.fictional_character.character_created_by,6
10,base.biblioness.bibs_topic.subsumes,10
23,common.topic.webpage,93
23,media_common.quotation_subject.quotations_about_this_subject,94
95,fictional_universe.fictional_universe.species,23
96,tv.tv_actor.starring_roles,97
22,fictional_universe.fictional_universe.locations,98
99,film.film.country,10
23,common.topic.webpage,100
34,common.webpage.topic,23
101,organization.organization.geographic_scope,14
89,base.fictionaluniverse.fictional_murder_victim.killed_by,102
103,base.biblioness.bibs_topic.subsumes,103
104,government.government_position_held.jurisdiction_of_office,14
105,award.award_honor.award_winner,6
6,comic_books.comic_book_writer.comic_books_written,3
90,fictional_universe.fictional_setting.characters_that_have_lived_here,65
106,common.webpage.topic,23
107,base.aareas.schema.administrative_area.administrative_children,10
6,tv.tv_writer.episodes_written,108
109,tv.tv_producer_term.producer,6
27,base.descriptive_names.names.descriptive_name,110
6,tv.tv_writer.episodes_written,111
31,type.type.expected_by,30
6,music.artist.track,112
90,fictional_universe.fictional_setting.characters_that_have_lived_here,113
114,book.written_work.original_language,115
116,medicine.disease.risk_factors,9
6,tv.tv_writer.episodes_written,117
14,base.aareas.schema.administrative_area.administrative_children,118
27,media_common.quotation_subject.quotations_about_this_subject,119
120,film.film.written_by,6
6,tv.tv_director.episodes_directed,121
50,award.award_honor.award_winner,6
23,base.ecology.food_web_member.eats,122
123,tv.tv_producer_term.producer,6
6,film.music_contributor.film,18
6,tv.tv_writer.tv_programs,124
27,base.descriptive_names.names.descriptive_name,125
126,people.sibling_relationship.sibling,6
68,common.topic.notable_types,127
128,tv.tv_program.episodes,129
130,people.cause_of_death.parent_cause_of_death,77
131,base.triggers.triggery_material.part_of_fictional_universe,22
6,tv.tv_writer.episodes_written,132
133,common.topic.notable_for,134
99,film.film.executive_produced_by,6
135,book.written_work.subjects,27
22,common.topic.webpage,136
23,common.topic.webpage,137
12,tv.tv_character.first_tv_appearance,138
9,base.gender.gender_identity.people,139
140,common.topic.notable_types,141
142,medicine.risk_factor.diseases,143
144,freebase.valuenotation.is_reviewed,71
145,common.topic.notable_types,146
14,government.political_district.representatives,147
14,government.political_district.elections,148
149,book.written_work.subjects,27
6,music.composer.compositions,150
151,people.person.nationality,10
11,common.topic.notable_types,152
9,biology.hybrid_parent_gender.hybrids,153
27,media_common.quotation_subject.quotations_about_this_subject,154
155,base.animalnames.animal_specific_name_relationship.animal,156
157,medicine.disease.symptoms,158
6,tv.tv_writer.episodes_written,159
14,government.political_district.representatives,160
14,location.location.containedby,107
6,tv.tv_writer.episodes_written,161
162,people.person.religion,163
23,common.topic.article,164
6,music.composer.compositions,165
166,base.gender.personal_gender_identity.gender_identity,9
55,fictional_universe.fictional_character.education,167
6,music.composer.compositions,168
22,fictional_universe.fictional_universe.characters,55
22,fictional_universe.fictional_universe.characters,169
102,fictional_universe.fictional_character.character_created_by,6
95,common.topic.notable_types,146
170,fictional_universe.fictional_character.gender,9
103,base.biblioness.bibs_location.country,10
6,music.artist.track,171
6,music.artist.track,172
173,fictional_universe.work_of_fiction.part_of_these_fictional_universes,22
22,fictional_universe.fictional_universe.characters,174
6,tv.tv_director.episodes_directed,175
176,award.award_nomination.award_nominee,6
177,tv.tv_guest_role.actor,6
6,award.award_nominee.award_nominations,60
178,base.gender.personal_gender_identity.gender_identity,9
14,location.location.events,179
31,freebase.type_profile.strict_included_types,180
128,tv.tv_program.program_creator,6
102,tv.tv_character.first_tv_appearance,138
57,fictional_universe.fictional_organization.members,181
182,government.government_position_held.jurisdiction_of_office,14
6,tv.tv_writer.episodes_written,183
184,fictional_universe.fictional_character.appears_in_these_fictional_universes,22
23,base.ecology.food_web_member.eats,185
14,location.location.adjoin_s,186
187,fictional_universe.fictional_universe.literary_series_set_here,187
188,government.government_position_held.jurisdiction_of_office,14
189,common.webpage.topic,23
12,comic_books.comic_book_character.story_specific_appearances,190
9,common.topic.article,191
192,common.webpage.topic,23
22,fictional_universe.fictional_universe.characters,68
118,location.location.containedby,14
6,music.artist.track,193
194,freebase.type_hints.included_types,180
14,location.location.partially_contains,195
196,fictional_universe.fictional_character.organizations,57
197,fictional_universe.fictional_universe.species,23
90,fictional_universe.fictional_setting.works_set_here,198
199,tv.tv_program.program_creator,6
200,common.topic.subjects,23
6,award.award_nominee.award_nominations,201
202,common.webpage.topic,23
27,base.descriptive_names.names.descriptive_name,203
204,organization.organization.geographic_scope,14
205,fictional_universe.fictional_universe.species,23
30,type.property.reverse_property,206
14,location.location.partially_contains,207
14,book.book_subject.works,208
118,location.administrative_division.second_level_division_of,10
209,common.webpage.topic,90
17,fictional_universe.work_of_fiction.part_of_these_fictional_universes,22
23,fictional_universe.character_species.found_in_fictional_universe,210
6,music.artist.track,19
23,fictional_universe.character_species.found_in_fictional_universe,211
212,award.award_nominated_work.award_nominations,213
90,fictional_universe.fictional_setting.characters_that_have_lived_here,62
6,film.writer.film,212
14,location.location.partiallycontains,214
215,fictional_universe.fictional_organization.members,133
216,tv.tv_producer_term.program,128
128,fictional_universe.fictional_universe.works_set_here,129
36,people.person.profession,217
218,common.webpage.topic,23
10,base.aareas.schema.administrative_area.administrative_children,11
219,tv.tv_producer_term.producer,6
140,fictional_universe.fictional_setting.fictional_characters_born_here,73
27,book.book_subject.works,220
221,fictional_universe.fictional_character.place_of_birth,90
222,location.location.time_zones,223
6,music.composer.compositions,224
225,location.location.partially_contained_by,226
16,tv.tv_series_season.episodes,227
6,tv.tv_writer.episodes_written,228
22,base.triggers.fictional_universe_with_triggers.triggery_material,229
23,fictional_universe.character_species.found_in_fictional_universe,230
231,film.film_crew_gig.film_crew_role,232
9,medicine.risk_factor.diseases,233
6,tv.tv_writer.tv_programs,234
6,influence.influence_node.influenced_by,36
27,visual_art.art_subject.art_series_on_the_subject,235
14,government.political_district.representatives,236
46,tv.tv_program.spun_off_from,17
4,common.topic.article,237
238,people.person.profession,37
144,freebase.valuenotation.is_reviewed,239
6,tv.tv_actor.guest_roles,240
22,fictional_universe.fictional_universe.characters,241
242,government.government_position_held.jurisdiction_of_office,10
4,fictional_universe.character_powers.characters_with_this_ability,243
6,tv.tv_director.episodes_directed,244
6,people.person.quotations,245
246,common.webpage.topic,23
247,people.person.gender,9
