src,edge_attr,dst
0,film.film.country,1
2,influence.influence_node.influenced,3
4,influence.influence_node.influenced_by,2
5,periodicals.newspaper_circulation_area.newspapers,6
7,people.sibling_relationship.sibling,8
9,people.profession.specialization_of,10
11,book.author.book_editions_published,12
13,film.film.country,14
15,fictional_universe.fictional_character.character_created_by,2
2,base.kwebbase.kwtopic.connections_to,16
11,film.film_story_contributor.film_story_credits,17
18,people.person.profession,19
20,people.person.nationality,21
22,base.descriptive_names.names.descriptive_name,23
24,people.person.profession,10
3,people.person.profession,25
26,freebase.valuenotation.is_reviewed,27
28,base.aareas.schema.administrative_area.administrative_parent,21
29,medicine.disease.risk_factors,30
31,influence.influence_node.influenced_by,32
33,book.book.editions,34
35,influence.influence_node.influenced_by,35
36,book.book_edition.author_editor,37
38,people.person.quotations,39
40,book.newspaper.circulation_areas,5
41,common.topic.notable_types,42
36,book.book.editions,36
8,influence.influence_node.influenced_by,43
44,freebase.valuenotation.is_reviewed,45
2,people.person.children,46
2,people.person.quotations,47
42,tv.tv_subject.tv_episodes,48
49,media_common.quotation.author,2
37,book.author.works_written,50
51,people.profession.specialization_of,10
2,base.kwebbase.kwtopic.has_sentences,52
53,book.book_edition.book,36
54,book.book_edition.author_editor,37
2,influence.influence_node.influenced_by,55
2,fictional_universe.fictional_character_creator.fictional_characters_created,56
57,book.book_edition.author_editor,37
58,influence.influence_node.influenced_by,43
58,influence.influence_node.influenced_by,2
59,influence.influence_node.influenced_by,60
61,book.written_work.author,62
33,book.book.editions,63
19,people.profession.specialization_of,10
5,location.citytown.postal_codes,64
36,book.book_edition.book,33
11,film.film_story_contributor.film_story_credits,65
44,freebase.valuenotation.is_reviewed,66
67,people.person.nationality,21
68,influence.influence_node.influenced_by,69
70,fictional_universe.person_in_fiction.representations_in_fiction,70
36,book.book_edition.author_editor,37
36,book.book_edition.book,33
2,fictional_universe.fictional_character_creator.fictional_characters_created,71
72,base.kwebbase.kwsentence.contains_connections,73
53,book.book_edition.author_editor,37
74,influence.influence_node.influenced_by,75
76,base.kwebbase.kwsentence.kwtopic,2
77,people.person.gender,78
79,tv.tv_program.episodes,80
81,award.award_nomination.award_nominee,2
38,book.author.contributing_author_to,82
2,base.kwebbase.kwtopic.connections_to,83
84,people.person.profession,25
84,influence.influence_node.influenced_by,2
85,book.book_edition.book,57
8,freebase.valuenotation.has_value,86
87,freebase.valuenotation.is_reviewed,45
2,people.person.children,88
36,book.book.editions,36
89,people.person.gender,78
5,location.citytown.postal_codes,90
91,book.published_work.published_in_published_as,92
93,book.book_edition.author_editor,37
84,people.person.nationality,21
37,symbols.name_source.namesakes,94
68,people.person.nationality,1
95,base.kwebbase.kwconnection.other,2
30,biology.hybrid_parent_gender.hybrids,96
22,base.descriptive_names.names.descriptive_name,97
98,people.person.gender,30
2,people.person.places_lived,99
100,people.person.profession,10
101,location.administrative_division.first_level_division_of,21
2,influence.influence_node.influenced,24
32,influence.influence_node.influenced,31
102,freebase.valuenotation.is_reviewed,103
11,people.person.gender,30
42,people.profession.specialization_of,10
104,influence.influence_node.influenced,105
106,people.person.profession,107
36,book.book_edition.book,36
108,base.kwebbase.kwconnection.other,2
21,base.biblioness.bibs_topic.subsumes,21
2,fictional_universe.fictional_character_creator.fictional_characters_created,109
110,influence.influence_node.influenced_by,111
32,influence.influence_node.influenced,112
113,music.composition.language,114
115,film.film.language,114
116,media_common.quotation.author,2
115,film.film.country,21
37,people.person.profession,25
117,location.location.containedby,21
118,people.person.profession,119
67,people.person.profession,25
120,business.business_operation.industry,121
36,book.book_edition.author_editor,37
42,type.type.expected_by,42
30,biology.hybrid_parent_gender.hybrids,122
123,freebase.valuenotation.is_reviewed,66
124,influence.influence_node.influenced_by,125
126,medicine.disease.risk_factors,30
42,fictional_universe.character_occupation.characters_with_this_occupation,127
128,base.kwebbase.kwsentence.kwtopic,2
129,people.profession.specialization_of,10
130,fictional_universe.fictional_character_creator.fictional_characters_created,131
132,base.kwebbase.kwsentence.next_sentence,72
133,film.film.language,114
38,influence.influence_node.influenced,134
135,book.book_edition.author_editor,37
2,influence.influence_node.influenced,136
22,people.profession.specializations,137
28,location.administrative_division.first_level_division_of,21
10,people.profession.specializations,138
35,influence.influence_node.influenced_by,102
20,freebase.valuenotation.is_reviewed,27
139,film.film.country,21
140,people.person.profession,19
32,influence.influence_node.influenced,141
104,freebase.valuenotation.is_reviewed,66
142,medicine.symptom.symptom_of,143
32,influence.influence_node.influenced_by,102
28,location.location.time_zones,144
145,base.kwebbase.kwsentence.kwtopic,2
22,common.topic.subjects,146
147,people.person.profession,42
148,people.profession.people_with_this_profession,11
149,influence.influence_node.influenced,150
42,common.topic.subject_of,151
152,people.person.place_of_birth,21
153,media_common.quotation.author,2
22,base.descriptive_names.names.descriptive_name,154
38,base.kwebbase.kwtopic.connections_to,155
156,book.newspaper.circulation_areas,5
157,common.webpage.topic,5
38,people.person.nationality,1
42,fictional_universe.character_occupation.characters_with_this_occupation,158
2,fictional_universe.fictional_character_creator.fictional_characters_created,159
8,base.kwebbase.kwtopic.connections_to,160
36,book.book.editions,36
8,influence.influence_node.influenced,161
162,location.location.containedby,28
8,book.author.book_editions_published,13
163,influence.influence_node.influenced_by,164
2,influence.influence_node.influenced,165
5,location.us_county.county_seat,5
2,fictional_universe.fictional_character_creator.fictional_characters_created,166
167,location.location.containedby,1
5,location.statistical_region.population,168
2,base.kwebbase.kwtopic.has_sentences,169
170,fictional_universe.fictional_character.gender,78
42,base.descriptive_names.names.descriptive_name,171
172,media_common.quotation.author,2
10,people.profession.specializations,173
8,base.kwebbase.kwtopic.has_sentences,174
38,people.person.profession,25
175,people.person.profession,119
22,people.profession.specializations,176
11,influence.influence_node.influenced_by,37
177,education.field_of_study.subdiscipline_of,178
179,book.written_work.subjects,42
180,base.petbreeds.dog_city_relationship.cities,5
181,base.kwebbase.kwsentence.kwtopic,2
38,influence.influence_node.influenced,182
183,travel.tourist_attraction.near_travel_destination,5
184,book.book_edition.author_editor,37
8,base.kwebbase.kwtopic.has_sentences,185
89,freebase.valuenotation.is_reviewed,186
2,base.kwebbase.kwtopic.connections_to,187
37,book.author.works_written,33
36,book.book.editions,36
188,influence.influence_node.influenced_by,2
10,people.profession.specializations,189
2,influence.influence_node.influenced,190
2,people.person.quotations,191
5,location.location.events,192
5,location.location.events,193
43,influence.influence_node.influenced,141
194,common.topic.notable_types,42
38,influence.influence_node.influenced,163
195,freebase.valuenotation.is_reviewed,66
196,common.topic.notable_types,42
60,people.person.profession,42
197,comic_strips.comic_strip_creator_duration.creator_role,10
2,common.topic.notable_types,42
198,media_common.quotation.author,2
199,media_common.quotation_subject.quotations_about_this_subject,200
130,people.person.profession,25
87,people.person.profession,10
201,people.person.gender,78
202,common.topic.notable_types,203
204,influence.influence_node.influenced_by,102
30,medicine.risk_factor.diseases,205
175,common.topic.notable_types,42
2,people.person.quotations,206
11,book.author.book_editions_published,207
11,book.author.book_editions_published,208
209,location.location.containedby,28
84,people.person.gender,30
2,influence.influence_node.influenced,210
10,people.profession.specializations,211
36,book.book.editions,36
5,base.biblioness.bibs_location.state,28
22,base.descriptive_names.names.descriptive_name,212
213,people.person.profession,10
42,type.type.expected_by,214
32,common.topic.notable_types,42
210,people.person.nationality,21
38,book.author.book_editions_published,215
216,book.book_edition.book,36
195,freebase.valuenotation.is_reviewed,27
217,film.film.language,114
42,type.type.expected_by,218
98,freebase.valuenotation.is_reviewed,66
43,influence.influence_node.influenced,58
219,media_common.quotation.author,2
22,base.descriptive_names.names.descriptive_name,220
22,base.descriptive_names.names.descriptive_name,221
213,influence.influence_node.influenced_by,2
60,influence.influence_node.influenced,41
126,medicine.disease.includes_diseases,222
223,media_common.quotation.author,2
5,location.place_with_neighborhoods.neighborhoods,224
123,influence.influence_node.influenced_by,75
17,book.book.editions,225
119,people.profession.corresponding_type,42
36,book.book_edition.book,33
36,book.book_edition.author_editor,37
36,book.written_work.original_language,114
150,influence.influence_node.influenced_by,149
226,people.person.profession,22
227,freebase.valuenotation.is_reviewed,228
5,location.citytown.postal_codes,229
230,influence.influence_node.influenced,136
231,common.topic.notable_types,232
112,common.topic.notable_types,42
233,location.postal_code.country,21
234,influence.influence_node.influenced,235
190,influence.influence_node.influenced_by,165
140,freebase.valuenotation.is_reviewed,66
42,type.type.expected_by,42
236,influence.influence_node.influenced,111
141,influence.influence_node.influenced_by,111
69,people.person.profession,10
237,base.biblioness.bibs_location.country,1
238,influence.influence_node.influenced_by,236
216,book.book_edition.book,33
22,people.profession.specializations,239
37,book.author.works_written,240
241,type.property.schema,242
243,influence.influence_node.influenced_by,2
8,base.kwebbase.kwtopic.connections_from,244
205,medicine.disease_cause.diseases,245
246,people.ethnicity.geographic_distribution,1
36,book.book_edition.book,36
247,book.written_work.subjects,101
2,freebase.valuenotation.is_reviewed,103
36,book.book.editions,36
248,influence.influence_node.influenced_by,59
249,freebase.valuenotation.has_value,250
31,freebase.valuenotation.is_reviewed,228
5,location.place_with_neighborhoods.neighborhoods,251
5,periodicals.newspaper_circulation_area.newspapers,252
2,fictional_universe.fictional_character_creator.fictional_characters_created,253
22,base.descriptive_names.names.descriptive_name,254
38,book.author.book_editions_published,255
5,location.hud_county_place.county,5
256,base.kwebbase.kwsentence.kwtopic,2
257,influence.influence_node.influenced,230
258,base.kwebbase.kwtopic.connections_to,259
260,base.usnris.nris_listing.significance_level,261
74,freebase.valuenotation.is_reviewed,228
22,people.profession.specializations,262
36,book.book_edition.author_editor,37
263,common.topic.subjects,22
8,book.author.book_editions_published,264
38,base.kwebbase.kwtopic.connections_from,265
42,fictional_universe.character_occupation.characters_with_this_occupation,266
11,book.author.book_editions_published,17
87,freebase.valuenotation.is_reviewed,241
267,book.book_edition.book,36
36,book.book_edition.author_editor,37
268,book.author.school_or_movement,269
18,people.person.profession,10
270,book.written_work.original_language,114
271,book.written_work.subjects,123
37,book.author.works_written,272
273,time.event.locations,5
274,influence.influence_node.influenced,110
275,freebase.valuenotation.is_reviewed,103
10,comic_strips.comic_strip_creator_role.creators,276
277,location.location.containedby,28
8,book.author.book_editions_published,278
42,book.book_subject.works,179
279,common.webpage.topic,2
280,location.location.people_born_here,2
93,common.topic.notable_types,232
30,base.gender.gender_identity.people,281
11,people.person.profession,10
22,people.profession.specializations,282
283,people.person.gender,78
2,people.person.quotations,284
25,base.descriptive_names.names.descriptive_name,285
286,location.location.contains,183
25,base.descriptive_names.names.descriptive_name,287
288,common.topic.notable_types,289
290,tv.tv_program.languages,114
44,influence.influence_node.influenced_by,2
28,base.locations.states_and_provences.country,21
5,location.administrative_division.second_level_division_of,21
291,tv.tv_program.country_of_origin,21
2,influence.influence_node.influenced,292
293,fictional_universe.character_occupation.characters_with_this_occupation,266
294,film.film.featured_film_locations,5
22,people.profession.specializations,295
2,people.person.quotations,296
36,book.book_edition.author_editor,37
30,biology.hybrid_parent_gender.hybrids,297
135,book.book_edition.book,33
2,base.kwebbase.kwtopic.has_sentences,145
298,people.person.gender,78
2,common.topic.webpage,299
11,common.topic.webpage,300
5,periodicals.newspaper_circulation_area.newspapers,40
301,people.person.profession,293
73,base.kwebbase.kwconnection.sentence,72
302,people.sibling_relationship.sibling,2
8,common.topic.image,8
22,organization.role.leaders,303
304,people.person.profession,42
149,influence.influence_node.influenced,164
136,influence.influence_node.influenced_by,230
36,book.book.genre,305
36,book.book_edition.book,36
306,location.location.containedby,21
307,common.topic.notable_types,203
308,influence.peer_relationship.peers,2
38,book.author.book_editions_published,215
237,location.administrative_division.country,1
121,common.topic.subject_of,309
38,influence.influence_node.influenced,37
33,common.topic.notable_types,232
77,people.person.nationality,14
104,people.person.profession,42
42,fictional_universe.character_occupation.characters_with_this_occupation,310
38,people.person.quotations,311
58,base.kwebbase.kwtopic.connections_from,312
2,influence.influence_node.influenced,257
5,travel.travel_destination.tourist_attractions,313
2,base.kwebbase.kwtopic.connections_to,314
166,fictional_universe.fictional_character.gender,78
17,book.written_work.subjects,315
124,freebase.valuenotation.is_reviewed,27
316,freebase.valuenotation.has_value,27
5,location.statistical_region.population,317
5,location.place_with_neighborhoods.neighborhoods,318
10,people.profession.specializations,293
319,media_common.quotation.author,2
36,book.book.editions,267
320,freebase.valuenotation.is_reviewed,45
42,base.descriptive_names.names.descriptive_name,321
8,common.topic.notable_for,322
36,book.book_edition.author_editor,37
234,fictional_universe.fictional_character.occupation,293
16,base.kwebbase.kwconnection.other,2
323,book.written_work.subjects,42
33,book.book.editions,216
36,book.book_edition.author_editor,37
17,book.book.genre,305
181,base.kwebbase.kwsentence.next_sentence,324
37,book.author.works_written,325
25,base.descriptive_names.names.descriptive_name,326
327,common.webpage.topic,8
149,freebase.valuenotation.is_reviewed,103
277,location.location.contains,5
328,comic_strips.comic_strip_creator_duration.creator_role,10
21,base.biblioness.bibs_topic.is_really,21
53,book.book_edition.author_editor,37
5,location.statistical_region.population,329
330,book.written_work.original_language,114
89,people.person.profession,10
331,base.kwebbase.kwconnection.subject,38
163,book.author.school_or_movement,269
10,people.profession.specializations,332
333,people.person.gender,30
10,comic_strips.comic_strip_creator_role.creators,334
215,film.film.language,114
335,freebase.valuenotation.is_reviewed,228
336,location.location.containedby,5
337,base.gender.personal_gender_identity.gender_identity,30
338,freebase.valuenotation.is_reviewed,250
268,people.person.profession,10
339,film.film.language,114
10,people.profession.specializations,340
341,base.kwebbase.kwconnection.other,38
46,people.person.parents,2
342,location.location.containedby,5
5,periodicals.newspaper_circulation_area.newspapers,343
344,base.kwebbase.kwconnection.subject,2
33,book.book.editions,36
345,people.person.nationality,1
346,media_common.quotation.author,2
42,base.descriptive_names.names.descriptive_name,347
22,people.profession.specializations,348
36,book.book_edition.book,36
42,type.type.properties,349
291,tv.tv_program.languages,114
2,people.person.quotations,350
111,influence.influence_node.influenced,26
351,location.location.containedby,5
36,book.book.editions,36
94,location.location.containedby,352
89,influence.influence_node.influenced_by,38
353,influence.influence_node.influenced_by,149
354,comic_strips.comic_strip_creator_duration.creator_role,10
5,location.citytown.postal_codes,355
2,influence.influence_node.influenced,275
356,common.topic.notable_types,42
4,people.person.profession,357
11,book.author.works_written,358
359,influence.influence_node.influenced,360
361,media_common.quotation.author,2
93,book.book_edition.author_editor,37
362,media_common.quotation.author,2
43,freebase.valuenotation.is_reviewed,228
363,location.postal_code.country,21
364,people.person.profession,293
38,people.person.quotations,365
366,base.ontologies.ontology_instance_mapping.freebase_topic,42
11,people.person.profession,42
38,book.author.book_editions_published,255
163,people.person.profession,119
2,base.kwebbase.kwtopic.connections_to,367
123,influence.influence_node.influenced_by,35
368,people.person.profession,10
33,book.book.editions,369
370,book.translation.language,371
5,location.citytown.postal_codes,372
373,rdf-schema#domain,242
188,freebase.valuenotation.is_reviewed,228
8,freebase.valuenotation.is_reviewed,45
339,film.film.country,1
