src,edge_attr,dst
0,common.topic.article,1
2,base.biblioness.bibs_location.country,3
4,music.artist.track,5
6,freebase.type_hints.included_types,7
8,tv.tv_actor.starring_roles,9
4,music.artist.track,10
4,music.artist.track,11
12,common.image.appears_in_topic_gallery,13
4,music.artist.track,14
4,music.artist.track,15
4,music.artist.track,16
17,base.biblioness.bibs_topic.subsumes,17
18,common.webpage.topic,4
4,music.artist.track,19
20,location.location.containedby,21
22,location.location.containedby,2
23,tv.regular_tv_appearance.actor,8
24,location.location.containedby,3
25,freebase.type_profile.published,26
27,freebase.type_profile.strict_included_types,7
28,people.deceased_person.place_of_death,29
30,theater.theater_role.actor,31
32,common.webpage.topic,21
33,tv.regular_tv_appearance.actor,8
34,people.deceased_person.place_of_death,35
36,people.person.nationality,37
38,film.performance.actor,39
40,location.location.containedby,21
41,location.location.containedby,21
3,location.country.first_level_divisions,37
4,music.artist.track,42
43,common.topic.article,44
45,people.person.children,46
47,location.location.containedby,2
48,freebase.type_profile.strict_included_types,49
50,film.performance.actor,31
48,freebase.type_hints.included_types,27
21,location.location.contains,51
52,type.property.reverse_property,53
4,music.artist.track,10
4,people.person.nationality,37
13,location.location.people_born_here,54
48,type.type.expected_by,55
56,people.marriage.spouse,31
25,freebase.type_profile.strict_included_types,7
57,location.location.containedby,2
8,common.topic.image,58
4,music.artist.album,19
2,location.location.containedby,37
8,film.actor.film,59
60,location.location.containedby,3
25,freebase.type_hints.included_types,7
48,type.type.expected_by,61
62,location.location.containedby,3
63,organization.organization_founder.organizations_founded,64
65,freebase.type_hints.included_types,7
17,base.biblioness.bibs_topic.is_really,17
21,location.location.contains,66
4,music.artist.track,67
68,location.location.containedby,3
69,travel.tourist_attraction.near_travel_destination,13
8,tv.tv_actor.guest_roles,70
71,location.location.containedby,3
72,location.location.containedby,2
73,location.location.containedby,21
74,freebase.type_profile.strict_included_types,49
48,type.type.expected_by,61
75,people.person.gender,76
77,location.location.containedby,2
78,location.location.containedby,2
79,freebase.type_profile.strict_included_types,7
80,location.location.containedby,21
4,music.artist.track,19
27,type.type.domain,6
21,location.location.contains,81
34,common.topic.article,82
83,location.location.containedby,2
31,theater.theater_actor.theater_roles,84
8,tv.tv_actor.guest_roles,85
21,location.location.contains,86
21,base.aareas.schema.administrative_area.administrative_children,87
4,music.artist.album,88
89,tv.tv_guest_role.actor,8
63,people.person.gender,76
31,common.topic.webpage,90
91,location.location.containedby,2
48,type.type.expected_by,48
92,common.topic.image,93
31,freebase.valuenotation.has_value,53
21,location.location.contains,94
4,music.artist.track,95
96,location.location.containedby,3
48,type.type.expected_by,97
98,location.location.containedby,2
48,freebase.type_hints.included_types,99
100,common.topic.notable_types,48
21,location.location.contains,98
101,people.person.gender,76
3,base.aareas.schema.administrative_area.administrative_children,37
102,location.location.containedby,21
37,location.administrative_division.first_level_division_of,3
69,location.location.geolocation,103
69,common.topic.article,104
105,type.property.expected_type,48
106,organization.organization.email,107
108,location.hud_county_place.place,108
4,music.artist.track,109
110,location.location.containedby,3
21,location.location.contains,111
112,book.author.works_written,113
4,music.artist.track,114
115,location.location.containedby,3
48,freebase.type_profile.strict_included_types,7
31,theater.theater_actor.theater_roles,116
37,location.country.first_level_divisions,117
71,location.location.containedby,2
106,base.retail.retailer.brand,118
3,location.location.time_zones,119
4,music.artist.track,120
121,location.location.containedby,21
4,music.artist.track,67
41,location.location.containedby,2
122,location.location.containedby,21
123,location.location.containedby,3
4,music.artist.album,124
21,location.location.contains,47
125,theater.theater_role.actor,8
4,music.artist.track,126
