src,edge_attr,dst
0,olympics.olympic_games.medals_awarded,1
2,business.employer.employees,3
4,book.written_work.part_of_series,5
6,media_common.netflix_genre.titles,7
8,olympics.olympic_games.sports,9
10,organization.membership_organization.members,11
12,common.topic.notable_types,13
14,olympics.olympic_games.athletes,15
16,people.person.nationality,17
18,olympics.olympic_games.competitions,19
20,olympics.olympic_athlete_affiliation.olympics,18
21,common.topic.notable_types,22
23,freebase.type_profile.kind,24
25,book.book.editions,26
27,olympics.olympic_medal_honor.event,28
29,language.human_language.countries_spoken_in,30
31,olympics.olympic_sport.events,32
33,base.culturalevent.event.entity_involved,34
35,book.book.editions,35
10,business.employer.employees,36
37,olympics.olympic_athlete_affiliation.olympics,18
38,common.topic.article,39
8,olympics.olympic_games.events,40
0,olympics.olympic_games.athletes,41
42,film.film.language,43
17,media_common.netflix_genre.titles,44
45,time.event.locations,46
10,book.author.works_written,47
48,olympics.olympic_sport.events,49
50,olympics.olympic_city_bid.olympic_games,14
7,media_common.netflix_title.netflix_genres,6
51,olympics.olympic_games.athletes,52
53,olympics.olympic_games.sports,54
55,location.location.containedby,56
57,olympics.olympic_games.events,58
59,olympics.olympic_event_competition.olympic_games_contested,18
60,olympics.olympic_medal_honor.olympics,51
61,location.country.official_language,43
57,olympics.olympic_games.events,62
63,olympics.olympic_event_competition.event,64
65,travel.travel_destination.tourist_attractions,66
67,time.event.instance_of_recurring_event,68
0,olympics.olympic_games.medals_awarded,27
69,olympics.olympic_athlete_affiliation.sport,70
71,olympics.olympic_games.sports,72
73,common.webpage.resource,4
74,book.written_work.author,10
75,military.military_combatant_group.combatants,76
77,olympics.olympic_participating_country.olympics_participated_in,14
65,travel.travel_destination.tourist_attractions,78
79,olympics.olympic_medal_honor.event,80
81,common.topic.notable_types,82
83,olympics.olympic_sport.olympic_games_contested,84
71,olympics.olympic_games.sports,85
86,olympics.olympic_athlete_affiliation.olympics,18
87,olympics.olympic_medal_honor.olympics,0
88,olympics.olympic_medal_honor.country,89
90,freebase.type_hints.included_types,91
51,olympics.olympic_games.competitions,92
93,people.person.place_of_birth,65
94,government.government_position_held.office_position_or_title,95
96,common.topic.image,97
29,language.human_language.countries_spoken_in,98
99,organization.leadership.organization,2
100,olympics.olympic_participating_country.athletes,101
102,film.film.country,100
103,olympics.olympic_athlete_affiliation.olympics,8
8,olympics.olympic_games.sports,104
14,olympics.olympic_games.athletes,105
106,freebase.type_hints.included_types,107
0,olympics.olympic_games.athletes,108
14,olympics.olympic_games.participating_countries,109
65,location.statistical_region.population,110
111,olympics.olympic_sport.olympic_games_contested,14
