src,edge_attr,dst
0,media_common.netflix_title.netflix_genres,1
2,media_common.netflix_title.netflix_genres,3
4,film.performance.film,5
6,location.country.languages_spoken,7
8,film.performance.film,9
10,film.film.film_production_design_by,11
2,film.film.written_by,12
13,film.film.written_by,14
5,film.film.produced_by,15
16,media_common.netflix_title.netflix_genres,3
17,common.resource.annotations,18
19,language.human_language.countries_spoken_in,20
21,language.language_writing_system.languages,22
23,film.film.starring,24
25,film.film.release_date_s,26
27,freebase.valuenotation.has_no_value,28
27,film.film.starring,29
9,media_common.netflix_title.netflix_genres,3
30,media_common.netflix_title.netflix_genres,31
32,freebase.valuenotation.has_no_value,28
33,language.human_language.countries_spoken_in,34
35,media_common.netflix_title.netflix_genres,36
37,film.film.release_date_s,38
39,film.performance.film,40
41,film.performance.film,40
42,media_common.netflix_title.netflix_genres,36
10,film.film.written_by,43
0,film.film.genre,44
45,film.film_cut.film,9
46,freebase.valuenotation.has_no_value,47
1,media_common.netflix_genre.titles,48
49,film.film.starring,50
51,media_common.media_genre.parent_genre,44
52,film.film.rating,53
54,film.performance.film,55
56,common.topic.webpage,57
58,freebase.valuenotation.has_no_value,59
60,common.topic.article,61
62,film.performance.film,63
64,film.performance.film,65
25,common.topic.article,66
67,language.human_language.writing_system,21
68,film.film.starring,69
70,film.film.country,71
72,film.performance.film,60
73,film.film.film_casting_director,74
75,film.film.film_casting_director,74
76,film.film.genre,77
78,language.human_language.main_country,79
63,media_common.netflix_title.netflix_genres,1
80,film.film.genre,77
81,film.film.written_by,82
1,media_common.netflix_genre.titles,83
84,film.performance.film,9
85,film.film_cut.film,86
25,media_common.netflix_title.netflix_genres,87
88,media_common.netflix_title.netflix_genres,89
90,common.image.appears_in_topic_gallery,91
92,film.film.starring,93
94,film.performance.film,95
96,film.film.starring,97
32,film.film.film_format,98
99,film.film_cut.film,100
101,film.film.starring,102
103,language.language_writing_system.languages,19
104,common.topic.image,105
106,film.film.written_by,107
108,film.film.genre,44
16,film.film.starring,109
110,film.film_regional_release_date.film,49
111,film.film.genre,112
42,film.film.produced_by,113
35,film.film.country,71
114,film.performance.film,96
56,film.film.starring,115
25,film.film.starring,116
117,film.film_regional_release_date.film_regional_debut_venue,118
119,film.film.starring,120
121,media_common.netflix_title.netflix_genres,122
1,base.rosetta.languoid.parent,123
124,film.film.directed_by,125
5,film.film.release_date_s,126
127,film.performance.film,37
49,media_common.netflix_title.netflix_genres,36
128,film.film.release_date_s,129
130,film.performance.film,131
132,people.person.nationality,71
101,film.film.starring,133
76,film.film.genre,134
135,film.film.genre,136
137,media_common.netflix_title.netflix_genres,138
95,film.film.starring,139
140,media_common.netflix_title.netflix_genres,89
141,film.film.language,22
142,film.performance.film,143
9,freebase.valuenotation.has_no_value,28
81,media_common.netflix_title.netflix_genres,89
144,film.performance.film,108
145,common.topic.article,146
33,language.human_language.countries_spoken_in,147
73,film.film.film_festivals,148
149,film.film.genre,150
151,film.performance.actor,152
13,film.film.starring,153
154,language.human_language.region,155
81,film.film.release_date_s,156
157,common.topic.image,90
158,film.film_regional_release_date.film_release_region,159
9,film.film.edited_by,160
149,film.film.genre,161
5,film.film.edited_by,162
91,language.human_language.language_family,163
68,film.film.starring,164
141,film.film.language,19
165,film.film_regional_release_date.film_release_region,71
137,film.film.starring,151
140,film.film.genre,77
166,film.film_regional_release_date.film_release_region,167
78,common.topic.notable_types,168
169,film.music_contributor.film,106
170,tv.tv_program.country_of_origin,71
171,media_common.netflix_title.netflix_genres,172
173,film.film.runtime,174
95,media_common.netflix_title.netflix_genres,3
175,base.rosetta.local_name.languoid,1
35,film.film.edited_by,176
1,media_common.netflix_genre.titles,111
7,language.human_language.language_family,177
70,media_common.netflix_title.netflix_genres,178
179,film.performance.film,101
180,film.film_cut.film,27
131,film.film.country,71
0,film.film.release_date_s,181
182,tv.tv_program.languages,19
42,film.film.language,19
183,film.film_regional_release_date.film_release_region,184
55,film.film.prequel,185
186,film.film_regional_release_date.film,9
52,film.film.language,187
149,media_common.netflix_title.netflix_genres,188
