src,edge_attr,dst
0,freebase.valuenotation.is_reviewed,1
2,freebase.valuenotation.is_reviewed,3
4,freebase.valuenotation.has_value,5
6,film.film_crew_gig.film,7
8,film.film.written_by,9
10,language.human_language.countries_spoken_in,11
12,people.ethnicity.includes_groups,13
14,tv.tv_program.tv_producer,15
16,freebase.valuenotation.is_reviewed,17
18,film.actor.film,19
20,film.film.executive_produced_by,21
22,media_common.media_genre.parent_genre,23
24,award.award_nomination.ceremony,25
26,freebase.valuenotation.is_reviewed,1
20,film.film.country,27
28,freebase.valuenotation.is_reviewed,17
29,tv.regular_tv_appearance.character,30
31,people.person.profession,32
33,film.performance.film,34
35,tv.tv_actor.guest_roles,36
37,common.webpage.topic,35
38,film.film.music,39
40,film.film_production_designer.films_production_designed,41
42,freebase.valuenotation.is_reviewed,1
43,award.award_nomination.ceremony,44
45,common.topic.notable_types,46
47,film.director.film,48
49,film.film.production_companies,50
51,common.topic.article,52
53,film.film.starring,54
54,film.performance.film,53
55,film.film.starring,56
57,freebase.valuenotation.is_reviewed,17
7,film.film.starring,58
59,people.profession.specializations,60
20,media_common.netflix_title.netflix_genres,61
62,media_common.netflix_title.netflix_genres,63
64,base.saturdaynightlive.snl_episode.host,35
65,common.topic.notable_types,66
67,film.film.starring,68
20,film.film.rating,69
70,common.topic.notable_types,71
35,people.person.languages,72
73,film.film.distributors,74
20,film.film.executive_produced_by,75
76,award.award_nomination.award_nominee,77
35,film.writer.film,78
79,freebase.valuenotation.is_reviewed,80
76,award.award_nomination.award_nominee,81
82,film.film.film_art_direction_by,83
84,tv.tv_series_season.regular_personal_appearances,85
86,common.resource.annotations,87
88,common.webpage.category,89
34,film.film.starring,90
91,award.award_nomination.award,92
93,freebase.valuenotation.is_reviewed,17
94,freebase.valuenotation.is_reviewed,95
96,media_common.netflix_title.netflix_genres,97
98,base.biblioness.bibs_topic.subsumes,98
99,award.award_nominee.award_nominations,100
73,common.topic.notable_types,101
102,book.written_work.author,35
103,film.producer.film,104
105,film.actor.film,106
107,freebase.valuenotation.has_value,108
48,film.film.personal_appearances,109
110,people.person.profession,111
112,film.film_regional_release_date.film,55
113,freebase.valuenotation.is_reviewed,5
114,media_common.netflix_title.netflix_genres,115
116,fictional_universe.fictional_character.place_of_birth,11
53,film.film.film_art_direction_by,117
51,freebase.valuenotation.is_reviewed,118
119,award.award_nominee.award_nominations,120
121,film.film.country,27
122,award.award_nomination.nominated_for,7
123,tv.tv_character.appeared_in_tv_program,124
55,film.film.starring,125
41,film.film.production_companies,126
119,people.person.profession,111
127,film.personal_film_appearance.type_of_appearance,128
41,film.film.executive_produced_by,129
78,film.film.starring,130
14,tv.tv_program.episodes,131
7,common.topic.webpage,132
133,film.film.genre,134
35,tv.tv_actor.starring_roles,124
135,freebase.valuenotation.is_reviewed,17
136,media_common.netflix_title.netflix_genres,134
137,film.film.genre,63
138,media_common.netflix_title.netflix_genres,139
140,common.topic.notable_types,3
18,people.person.nationality,27
141,film.film.film_production_design_by,40
142,people.person.nationality,27
143,freebase.valuenotation.is_reviewed,17
144,common.webpage.topic,7
145,freebase.valuenotation.is_reviewed,1
146,film.film.genre,147
148,common.topic.notable_for,149
34,film.film.starring,150
35,tv.tv_actor.guest_roles,151
152,tv.tv_guest_role.actor,35
121,film.film.cinematography,153
154,freebase.valuenotation.has_no_value,155
156,film.film.rating,157
158,film.writer.film,159
160,media_common.netflix_title.netflix_genres,161
162,film.film.directed_by,35
55,film.film.other_crew,163
121,film.film.genre,164
165,people.person.gender,166
41,film.film.produced_by,167
168,tv.regular_tv_appearance.character,169
170,language.human_language.main_country,171
148,film.film.distributors,172
173,common.topic.notable_types,101
18,film.actor.film,174
175,film.film_art_director.films_art_directed,41
176,location.location.containedby,27
177,film.film_crew_gig.film,55
178,award.award_nomination.nominated_for,179
50,film.production_company.films,7
7,media_common.netflix_title.netflix_genres,23
180,common.resource.annotations,181
182,tv.regular_tv_appearance.actor,35
183,film.film.music,184
185,music.artist.origin,186
187,film.music_contributor.film,114
188,common.webpage.topic,183
189,award.award_nominee.award_nominations,190
41,film.film.costume_design_by,191
76,award.award_nomination.award_nominee,192
14,award.award_nominated_work.award_nominations,193
194,film.film.country,27
43,award.award_nomination.award_nominee,195
196,common.webpage.topic,35
197,award.award_nomination.award_nominee,103
34,film.film.produced_by,129
198,type.property.schema,101
199,film.performance.film,55
200,film.film_regional_release_date.film,34
178,award.award_nomination.award_nominee,35
201,award.award_winner.awards_won,202
203,film.film.genre,204
205,people.person.nationality,27
206,film.performance.film,34
207,award.award_nominee.award_nominations,91
208,people.ethnicity.people,209
210,people.person.nationality,27
35,film.actor.dubbing_performances,211
212,film.film.written_by,18
213,media_common.netflix_title.netflix_genres,214
215,people.person.profession,216
175,people.person.gender,166
217,tv.tv_program.genre,63
34,film.film.starring,218
91,award.award_nomination.award_nominee,219
220,award.ranking.item,7
0,people.person.nationality,221
114,film.film.music,187
222,freebase.valuenotation.is_reviewed,1
223,rdf-schema#range,224
0,film.writer.film,34
51,people.deceased_person.place_of_burial,225
226,common.topic.notable_types,227
0,freebase.valuenotation.has_value,95
35,tv.tv_actor.guest_roles,228
229,people.ethnicity.languages_spoken,230
7,common.topic.webpage,144
231,organization.organization_founder.organizations_founded,232
35,tv.tv_actor.starring_roles,233
234,film.performance.actor,235
236,film.performance.actor,237
238,film.film.genre,239
34,film.film.rating,157
240,people.person.profession,59
109,film.personal_film_appearance.type_of_appearance,128
241,people.person.profession,216
242,people.ethnicity.geographic_distribution,243
244,film.performance.actor,245
246,tv.regular_tv_appearance.character,247
248,freebase.valuenotation.has_value,95
42,people.person.gender,166
249,tv.tv_character.appeared_in_tv_program,250
55,film.film.starring,251
34,film.film.starring,252
237,people.person.profession,59
253,people.person.languages,72
55,film.film.release_date_s,254
255,tv.tv_program.genre,23
55,film.film.starring,256
37,common.webpage.resource,257
146,media_common.netflix_title.netflix_genres,258
146,media_common.netflix_title.netflix_genres,259
260,common.webpage.in_index,261
262,tv.regular_tv_appearance.character,263
53,film.film.edited_by,264
53,media_common.netflix_title.netflix_genres,63
265,people.person.sibling_s,266
267,award.award_nomination.award_nominee,248
268,music.track_contribution.contributor,35
159,film.film.language,269
53,film.film.written_by,270
271,film.film.country,27
32,common.topic.notable_types,3
213,film.film.executive_produced_by,42
272,common.resource.annotations,273
55,film.film.language,274
248,freebase.valuenotation.has_value,5
275,award.award_winner.awards_won,276
47,film.person_or_entity_appearing_in_film.films,277
278,freebase.valuenotation.is_reviewed,279
280,location.location.people_born_here,51
212,film.film.starring,19
173,film.film.starring,281
282,film.film_casting_director.films_casting_directed,179
205,freebase.valuenotation.is_reviewed,17
