src,edge_attr,dst
0,base.gender.personal_gender_identity.gender_identity,1
2,award.award_category.nominees,3
4,award.award_winner.awards_won,5
6,sports.sports_team_roster.team,7
8,sports.sports_position.sport,9
10,people.profession.specializations,11
12,common.topic.notable_types,13
4,sports.sports_award_winner.awards,14
15,book.written_work.school_or_movement,16
7,sports.sports_team.location,17
1,medicine.risk_factor.diseases,18
19,people.person.profession,20
21,freebase.type_hints.included_types,22
23,sports.sports_award.award_winner,4
4,freebase.valuenotation.is_reviewed,24
25,common.topic.notable_types,26
20,people.profession.specializations,27
1,medicine.risk_factor.diseases,28
29,freebase.valuenotation.has_no_value,30
1,medicine.risk_factor.diseases,31
32,people.person.gender,1
33,medicine.disease.parent_disease,34
1,medicine.risk_factor.diseases,35
36,people.profession.specialization_of,10
16,common.topic.webpage,37
6,sports.sports_team_roster.player,4
17,base.biblioness.bibs_topic.subsumes,17
38,measurement_unit.dated_money_value.currency,39
4,people.person.sibling_s,40
41,common.topic.notable_for,42
43,olympics.olympic_medal_honor.medalist,44
12,people.profession.specialization_of,10
20,music.special_music_video_performance_type.special_music_video_performances,45
46,base.aareas.schema.administrative_area.administrative_children,17
47,common.image.size,48
10,common.topic.notable_types,13
49,medicine.disease.risk_factors,1
50,award.award_nomination.award,51
52,freebase.type_profile.published,53
54,people.cause_of_death.parent_cause_of_death,34
10,people.profession.specializations,55
10,people.profession.specializations,56
20,people.profession.specializations,57
15,book.written_work.original_language,58
1,base.gender.gender_identity.people,59
26,base.descriptive_names.names.descriptive_name,60
61,common.topic.notable_types,13
62,media_common.quotation.subjects,16
63,common.topic.notable_types,13
10,base.descriptive_names.names.descriptive_name,64
1,biology.hybrid_parent_gender.hybrids,65
66,book.book_subject.works,67
68,medicine.disease.symptoms,69
70,people.person.profession,26
71,base.gender.personal_gender_identity.gender_identity,1
10,people.profession.specializations,72
73,people.person.gender,1
20,music.special_music_video_performance_type.special_music_video_performances,74
4,award.award_nominee.award_nominations,75
4,sports.sports_award_winner.awards,76
77,people.person.ethnicity,16
78,award.award_honor.award_winner,4
1,common.topic.article,79
2,award.award_category.nominees,80
81,people.profession.specialization_of,10
4,award.award_nominee.award_nominations,3
82,freebase.valuenotation.is_reviewed,83
9,sports.sport.positions,84
85,basketball.basketball_player_stats.team,86
78,freebase.valuenotation.has_no_value,30
10,people.profession.specializations,87
88,music.music_video_performance.special_music_video_performance_type,20
70,freebase.valuenotation.is_reviewed,24
89,award.award_nominee.award_nominations,90
91,visual_art.art_period_movement.associated_artworks,92
3,freebase.valuenotation.has_no_value,93
94,type.property.schema,95
96,rdf-schema#range,97
20,base.descriptive_names.names.descriptive_name,98
38,measurement_unit.dated_money_value.source,99
100,award.award_honor.ceremony,101
23,sports.sports_award.season,102
10,people.profession.specializations,103
3,award.award_nomination.award_nominee,4
104,type.property.reverse_property,96
10,base.descriptive_names.names.descriptive_name,105
16,common.topic.webpage,106
5,freebase.valuenotation.has_no_value,107
10,common.topic.article,108
109,freebase.valuenotation.is_reviewed,24
110,common.image.appears_in_topic_gallery,4
20,common.topic.subject_of,111
112,olympics.olympic_games.participating_countries,17
1,medicine.risk_factor.diseases,113
114,award.award_nomination.ceremony,115
10,fictional_universe.character_occupation.characters_with_this_occupation,116
25,olympics.olympic_athlete.medals_won,43
73,freebase.valuenotation.has_value,83
52,freebase.type_profile.strict_included_types,22
117,common.topic.subjects,16
70,basketball.basketball_player.position_s,118
20,base.descriptive_names.names.descriptive_name,119
10,people.profession.specializations,120
32,freebase.valuenotation.is_reviewed,121
82,people.person.nationality,17
20,people.profession.specializations,122
1,biology.hybrid_parent_gender.hybrids,123
10,people.profession.specializations,124
125,celebrities.romantic_relationship.relationship_type,126
20,common.topic.subjects,127
128,people.person.parents,19
129,rdf-schema#range,10
130,base.firsts.first_achievement.category,16
131,freebase.type_profile.published,53
26,people.profession.corresponding_type,26
16,visual_art.art_subject.artwork_on_the_subject,132
16,book.school_or_movement.associated_works,133
134,people.person.nationality,17
