src,edge_attr,dst
0,common.topic.notable_for,1
2,finance.currency.countries_used,3
4,base.uncommon.topic.exceptions,5
6,location.administrative_division.second_level_division_of,7
8,base.uncommon.topic.exceptions,9
10,location.location.containedby,11
12,book.written_work.subjects,13
14,common.image.appears_in_topic_gallery,15
16,sports.sports_team.location,13
13,location.location.partiallycontains,17
7,location.location.partially_contains,18
8,base.uncommon.topic.exceptions,19
11,location.location.partially_containedby,13
20,type.type.expected_by,21
22,base.aareas.schema.administrative_area.administrative_area_type,4
23,common.topic.notable_types,20
24,base.rosetta.local_name.locale,25
24,base.rosetta.local_name.languoid,26
20,type.type.expected_by,21
27,language.language_family.languages,28
29,language.language_writing_system.languages,30
13,book.book_subject.works,31
32,organization.organization.place_founded,33
7,base.aareas.schema.administrative_area.administrative_children,34
35,location.location.containedby,13
4,base.uncommon.topic.exceptions,36
37,rdf-schema#range,20
10,location.location.containedby,3
13,location.country.first_level_divisions,10
38,base.ontologies.ontology_instance.equivalent_instances,39
40,base.aareas.schema.administrative_area.administrative_area_type,41
42,freebase.type_hints.included_types,43
7,location.country.second_level_divisions,44
45,language.language_family.languages,46
47,location.location.containedby,35
20,type.type.expected_by,21
48,base.uncommon.exception.involves,22
11,location.location.contains,49
50,language.language_family.sub_families,51
13,organization.organization_scope.organizations_with_this_scope,52
24,base.rosetta.local_name.locale,3
53,organization.organization.geographic_scope,13
13,location.location.containedby,54
20,type.type.expected_by,37
55,government.government_agency.jurisdiction,13
7,location.location.events,56
13,location.country.administrative_divisions,57
58,location.adjoining_relationship.adjoins,3
13,location.country.official_language,26
13,location.country.internet_tld,59
45,language.language_family.languages,23
7,organization.organization_scope.organizations_with_this_scope,60
61,base.uncommon.exception.involves,8
34,location.location.containedby,62
7,olympics.olympic_participating_country.olympics_participated_in,63
3,location.location.containedby,64
13,organization.organization_scope.organizations_with_this_scope,65
13,government.governmental_jurisdiction.agencies,66
13,government.governmental_jurisdiction.agencies,67
68,location.location.containedby,13
69,geography.river.basin_countries,7
70,government.government_position_held.governmental_body,71
25,base.biblioness.bibs_topic.subsumes,25
72,freebase.type_hints.included_types,43
13,location.country.first_level_divisions,73
74,location.location.containedby,7
75,base.aareas.schema.administrative_area.administrative_area_type,41
20,common.topic.article,76
77,common.webpage.in_index,78
8,base.uncommon.topic.exceptions,79
73,location.location.partially_contains,80
81,base.ontologies.ontology_instance_mapping.ontology,82
83,book.written_work.original_language,30
84,common.topic.article,85
25,sports.sport_country.multi_event_tournaments_participated_in,86
87,location.administrative_division.second_level_division_of,7
88,base.uncommon.exception.involves,8
89,location.location.containedby,3
90,organization.organization.geographic_scope,3
38,language.language_family.languages,91
92,government.government_agency.jurisdiction,13
7,base.aareas.schema.administrative_area.administrative_children,93
94,location.location.containedby,13
4,base.uncommon.topic.exceptions,95
7,location.country.official_language,30
50,language.language_family.sub_families,96
7,base.locations.countries.continent,64
97,language.human_language.writing_system,98
99,base.rosetta.rosetta_document.document_class,100
3,base.aareas.schema.administrative_area.pertinent_type,101
3,location.country.form_of_government,102
7,base.aareas.schema.administrative_area.administrative_area_type,103
104,base.uncommon.topic.exceptions,105
7,location.country.administrative_divisions,93
94,organization.organization.geographic_scope,13
106,location.location.containedby,11
13,organization.organization_scope.organizations_with_this_scope,107
7,base.biblioness.bibs_location.country,108
109,time.event.locations,13
110,government.government_position_held.jurisdiction_of_office,13
111,geography.river.basin_countries,13
4,base.uncommon.topic.exceptions,112
113,book.written_work.subjects,108
114,organization.organization.geographic_scope,13
41,freebase.type_hints.included_types,43
3,location.location.adjoin_s,58
115,base.uncommon.exception.involves,8
3,organization.organization_founder.organizations_founded,116
7,olympics.olympic_participating_country.olympics_participated_in,117
106,location.administrative_division.country,7
118,government.government_office_or_title.office_holders,119
120,location.location.containedby,121
122,olympics.olympic_participating_country.olympics_participated_in,123
50,common.topic.article,124
13,location.location.events,125
104,location.country.official_language,30
126,common.webpage.topic,13
13,sports.sport_country.athletes,127
128,book.written_work.subjects,108
20,type.type.expected_by,129
27,language.language_family.sub_families,130
131,base.aareas.schema.administrative_area.administrative_area_type,41
20,type.type.expected_by,37
132,language.language_family.sub_families,133
72,freebase.type_profile.kind,134
13,location.location.partiallycontains,135
7,location.country.administrative_divisions,136
7,location.country.administrative_divisions,137
11,location.location.partially_contained_by,138
7,location.country.administrative_divisions,139
20,freebase.type_profile.strict_included_types,43
71,government.governmental_body.members,119
13,book.book_subject.works,140
141,base.uncommon.exception.involves,4
13,book.book_subject.works,142
7,base.aareas.schema.administrative_area.administrative_children,137
15,common.topic.image,14
7,base.aareas.schema.administrative_area.administrative_children,131
143,location.location.containedby,7
144,government.form_of_government.countries,104
98,language.language_writing_system.child_writing_systems,145
13,government.governmental_jurisdiction.agencies,146
7,location.country.administrative_divisions,147
147,location.administrative_division.country,7
148,base.uncommon.exception.involves,4
3,location.location.partially_contains,111
10,base.uncommon.topic.exceptions,61
149,common.resource.annotations,150
7,location.country.second_level_divisions,151
7,base.uncommon.topic.exceptions,152
153,book.written_work.subjects,13
154,book.written_work.subjects,64
153,book.written_work.subjects,104
8,base.aareas.schema.administrative_area_type.pertains_to,13
11,location.location.contains,73
155,base.uncommon.exception.involves,13
20,type.type.expected_by,21
104,olympics.olympic_participating_country.olympics_participated_in,156
157,language.language_family.member_of_language_families,50
45,common.topic.article,158
159,book.written_work.subjects,13
116,organization.organization.founders,104
160,organization.organization.geographic_scope,7
80,location.location.partially_containedby,13
13,base.nobelprizes.nobel_subject_area.nobel_awards,161
8,base.uncommon.topic.exceptions,162
8,base.uncommon.topic.exceptions,163
104,freebase.valuenotation.is_reviewed,164
151,location.location.containedby,7
13,book.book_subject.works,165
20,type.type.expected_by,166
167,olympics.olympic_games.participating_countries,3
168,base.rosetta.languoid.child,26
20,type.type.expected_by,169
13,government.governmental_jurisdiction.agencies,170
104,olympics.olympic_participating_country.olympics_participated_in,63
138,location.partial_containment_relationship.partially_contained_by,13
171,organization.organization.geographic_scope,13
172,book.written_work.original_language,30
13,government.governmental_jurisdiction.governing_officials,173
8,base.uncommon.topic.exceptions,36
3,base.aareas.schema.administrative_area.administrative_area_type,103
174,base.uncommon.exception.involves,13
13,location.location.time_zones,175
176,language.language_family.sub_families,177
13,government.governmental_jurisdiction.governing_officials,70
20,type.type.expected_by,21
8,base.uncommon.topic.exceptions,61
22,location.location.containedby,13
178,common.topic.image,179
