src,edge_attr,dst
0,award.award_ceremony.nominees,1
2,award.award_ceremony.nominees,3
4,common.topic.webpage,5
6,location.location.events,7
8,common.webpage.topic,6
6,film.film_location.featured_in_films,9
10,book.book_subject.works,11
12,award.award_nomination.ceremony,13
14,common.topic.notable_types,15
16,rdf-schema#domain,17
10,location.location.contains,18
19,award.award_honor.ceremony,20
21,tv.tv_program.genre,22
10,location.location.contains,23
24,common.topic.notable_for,25
26,award.award_nomination.ceremony,0
2,award.award_ceremony.nominees,27
28,location.location.time_zones,29
30,base.wikipedia_infobox.settlement.area_code,31
32,award.award_nomination.ceremony,20
33,award.award_honor.ceremony,20
34,film.film.featured_film_locations,10
35,amusement_parks.ride.park,36
6,government.political_district.representatives,37
38,location.location.containedby,4
4,location.hud_foreclosure_area.total_90_day_vacant_residential_addresses,39
40,award.award_nomination.ceremony,13
41,freebase.type_hints.included_types,42
43,military.military_unit.place_of_origin,6
44,award.award_ceremony.nominees,45
6,fictional_universe.fictional_setting.characters_that_have_lived_here,46
20,award.award_ceremony.awards_presented,47
10,location.location.events,48
49,organization.organization.geographic_scope,30
50,award.award_nomination.ceremony,20
6,law.court_jurisdiction_area.courts,51
52,base.descriptive_names.names.descriptive_name,53
54,location.location.containedby,4
10,base.barbie.barbie_theme.dolls_with_this_theme,55
56,award.award_nomination.ceremony,2
4,location.statistical_region.population,57
58,location.location.partially_contained_by,59
60,award.award_ceremony.nominees,61
62,award.award_ceremony.nominees,63
64,location.location.containedby,28
6,government.political_district.representatives,65
66,organization.organization.geographic_scope,67
29,time.time_zone.day_dst_ends,68
2,award.award_ceremony.awards_presented,69
70,book.written_work.subjects,10
10,location.location.events,71
20,award.award_ceremony.awards_presented,72
73,tv.tv_program.seasons,74
4,common.topic.notable_for,75
76,award.award_nomination.ceremony,2
77,common.webpage.category,78
79,freebase.type_profile.kind,80
81,location.location.containedby,67
67,location.location.containedby,28
82,award.award_nomination.ceremony,13
62,award.award_ceremony.nominees,83
