src,edge_attr,dst
0,base.gender.personal_gender_identity.gender_identity,1
2,people.person.parents,3
4,location.statistical_region.population,5
6,location.country.first_level_divisions,7
8,tv.tv_series_season.series,9
6,base.locations.countries.states_provinces_within,10
11,base.aareas.schema.administrative_area.administrative_parent,6
12,common.topic.notable_types,13
4,location.location.containedby,14
15,common.topic.notable_types,16
4,location.location.people_born_here,17
18,base.schemastaging.athlete_salary.currency,19
1,medicine.risk_factor.diseases,20
10,base.locations.states_and_provences.country,6
6,base.aareas.schema.administrative_area.administrative_children,21
6,location.location.time_zones,22
6,location.country.administrative_divisions,23
24,measurement_unit.dated_money_value.currency,19
1,medicine.risk_factor.diseases,25
6,location.country.first_level_divisions,26
17,freebase.valuenotation.is_reviewed,27
6,location.country.administrative_divisions,7
26,location.administrative_division.first_level_division_of,6
1,medicine.risk_factor.diseases,28
29,medicine.disease.parent_disease,30
1,medicine.risk_factor.diseases,31
32,location.administrative_division.first_level_division_of,6
6,base.biblioness.bibs_topic.subsumes,6
6,base.aareas.schema.administrative_area.administrative_children,33
2,freebase.valuenotation.is_reviewed,34
12,people.profession.specialization_of,35
2,people.person.sibling_s,36
37,base.aareas.schema.administrative_area.administrative_children,6
38,base.biblioness.bibs_location.country,6
35,common.topic.notable_types,13
39,medicine.disease.risk_factors,1
40,base.aareas.schema.administrative_area.administrative_parent,6
11,location.administrative_division.first_level_division_of,6
41,base.biblioness.bibs_location.country,6
36,people.sibling_relationship.sibling,42
43,people.cause_of_death.parent_cause_of_death,30
44,location.location.containedby,6
1,base.gender.gender_identity.people,45
46,tv.tv_series_season.series,9
47,education.educational_institution.campuses,47
6,location.country.administrative_divisions,48
1,biology.hybrid_parent_gender.hybrids,49
50,sports.sports_team_roster.player,17
51,base.biblioness.bibs_location.country,6
4,location.statistical_region.population,52
53,medicine.disease.symptoms,54
38,location.administrative_division.country,6
55,people.person.children,2
12,fictional_universe.character_occupation.characters_with_this_occupation,56
57,base.gender.personal_gender_identity.gender_identity,1
17,american_football.football_player.games,58
4,location.statistical_region.population,59
17,base.schemastaging.athlete_extra.salary,60
61,base.locations.states_and_provences.country,6
62,location.location.containedby,6
6,location.country.administrative_divisions,63
12,freebase.type_profile.strict_included_types,64
41,location.administrative_division.country,6
42,common.topic.notable_for,65
1,common.topic.article,66
67,location.location.containedby,6
68,base.aareas.schema.administrative_area.administrative_parent,6
69,freebase.valuenotation.is_reviewed,70
67,base.biblioness.bibs_location.country,6
6,location.country.first_level_divisions,51
17,people.person.children,71
27,rdf-schema#range,16
34,type.property.reverse_property,27
6,location.country.administrative_divisions,72
12,type.type.expected_by,73
68,base.biblioness.bibs_location.country,6
24,measurement_unit.dated_money_value.source,74
75,location.administrative_division.first_level_division_of,6
76,location.administrative_division.first_level_division_of,6
77,freebase.valuenotation.is_reviewed,70
15,freebase.valuenotation.has_value,78
79,tv.tv_regular_personal_appearance.seasons,8
1,medicine.risk_factor.diseases,80
15,common.topic.notable_for,81
11,base.locations.states_and_provences.country,6
17,american_football.football_player.games,82
17,american_football.football_player.position_s,83
1,biology.hybrid_parent_gender.hybrids,84
61,sports.sports_team_owner.teams_owned,85
6,base.locations.countries.states_provinces_within,33
77,freebase.valuenotation.is_reviewed,86
6,location.country.first_level_divisions,87
4,common.topic.image,88
4,location.hud_foreclosure_area.bls_unemployment_rate,89
4,location.statistical_region.population,90
91,type.property.schema,64
6,base.biblioness.bibs_topic.is_really,6
12,type.type.properties,92
26,base.locations.states_and_provences.country,6
58,american_football.player_game_statistics.player,17
77,tv.tv_personality.tv_regular_appearances,93
94,people.sibling_relationship.sibling,42
12,type.type.expected_by,73
18,base.schemastaging.athlete_salary.team,85
1,medicine.risk_factor.diseases,95
2,freebase.valuenotation.has_no_value,96
97,rdf-schema#domain,16
98,location.administrative_division.country,6
6,base.locations.countries.states_provinces_within,23
99,tv.tv_series_season.series,9
1,medicine.risk_factor.diseases,100
101,base.biblioness.bibs_location.country,6
102,base.aareas.schema.administrative_area.administrative_parent,6
93,tv.tv_regular_personal_appearance.appearance_type,103
4,location.statistical_region.population,104
102,location.location.containedby,37
6,base.locations.countries.states_provinces_within,105
6,location.country.administrative_divisions,106
16,type.type.properties,107
6,base.aareas.schema.administrative_area.administrative_children,51
108,freebase.domain_profile.category,109
110,medicine.icd_9_cm_classification.parent_classification,110
47,education.educational_institution_campus.educational_institution,47
1,medicine.risk_factor.diseases,111
48,location.administrative_division.country,6
12,common.topic.article,112
2,freebase.valuenotation.is_reviewed,78
41,base.locations.states_and_provences.country,6
12,fictional_universe.character_occupation.characters_with_this_occupation,113
6,base.locations.countries.states_provinces_within,114
17,people.person.children,77
30,people.cause_of_death.parent_cause_of_death,30
115,base.aareas.schema.administrative_area.administrative_parent,6
4,location.statistical_region.population,116
1,medicine.risk_factor.diseases,117
6,base.locations.countries.states_provinces_within,118
1,medicine.risk_factor.diseases,119
120,location.administrative_division.country,6
9,tv.tv_program.seasons,99
6,location.country.administrative_divisions,38
6,base.locations.countries.states_provinces_within,121
122,freebase.valuenotation.has_value,123
72,location.administrative_division.first_level_division_of,6
124,base.biblioness.bibs_location.country,6
6,location.country.first_level_divisions,75
6,base.aareas.schema.administrative_area.administrative_children,118
6,base.aareas.schema.administrative_area.administrative_children,68
16,type.type.properties,34
16,type.type.properties,70
14,location.location.containedby,102
125,base.aareas.schema.administrative_area.administrative_parent,6
6,base.aareas.schema.administrative_area.administrative_children,48
126,location.administrative_division.country,6
127,freebase.type_profile.strict_included_types,64
1,base.gender.gender_identity.people,57
37,base.aareas.schema.earth.sovereign_domain.sovereign_state,6
128,common.topic.subjects,129
130,american_football.player_game_statistics.player,17
77,common.topic.notable_types,127
12,type.type.properties,131
132,base.aareas.schema.administrative_area.administrative_parent,6
6,location.country.first_level_divisions,33
133,location.location.containedby,6
6,base.locations.countries.states_provinces_within,125
87,base.biblioness.bibs_location.country,6
4,location.statistical_region.population,134
6,location.country.first_level_divisions,135
4,location.statistical_region.population,136
137,rdf-schema#domain,16
138,american_football.player_game_statistics.team,85
60,base.schemastaging.athlete_salary.team,85
1,biology.hybrid_parent_gender.hybrids,139
140,location.location.time_zones,22
141,people.place_lived.person,77
51,base.locations.states_and_provences.country,6
17,american_football.football_player.forty_yard_dash_time,142
6,base.locations.countries.states_provinces_within,143
144,base.gender.personal_gender_identity.gender_identity,1
145,freebase.valuenotation.has_no_value,146
93,tv.tv_regular_personal_appearance.seasons,99
17,american_football.football_player.games,147
