src,edge_attr,dst
0,film.film.country,1
2,music.album.genre,3
4,people.person.profession,5
6,film.performance.actor,4
7,film.film.edited_by,8
9,film.film_crew_gig.film,10
11,freebase.valuenotation.has_value,12
13,award.award_honor.ceremony,14
15,film.actor.film,16
17,media_common.media_genre.parent_genre,18
19,film.performance.character,20
21,film.performance.actor,15
22,people.person.gender,23
24,film.film.film_casting_director,25
24,film.film.other_crew,26
27,film.film.edited_by,28
29,music.track_contribution.contributor,30
31,award.award_nomination.nominated_for,32
33,influence.influence_node.influenced,34
35,people.sibling_relationship.sibling,36
37,broadcast.content.artist,38
39,influence.influence_node.influenced,40
41,influence.influence_node.influenced_by,42
43,film.film.production_companies,44
45,award.award_nomination.award_nominee,46
47,freebase.valuenotation.is_reviewed,48
49,common.webpage.topic,41
50,film.film.edited_by,8
51,film.director.film,52
53,award.award_category.winners,54
24,film.film.music,55
56,people.person.profession,57
58,film.film.starring,59
60,award.award_honor.ceremony,14
61,people.person.sibling_s,62
55,film.music_contributor.film,63
64,award.award_nominated_work.award_nominations,65
66,film.performance.film,67
68,film.film.produced_by,69
70,film.performance.film,63
71,media_common.netflix_title.netflix_genres,72
73,freebase.valuenotation.is_reviewed,12
74,film.film.starring,75
76,film.performance.film,77
78,film.performance.special_performance_type,79
55,freebase.valuenotation.is_reviewed,12
80,music.track_contribution.contributor,81
82,film.film_crew_gig.film,63
83,film.performance.character,84
46,film.actor.film,85
86,film.performance.film,67
87,film.film.written_by,81
63,film.film.release_date_s,88
89,film.film_regional_release_date.film,63
90,music.artist.album,91
92,people.person.profession,93
94,music.recording.artist,15
95,film.film_character.portrayed_in_films,96
97,music.track_contribution.role,98
43,film.film.genre,99
100,film.film.starring,101
102,film.film.language,103
104,people.profession.specialization_of,105
63,film.film.release_date_s,106
58,film.film.genre,18
107,award.award_honor.honored_for,24
108,people.person.profession,109
8,film.editor.film,50
110,music.recording.releases,2
10,common.topic.notable_for,111
112,film.film.genre,18
113,people.person.gender,23
114,film.film_crew_gig.film,67
115,base.biblioness.bibs_topic.subsumes,115
116,film.film.genre,117
118,award.award_honor.honored_for,10
119,film.performance.special_performance_type,79
61,base.cinemainspector.person_sign.star_sign,120
24,film.film.release_date_s,121
122,film.film.directed_by,73
123,film.performance.film,27
93,freebase.type_profile.strict_included_types,124
125,people.person.profession,93
126,film.performance.actor,127
31,award.award_nomination.nominated_for,43
128,film.performance.film,10
129,people.marriage.spouse,113
130,people.person.sibling_s,35
131,award.award_nomination.ceremony,14
67,common.topic.article,132
34,influence.influence_node.influenced_by,133
134,music.engineer.tracks_engineered,135
24,film.film.other_crew,136
10,film.film.costume_design_by,137
138,freebase.valuenotation.has_value,48
139,music.recording.releases,2
5,common.topic.notable_types,140
141,film.performance.character,142
143,film.film.written_by,15
15,music.artist.track,144
55,film.music_contributor.film,24
145,award.award_honor.award_winner,15
146,film.film_crew_gig.film,10
113,people.person.profession,109
147,film.film_regional_release_date.film,63
63,film.film.starring,148
47,common.topic.notable_types,149
150,influence.influence_node.influenced,38
151,film.film_regional_release_date.film,24
152,people.person.nationality,1
113,common.topic.notable_types,153
154,music.recording.releases,2
155,film.film.genre,156
157,music.recording.contributions,158
159,award.award_nominee.award_nominations,160
161,film.film_production_designer.films_production_designed,162
163,rdf-schema#range,93
164,freebase.type_profile.strict_included_types,165
108,freebase.valuenotation.is_reviewed,166
27,film.film.country,1
167,people.person.profession,109
122,film.film.costume_design_by,168
169,freebase.valuenotation.is_reviewed,48
170,freebase.valuenotation.is_reviewed,171
52,freebase.valuenotation.is_reviewed,172
173,common.topic.notable_types,174
175,music.track_contribution.track,157
176,common.webpage.topic,58
177,media_common.netflix_title.netflix_genres,178
67,film.film.other_crew,179
24,film.film.other_crew,180
181,award.award_category.winners,182
183,film.film_regional_release_date.film,63
184,base.popstra.product_choice.product,185
40,freebase.valuenotation.is_reviewed,171
63,film.film.starring,186
177,film.film.film_casting_director,187
188,award.award_category.winners,189
190,people.person.profession,109
63,film.film.release_date_s,191
192,film.performance.film,155
193,film.performance.film,63
194,freebase.valuenotation.is_reviewed,166
195,common.webpage.topic,90
196,film.film.genre,18
197,film.film.subjects,198
199,people.person.profession,200
155,film.film.starring,141
15,award.award_winner.awards_won,145
201,film.performance.special_performance_type,79
202,common.topic.notable_types,203
204,music.album.album_content_type,205
206,film.performance.special_performance_type,79
207,freebase.valuenotation.has_value,208
30,film.music_contributor.film,10
10,award.award_winning_work.awards_won,209
210,freebase.valuenotation.is_reviewed,166
211,common.topic.notable_types,149
212,film.performance.film,213
