src,edge_attr,dst
0,base.gender.personal_gender_identity.gender_identity,1
2,location.statistical_region.population,3
4,american_football.football_player.rushing,5
2,location.citytown.postal_codes,6
7,common.topic.notable_types,8
2,location.location.contains,9
1,medicine.risk_factor.diseases,10
2,location.location.people_born_here,11
12,freebase.type_hints.included_types,13
4,american_football.football_player.passing,14
15,common.topic.notable_for,16
4,tv.tv_program_guest.appeared_on,17
2,location.location.people_born_here,18
19,award.award_category.nominees,20
1,medicine.risk_factor.diseases,21
22,award.award_ceremony.awards_presented,23
24,freebase.type_profile.published,25
26,people.sibling_relationship.sibling,4
1,medicine.risk_factor.diseases,27
28,people.person.gender,1
29,medicine.disease.parent_disease,30
1,medicine.risk_factor.diseases,31
11,people.person.nationality,32
33,base.visleg.collaborative_participation.role,34
2,common.topic.webpage,35
32,base.biblioness.bibs_topic.subsumes,32
36,american_football.player_passing_statistics.season,37
7,people.profession.specialization_of,38
39,american_football.player_passing_statistics.season,37
38,common.topic.notable_types,8
40,medicine.disease.risk_factors,1
41,people.cause_of_death.parent_cause_of_death,30
1,base.gender.gender_identity.people,42
43,american_football.player_game_statistics.player,4
1,biology.hybrid_parent_gender.hybrids,44
45,american_football.player_game_statistics.season,37
46,medicine.disease.symptoms,47
7,fictional_universe.character_occupation.characters_with_this_occupation,48
49,base.gender.personal_gender_identity.gender_identity,1
4,book.author.works_written,50
7,freebase.type_profile.strict_included_types,13
4,sports.sports_award_winner.awards,51
52,freebase.valuenotation.is_reviewed,53
4,american_football.football_player.passing,54
1,common.topic.article,55
56,american_football.player_game_statistics.team,57
2,location.statistical_region.population,58
4,people.person.gender,1
59,sports.sports_award.award,60
2,location.location.people_born_here,61
2,location.location.people_born_here,62
63,rdf-schema#range,64
65,people.person.gender,1
66,type.property.reverse_property,63
4,award.award_nominee.award_nominations,67
68,base.ontologies.ontology_instance.equivalent_instances,69
70,education.education.student,4
7,type.type.expected_by,71
4,american_football.football_player.games,72
2,location.location.people_born_here,73
2,location.statistical_region.population,74
4,american_football.football_player.rushing,75
1,medicine.risk_factor.diseases,76
77,american_football.player_game_statistics.season,37
4,american_football.football_player.passing,78
4,american_football.football_player.passing,79
1,biology.hybrid_parent_gender.hybrids,80
81,tv.tv_program.country_of_origin,32
82,american_football.player_passing_statistics.season,37
2,location.location.people_born_here,83
2,location.location.people_born_here,84
85,common.topic.notable_types,7
2,location.location.people_born_here,86
87,award.award_nomination.award,88
67,award.award_nomination.ceremony,89
2,location.statistical_region.population,90
91,award.award_honor.award,92
93,location.location.containedby,2
94,people.person.parents,4
32,base.biblioness.bibs_topic.is_really,32
7,type.type.properties,95
96,award.award_category.nominees,97
7,type.type.expected_by,71
26,people.sibling_relationship.sibling,98
1,medicine.risk_factor.diseases,99
1,medicine.risk_factor.diseases,100
101,freebase.valuenotation.has_no_value,102
103,type.property.expected_type,104
4,people.person.profession,38
22,award.award_ceremony.awards_presented,105
4,people.person.profession,7
106,education.education.student,4
107,sports.sports_team.sport,108
109,medicine.icd_9_cm_classification.parent_classification,109
110,sports.sports_team.sport,108
1,medicine.risk_factor.diseases,111
112,common.image.appears_in_topic_gallery,113
114,common.topic.image,112
2,location.statistical_region.population,115
7,common.topic.article,116
2,location.location.people_born_here,117
118,american_football.player_game_statistics.player,4
119,common.webpage.topic,68
7,fictional_universe.character_occupation.characters_with_this_occupation,120
52,people.person.profession,38
30,people.cause_of_death.parent_cause_of_death,30
121,location.administrative_division_capital_relationship.capital,2
122,people.person.gender,123
124,american_football.player_rushing_statistics.player,4
2,location.statistical_region.population,125
1,medicine.risk_factor.diseases,126
32,base.locations.countries.states_provinces_within,127
1,medicine.risk_factor.diseases,128
28,freebase.valuenotation.is_reviewed,129
130,people.person.nationality,32
131,american_football.player_passing_statistics.team,57
68,common.topic.webpage,132
32,base.aareas.schema.administrative_area.administrative_children,127
133,freebase.valuenotation.has_no_value,134
64,type.type.properties,66
64,type.type.properties,129
4,american_football.football_player.passing,131
135,people.person.gender,1
1,base.gender.gender_identity.people,49
81,award.recurring_competition.individual_competitions,136
123,common.topic.subjects,137
4,american_football.football_player.rushing,138
2,location.location.contains,139
7,type.type.properties,140
4,people.person.profession,141
5,american_football.player_rushing_statistics.team,57
142,people.place_lived.location,127
143,american_football.player_rushing_statistics.team,57
144,religion.religion.founding_figures,65
145,american_football.player_game_statistics.player,4
73,freebase.valuenotation.is_reviewed,146
147,american_football.player_passing_statistics.player,4
148,freebase.valuenotation.has_value,149
1,biology.hybrid_parent_gender.hybrids,150
151,location.location.contains,2
152,people.person.parents,4
153,american_football.player_passing_statistics.season,37
2,location.location.people_born_here,154
155,base.gender.personal_gender_identity.gender_identity,1
156,people.place_lived.location,2
157,tv.tv_regular_personal_appearance.person,4
1,medicine.risk_factor.diseases,158
52,people.person.profession,141
135,people.person.nationality,32
1,base.gender.gender_identity.people,159
160,base.gender.personal_gender_identity.gender_identity,1
4,people.person.children,161
68,common.topic.webpage,162
51,sports.sports_award.season,163
164,people.person.parents,4
1,medicine.risk_factor.diseases,165
166,education.educational_institution.campuses,166
113,freebase.list.related_type,64
4,people.person.profession,34
167,people.marriage.type_of_union,168
63,type.property.schema,64
4,american_football.football_player.rushing,169
170,american_football.player_game_statistics.player,4
171,freebase.valuenotation.has_value,66
4,american_football.football_player.games,172
59,sports.sports_award.award_winner,4
114,people.person.nationality,32
130,people.person.gender,1
2,location.location.people_born_here,173
2,location.location.people_born_here,174
4,tv.tv_program_guest.appeared_on,175
