src,edge_attr,dst
0,fictional_universe.fictional_character.education,1
2,base.schemastaging.context_name.pronunciation,3
2,periodicals.newspaper_circulation_area.newspapers,4
5,freebase.valuenotation.is_reviewed,6
2,location.country.first_level_divisions,7
8,type.type.expected_by,9
2,location.statistical_region.lending_interest_rate,10
11,book.author.book_editions_published,12
2,base.locations.countries.states_provinces_within,13
2,periodicals.newspaper_circulation_area.newspapers,14
11,people.person.place_of_birth,15
16,base.aareas.schema.administrative_area.administrative_parent,2
17,medicine.disease.risk_factors,18
2,location.statistical_region.merchandise_trade_percent_of_gdp,19
2,location.statistical_region.net_migration,20
2,sports.sports_team_location.teams,21
2,location.statistical_region.trade_balance_as_percent_of_gdp,22
2,location.statistical_region.consumer_price_index,23
24,sports.competitor_competition_relationship.country,2
25,government.government_position_held.district_represented,2
26,location.country.first_level_divisions,27
2,location.statistical_region.religions,28
2,location.statistical_region.co2_emissions_per_capita,29
5,location.administrative_division.country,2
2,location.statistical_region.trade_balance_as_percent_of_gdp,30
2,location.location.time_zones,31
32,film.personal_film_appearance.person,11
33,sports.competitor_competition_relationship.tournament,34
11,book.author.book_editions_published,35
36,sports.sports_team.location,2
37,location.location.containedby,38
2,periodicals.newspaper_circulation_area.newspapers,39
40,fictional_universe.fictional_character.place_of_birth,2
41,fictional_universe.fictional_character.place_of_birth,2
42,fictional_universe.fictional_character.place_of_birth,2
43,location.location.time_zones,31
2,location.statistical_region.military_expenditure_percent_gdp,44
45,fictional_universe.fictional_character.gender,46
13,base.locations.states_and_provences.country,2
42,common.topic.notable_types,47
11,book.author.works_written,48
49,theater.theater_role.role,50
8,type.type.expected_by,51
2,base.aareas.schema.administrative_area.administrative_children,52
2,olympics.olympic_participating_country.olympics_participated_in,53
54,location.partial_containment_relationship.partially_contained_by,2
2,location.statistical_region.high_tech_as_percent_of_manufactured_exports,55
56,film.personal_film_appearance.person,11
2,location.country.administrative_divisions,57
58,fictional_universe.fictional_character.gender,18
59,book.newspaper.circulation_areas,2
60,award.award_nomination.award_nominee,11
50,fictional_universe.fictional_character.medical_conditions,61
2,location.country.first_level_divisions,62
2,location.country.administrative_divisions,7
62,location.administrative_division.first_level_division_of,2
63,location.location.time_zones,64
18,biology.hybrid_parent_gender.hybrids,65
