node_id,node_attr
0,m.0cnnryq
1,schenectady
2,schenectady county
3,g.11x1h1ryl
4,franklin school
5,new york
6,m.0hjr3fs
7,m.0102nfg6
8,proctors
9,city/town/village
10,m.010h5200
11,vale cemetery and vale park
12,m.0hjr3h9
13,"united states census bureau, population"
14,m.0jsfkgw
15,12308
16,eastern time zone
17,g.125bn2wcf
18,airport
19,location
20,schenectady city hall
21,g.1259ltzvr
22,topic
23,12345
24,g.1257544g3
25,m.05gdzp7
26,m.0102n8bc
27,union college
28,union dutchwomen ice hockey
29,g.11x1djj_g
30,james s. casey
31,delanson
32,united states of america
33,nott memorial
34,m.05h67l9
35,g.11x1hzl45
36,m.03jq5p5
37,frank bailey field
38,g.1259m5bjt
39,newspaper
40,m.0hjr3hs
41,statistical region
42,m.06_mwc7
43,g.11x1d0w7r
44,postal code
45,schenectady county community college
46,m.0k7bcrk
47,g.12b01rvsd
48,m.0101dfvn
49,from
50,us post office-schenectady
51,m.07s3wdt
52,g.11x1lpxql
53,robert furman
54,m.0hjr3dp
55,scotia
56,glenville
57,m.0bh561v
58,brandywine avenue school
59,m.0g57bx3
60,mohawk bridge
61,m.06zwp1w
62,12306
63,m.03dv1_n
64,12302
65,g.125h4qx5m
66,m.0102p00n
67,fela!
68,aerial view of schenectady
69,foster building
70,m.07s43z_
71,12307
72,schenectady armory
73,tudor revival architecture
74,g.1256p98jw
75,g.11x1fk6vr
76,g.11x1dm8w3
77,ellis hospital school of nursing
78,m.0cpzx40
79,m.0cp_z37
80,m.0hjr3j7
81,m.0hlrry5
82,stockade historic district
83,m.06zxx_s
84,cabaret
85,m.066h0kz
86,m.0cnp7bz
87,m.0cp_64h
88,official website
89,g.11x1k_dfs
90,"albany-schenectady-troy, ny metropolitan statistical area"
91,gary mccarthy
92,general electric research laboratory
93,m.02z2hnx
94,the daily gazette
95,m.0fpsm9d
96,schenectady county airport
97,g.125bd4q_0
98,g.11btv6v6sm
99,m.03dv207
100,m.0hlrrvh
101,m.0j62c65
102,m.0hlrrz2
103,m.05h64zc
104,m.01156x6j
105,m.0hlrrxh
106,m.0h78rjb
107,m.058lw8r
108,m.03lmr92
109,rotterdam
110,m.0704037
111,schenectady county public library central library
112,venue
113,modern welding school
114,m.0k7c6c_
115,12309
116,m.0j9g3wp
117,postal codes
118,m.05h67l2
119,g.125bwlwcl
120,m.0hlrrv7
121,irving langmuir house
122,1975 view of house
123,g.11x1h4x2t
124,henry glen
125,m.0102mfnh
126,alonzo c. paige
127,m.0jvvp_3
128,time zone
129,inanimate
130,m.0wm_5h1
131,basic title
132,g.11x1d4n38
133,schenectady county public library
134,g.11x1mrks8
135,pattersonville-rotterdam junction
136,m.011lvjc_
137,schenectady high school
138,g.1254xp3nf
139,m.0hjr3f3
140,h. s. barney building
141,g.11btv6s0l_
142,g.12564tqht
143,james knox taylor
144,achilles rink
145,ernst alexanderson
146,william d. coolidge
147,definition
148,m.0k7c3zw
149,m.066h0jg
150,nottmemorialhall habs view1 cropped
151,12304
152,m.058lw2n
153,m.0102mmlb
154,guys & dolls
155,m.0hlrryf
156,m.0k7k53m
157,chicago
158,college/university
159,international tuition
160,m.012z3l2r
161,m.010h51zj
162,m.0jt07kz
163,m.0k7bdl0
164,m.09hzj9h
165,structure
166,public school
167,g.11x1j4_x7
168,m.010rnll5
169,m.0j8t7m3
170,g.11x1jnmvh
171,m.0hlrrx1
172,us county
173,m.011ckkfd
174,12305
175,m.0k7k4sz
176,m.06zwkfr
177,m.03jqcq9
178,m.0kgnw5n
179,m.0hzv_hs
180,m.0dt436
181,bridge
182,m.011ckjwd
183,m.05h65gb
184,m.011ckk64
185,m.046xtqt
186,alpha delta phi
187,m.03bnd2c
188,royal blue
189,g.11x1khwnz
190,the van dyck restaurant & lounge
191,g.12551381z
192,bayou cafe
193,g.125bv1wbt
194,g.125dc4n3j
195,m.0n0tmdf
196,moon and river cafe
197,g.12b028wzq
198,m.0cnn0cb
199,m.07s74lc
200,g.11x1djgpc
201,state school
202,published
203,g.125b422w0
204,m.010kk9vk
205,m.06_mwcq
206,m.0hjr3f_
207,"union college's nott memorial, one of the most recognized buildings in schenectady"
208,m.066h0l4
209,thomas w. lamb
210,m.03jqfh6
211,m.06zwk9f
212,officeholder
213,abstract
214,m.07d_zhs
215,g.11x1gp5m8
216,m.0k817gp
217,m.0jkpyfv
218,g.125crcfls
219,m.0k7dmbt
220,m.0hlrrx8
221,m.0k0mgw2
222,building
223,national
224,m.070403r
225,g.11x1hn1vk
226,general electric realty plot
227,m.07s6h41
228,m.0k7c15z
229,m.0kkxd9
230,central fire station
231,g.12vqh48jf
232,g.11x1fdjdb
233,patriot
234,m.066h0gl
235,south pacific
236,g.11x1kprcq
237,"niskayuna (cdp), new york"
238,g.1256kn32n
239,m.07d_zkf
240,m.09hzj9b
241,clarkson nott potter
242,m.03b_f_b
243,m.07f6345
244,m.0102mm3b
245,memphis
246,m.0hjr3gn
247,mayor
248,m.07f633z
249,number of postgraduates
250,g.11x1l7qp3
251,m.0j44rkj
252,listed site
253,oswald d. heck
254,m.0kflg9
255,m.0wmb9nl
256,william k. fuller
257,m.0114s4js
258,g.12b0209w6
259,m.0k7hjdl
260,m.0cn1gtq
261,m.056_b2l
262,g.11x1jmb4h
263,m.058lwgh
264,m.066h0gs
265,m.0cn1h5l
266,classical revival
267,m.022nz1y
268,m.05h64zq
269,into the woods
270,m.0k7hrn3
271,m.0cnp6fz
272,m.0wn1tl0
273,m.010h51_h
274,m.04_7bxw
275,union graduate college
276,duane lake
277,g.1259f0k4h
278,g.1259t82r4
279,"office, position, or title"
280,m.0_f47k0
281,g.1255xlnq7
282,m.0hlrrz_
283,12301
284,m.0_f46l9
285,m.05gdzpp
286,schenectady county / county place 3609399999
287,m.0h6kt_3
288,m.066h0h4
289,m.0hjr3jp
290,m.07f634v
291,united states department of housing and urban development
292,state
293,g.11b66k1kp4
294,m.07d_zgz
295,12303
296,m.058lwmk
297,m.0hjr3h_
298,garnet
299,pinhead susan's
300,m.0xn7c04
301,union street historic district
302,samuel p. jackson
303,m.0102my32
304,crazy for you
305,m.0hjr3df
306,m.058lwr7
307,m.066h0j8
308,m.010kkbry
309,dated location
310,g.1q6bk9d2b
311,m.0dg9x0v
312,g.11x1g17tn
313,union college dutch
314,m.0hjr3dx
315,thomas c. brown
316,m.070403k
317,m.06_m2rs
318,m.07f6351
319,colonial revival architecture
320,g.1255s3_xv
321,m.07f634d
322,m.066h0k6
323,school
324,m.0k7cc5z
325,m.0hlrryw
326,m.012r346s
327,m.0hjr3k3
328,legally blonde
329,g.11x1ksy8t
330,g.11x1cpwg4
331,m.0k7c2n3
332,g.11bymn9m77
333,graduate or professional educational institutions
334,g.11x1jm8qq
335,m.0bld6_y
336,m.04grgq7
337,m.0hjr3kb
338,neoclassicism
339,m.0102my3v
340,elston hall
341,g.12570x1g1
342,m.03hc_rb
343,m.011x4lp6
344,georgian
345,frank wickware
346,m.0jtm_rz
347,m.02ccqm
348,significant
349,m.05gdzpg
350,m.0j9g3yb
351,metroland
352,m.011nbp0r
353,m.07d_zg3
354,g.11x1c_yf_
355,m.045j085
356,g.125926g14
357,g.11x1dyxvd
358,m.0hjr3jg
359,irving langmuir house 2008
360,m.0hjr3ck
361,m.0hlrryn
362,m.064ng2p
363,demolition
364,m.066h0ks
365,"view from south, 2008"
366,m.0cp_g14
367,m.066h0kd
368,agent
369,hair
370,duanesburg
371,m.0hjr3c3
372,m.0h6_hc5
373,m.0_f42dx
374,sigma phi
375,m.0v1k0qw
376,shs
377,m.0hjr3g6
378,union dutchmen and dutchwomen
379,m.0hlrrzs
380,g.11x1jm8qp
381,m.0h6mk6b
382,blue
383,m.0jth909
384,m.05h65gk
385,g.11x1g2rfh
386,g.125f5ff7_
387,m.0dg9wwg
388,m.0_f_pz3
389,12325
390,m.01013009
391,edward tuckerman potter
392,m.066h0hq
393,timezoneswest
394,g.11x1fk7rt
395,g.11x1l2n9x
396,m.0clsz2c
397,g.125fmlxn3
398,m.0h6kv8_
399,ge schenectady
400,m.011jtngz
401,proctorsschenectady
402,chick evans
403,m.03dv1_x
404,g.11x1djg3j
405,g.12b028wzn
406,m.0k6l90h
407,m.0102nd37
408,union subpg logo
409,m.0g54bdb
410,m.07d_zfk
411,m.0pqstrl
412,m.0hjr3fk
413,m.011f9yg3
414,m.07s60nz
415,m.0102mhrk
416,m.0z8jkhv
417,m.0fdpm
418,m.0sw3sm0
419,m.0kdpv5y
420,m.0hlrrvw
421,kappa alpha society
422,m.0k90s3h
423,m.02z7gxy
424,m.0cnpsz8
425,m.0102mw_6
426,m.066h0kl
427,m.0cltwp4
428,m.0_f_ptl
429,private university
430,m.07_3skf
431,m.045kh6p
432,m.011nr3__
433,m.0hjr3cs
434,headquarters
435,m.066h0jv
436,liberal arts college
437,m.058lw1c
438,m.0hlrrwd
439,m.06_myq4
440,g.11x1kqpnh
441,g.12558rr3f
442,g.11x1k05x7
443,g.12586lv8k
444,m.06_mypz
445,m.0hlrr_6
446,m.0j8t7n3
447,m.07d_zdq
448,g.12b01rvsc
449,m.012_74vb
450,m.0k8t4m3
451,m.0hlrrxz
452,mariaville lake
453,m.03dv1zg
454,m.010h51y0
455,m.0bw_sg_
456,m.066h0gz
457,g.125b9qw77
458,fosse
459,william appleton potter
460,m.032794
461,g.1yl5hxg5l
462,m.0h77zhy
463,m.0wh_mkk
464,m.0dj08v3
465,g.12575gm14
466,m.0105y_05
467,mayor of schenectady
468,first presbyterian church and lewis pintard lewis house (new york)
469,g.11x1j4z_t
470,g.125_rxy8r
471,m.0hjr3c_
472,ernst julius berg
473,m.0k978m
474,m.026f0b_
475,eliphalet nott
476,m.03dv1_3
477,town
478,g.125bxt773
479,m.0g53fqw
480,schenectadycityhallfront
481,m.011m9jg_
482,m.011ckjyy
483,m.066h0hx
484,m.0h6zln2
485,g.11x1mck4j
486,m.0h746qv
487,g.11x1h6qgf
488,m.0k7c4_z
489,m.07f6357
490,m.0k7qtrg
491,m.012_976x
492,g.11x1dzv1n
493,g.11x1m7ww7
494,m.0hjr3cb
495,m.0d301n1
496,east glenville
497,schenectady general electric plant 9july2006
498,m.07skylq
499,m.0hjr3gf
500,g.11x1jsdsn
501,m.0k7bd3s
502,g.11x1k_vzv
503,g.1256s0tyy
504,m.066h0k0
505,m.0x1400r
506,m.04mxsxj
507,m.0hlrrzj
508,m.0hjr3h2
509,g.11x1h_zx_
510,g.11x1l35fx
511,g.1255lz9ln
512,m.06_mwcj
513,m.0_f43zv
514,m.066h0hb
515,irving langmuir
516,g.12595dfp5
517,m.07f634m
518,m.0k7c1xn
519,city of angels
520,m.04d8b5h
521,m.08qs14
522,g.1256b8wpy
523,g.125dz7hgn
524,m.09s669n
525,beaux-arts architecture
526,m.0hjr3d6
527,m.0k8xpql
528,m.0hjr3fb
529,m.0whwyh4
530,m.0hlrrxq
531,m.011tz0b1
532,m.0111t6pl
533,m.0hjr3gw
534,g.12b01q490
535,white
536,m.04lrm_v
537,g.11b66fk06n
538,g.12590js_8
539,m.0hjr3jx
540,m.066h0jn
541,m.0hlrrz9
542,unionsquareatomicclock
543,m.011ckj_k
544,m.03dv20f
545,capital district
546,g.1258514c_
547,g.11x1cm625
548,g.12vqj40mm
549,g.1255l11s_
550,initial design and construction of mohawk bridge
551,m.0k83440
552,g.125b6pgr_
553,m.07s5n5f
554,m.0h6kv7z
555,m.05h8s7v
556,m.040c61
557,second sunday in march
558,cemetery
559,g.11x1d7rvb
560,nottmemorialpano
561,m.0h6_hbz
562,m.0n674t5
563,mohawk valley airport
564,m.011jt6z3
565,m.0_f43sk
