node_id,node_attr
0,marlborough house
1,george v
2,m.02_1x1x
3,male
4,george vi
5,m.0b7cg_1
6,children
7,m.0b6v3xt
8,british raj
9,grand duchess olga nikolaevna of russia
10,the file on the tsar
11,m.04zn00x
12,m.0rq7hr1
13,church of england
14,m.04yv1gx
15,"anne innes-ker, duchess of roxburghe"
16,female
17,house of windsor
18,jeremy lascelles
19,hugh may
20,3304966.jpg
21,mary of teck
22,"formal portrait, circa 1940–46"
23,m.0bntzqm
24,m.04z5x9f
25,anglican diocese of worcester
26,windsor castle
27,edward blore
28,india
29,english language
30,devonshire house ball
31,adolph de meyer
32,edward viii of the united kingdom
33,canada
34,m.04lsxx7
35,house of saxe-coburg and gotha
36,portugal
37,m.02wrstp
38,m.0k6ll25
39,"prince george, duke of kent"
40,diocese of bradford
41,king of the united kingdom
42,m.0669tqt
43,m.0wc1zg4
44,"prince henry, duke of gloucester"
45,m.05t6f2d
46,"charles, prince of wales"
47,anglicanism
48,euthanasia
49,"alexei nikolaevich, tsarevich of russia"
50,m.0gx94fw
51,m.0cr6yb3
52,edward vii
53,prince george of cambridge
54,noble person
55,transient ischemic attack
56,"albert, prince consort"
57,united kingdom
58,m.0663r5b
59,location
60,topic
61,buckingham palace
62,m.0djwn35
63,alexandra feodorovna
64,m.0dl8pjq
65,him/herself
66,g.1258kfqkb
67,a message to the children of the empire
68,zara phillips
69,m.0_bc8zb
70,tourist attraction
71,elizabeth ii
72,tuvalu
73,435px-edward_vii_uk_and_successors.jpg
74,john buchan
75,place of birth
76,kingroyals1927
77,gout
78,person
79,lady randolph churchill
80,barrett's esophagus
81,abdominal aortic aneurysm
82,cardiovascular disease
83,prostate cancer
84,gender
85,m.05st_46
86,yekaterinburg
87,nicholas ii of russia
88,the kitchen boy: a novel of the last tsar
89,m.0116084g
90,m.04hxg9f
91,frogmore
92,"prince arthur, duke of connaught and strathearn"
93,ferdinand ii of portugal
94,m.0cr6ybf
95,m.0bntznf
96,order of the british empire
97,m.05yvnxs
98,film character
99,m.04yvynk
100,m.09jxjtw
101,"princess alice, duchess of gloucester"
102,london
103,australia
104,diocese of lincoln
105,queen elizabeth the queen mother
106,m.0dlbjr9
107,epilepsy
108,william de st croix
109,m.0b7f41x
110,anglican diocese of liverpool
111,m.05gmcq6
112,"princess margaret, countess of snowdon"
113,"david armstrong-jones, viscount linley"
114,anglican diocese of peterborough
115,m.04szmg6
116,prince john of the united kingdom
117,heart attack
118,3304944.jpg
119,m.0hdyg8_
120,bonar law
121,laryngeal cancer
122,the woman i love
123,m.0j2dnhm
124,m.07n73w_
125,"archibald primrose, 5th earl of rosebery"
126,"george windsor, earl of st andrews"
127,"prince edward, duke of kent"
128,"louise, princess royal"
129,3304937.jpg
130,alessei
131,boris iii of bulgaria
132,"st george's chapel, windsor castle"
133,william vertue
134,m.0j7v__g
135,m.0chgsx
136,m.0v8z5hl
137,parkinson's disease
138,seborrheic dermatitis
139,h. d. deve gowda
140,parents
141,m.0dlbhb4
142,governor-general
143,nicholas and alexandra
144,the fall of the romanov dynasty
145,m.02_98hd
146,leopold ii of belgium
147,city of westminster
148,christian ix of denmark
149,house of glücksburg
150,"katharine, duchess of kent"
151,janey sevilla callander
152,murder
153,homicide
154,officer of the order of the british empire
155,m.0zwh27p
156,m.0dlblbn
157,"prince richard, duke of gloucester"
158,"princess alice, countess of athlone"
159,england
160,m.04yw7pk
161,pretendre
162,b. p. mandal
163,"alfred, duke of saxe-coburg and gotha"
164,jagjivan ram
165,spouse
166,spouse (or domestic partner)
167,m.09klvtj
168,opencyc
169,university of leeds
170,"prince andrew, duke of york"
171,princess eugenie of york
172,m.05st_50
173,m.0wf8gw6
174,barbados
175,constitutional monarchy
176,diocese of west yorkshire and the dales
177,m.0cpk4g3
178,battle of kohima
179,m.04yyv_4
180,m.05zpq8
181,m.05sv1n3
182,diocese of oxford
183,m.0b48rrh
184,king george v school
185,m.040prlb
186,alexandra of denmark
187,governor general of canada
188,tanit lee lascelles
189,m.0_bdtgy
190,type of union
191,marriage
192,m.0_b85km
193,saint vincent and the grenadines
194,"a message to the empire, part 1"
195,"anne, princess royal"
196,queen alexandra and dowager empress maria.jpg
197,m.0b7m_d0
198,ipatiev house
199,m.07snlgj
200,m.0dlblcw
201,leopold i of belgium
202,monarch
203,giles downes
204,m.0wc1xfv
205,lung cancer
206,lady sarah chatto
207,m.0hpp_x8
208,king george stakes
209,m.0j6p0cw
210,brisbane
211,m.0gvvznc
212,archdeacon of dudley
213,m.0bntz7g
214,country
215,friedhelm konietzka
216,m.05gmcqg
217,order of the thistle
218,hotel
219,m.05fds7p
220,height
221,m.0cmxrkv
222,m.02wrstx
223,diocese of blackburn
224,"reginald brett, 2nd viscount esher"
225,peter and paul cathedral
226,gina hope
227,fictional character
228,matilde plantagenet
229,belize
230,m.0wj23nt
231,m.0663r63
232,m.03q1c6r
233,m.05cwn46
234,high steward of scotland
235,m.0cmsd
