node_id,node_attr
0,m.02_8j22
1,barbara müller
2,preceptum canonis ptolomei
3,ptolemy
4,pythagoras
5,date of death
6,johannes kepler
7,"at the protestant university of tÿbingen  kepler studied theology, philosophy, and mathematics (under the astronomer maestlin, who introduced him to copernicus' work.   kepler intended to become a lutheran minister, and after graduating in 1591, started a three-year programme of theological training. kepler's theological studies were interrupted in 1594, when he was nominated by his tutors for a teaching post in mathematics and astronomy at the academy in graz (now in austria)  where he stayed for four years, and began to concentrate on both astrology (he remained a believer in astrology until his death) and astronomy, working with maestlin on optics and planetary orbits."
8,edmond halley
9,"when halley returned in 1684, he found that two of his fellow members in the royal society, inventor robert hooke and architect sir christopher wren , were trying to come up with an explanation for planetary motion, a project that also interested halley."
10,johannes kepler taught by michael maestlin
11,astrology
12,g.1255v8zv6
13,german language
14,germany
15,astronomy
16,uc berkeley department of astronomy
17,germanic peoples
18,austrians
19,this was a geocentric system in which the earth was at the centre of the universe with the planets moving in a circle around it.
20,he produced a graphic representation in which large circles (called 'deferents') represented the planets.
21,when appropriate he also described the construction of the observational instruments used.
22,kepler-22b
23,m.0hnbzhn
24,the bible
25,anglicanism
26,physicist
27,ray stantz
28,abū rayḥān al-bīrūnī
29,height
30,scientist
31,news
32,m.03lh285
33,benoit mandelbrot
34,paul lévy
35,paris
36,pierre gassendi
37,gassendi studied aristotelian philosophy and catholic theology for six years at the university of aix-en-provence.
38,kepler mire
39,location
40,donald judd
41,kepler kessel
42,g.1258k3ytk
43,l' étrenne
44,david hume
45,immanuel kant
46,claudius ptolemy work related to michael maestlin
47,work related to
48,francis bacon
49,male
50,pierre gassendi anticipated robert boyle
51,"in this gassendi anticipated the great english physicist, robert boyle."
52,galileo galilei
53,parents
54,michael maestlin used theories of claudius ptolemy
55,alhazen
56,g.125f344c1
57,astrological association of great britain
58,harmonices mundi
59,m.0w0yvx2
60,to
61,topic
62,dante alighieri
63,baden-württemberg
64,aristotle
65,place of birth
66,united states of america
67,washington
68,his new astronomy provided the basis for newton's work.
69,plato
70,heraclitus
71,anaximander
72,mathematician
73,m.0_z7gp2
74,lutheranism
75,evangelical lutheran church of papua new guinea
76,cordula kepler
77,m.010flybs
78,english people
79,weight
80,johannes kepler assistant was joost burgi
81,project hindsight
82,johannes kepler laid basis of isaac newton
83,his chair of math was taken by roberval.
84,kepler also showed that the orbital velocity of a planet is inversely proportional to the square of its distance from the sun.
85,"in 1597 he sent copies to several leading astronomers, including galileo and brahe."
86,m.0c0_mjp
87,ibn tufail
88,gottfried wilhelm von leibniz
89,"kepler was again forced to move as a result of political upheaval caused by the thirty years' war, and in 1626 he settled in ulm, germany,  where he remained for the next two years, finally publishing the rudolphine tables in 1627."
90,giovanni pico della mirandola
91,l' ottica di claudio tolomeo
92,book
93,johannes kepler work related to paolo dal pozzo toscanelli
94,lucretius
95,thomas hobbes
96,epicurus
97,john donne visited johannes kepler
98,visited
