node_id,node_attr
0,m.02_1x1x
1,male
2,chagall guevara
3,if it all comes true
4,marc chagall
5,"after he and bella were married, chagall was surprised when the outbreak of world war i prevented him from leaving the country,  and he was conscripted into the army."
6,modern art
7,eyewitness: reports from an art world in crisis
8,"new york's ballet theater commissioned chagall to create sets and costumes for several ballets, including stravinsky's firebird (1945)."
9,m.0c1743l
10,paul the apostle
11,m.0y47jyk
12,painter
13,expressionism
14,the fall of the house of usher
15,art period/movement
16,surrealism
17,aberjhani
18,charles camoin
19,visual artist
20,alpes-maritimes
21,provence-alpes-côte d'azur
22,over vitebsk
23,las meninas (after velázquez)
24,canvas
25,m.0106_1y2
26,head
27,artwork
28,ilya repin
29,russia
30,julian hatton
31,fauvism
32,goldfish and sculpture
33,he opened an art school and museums and was in charge of art exhibitions.
34,the open window
35,m.0ycn1jm
36,vitebsk
37,m.0159gm
38,les amants au ciel rouge (lovers in the red sky)
39,transient ischemic attack
40,mikhail vrubel
41,m.0n1kdyk
42,art
43,damien hirst registry
44,francisco goya
45,four seasons
46,sculpture
47,the world to come: a novel
48,book
49,edvard munch
50,the scream
51,his father earned a meager living packing herring barrels while his mother kept a small shop for extra income.
52,g.125bt8xqt
53,painting
54,m.0_z4x_g
55,marc chagall's early prints and drawings: from gerhard and marianne pinkus and other national gallery collections
56,andré derain
57,fc vitebsk
58,buyer
59,gout
60,g.122h6zlm
61,cubism
62,le guitariste
63,uelzen station
64,still life with oranges
65,barrett's esophagus
66,béla iványi-grünwald
67,david mcneil
68,hollywood
69,abdominal aortic aneurysm
70,cardiovascular disease
71,georges braque
72,artist
73,m.0fpdt_8
74,prostate cancer
75,pop art
76,ringo registry
77,george beard
78,captain underpants and the attack of the talking toilets
79,the music lesson
80,genre art
81,"marc chagall, his graphic work"
82,andy warhol registry
83,m.0vsk4j4
84,g.120t4mqt
85,m.0b47x2y
86,wsj speakeasy index
87,m.0v2k7q5
88,author
89,writer
90,les demoiselles d'avignon
91,oil paint
92,chagall by chagall
93,dance
94,united states of america
95,georges rouault
96,dav pilkey
97,ricky ricotta's mighty robot vs. the uranium unicorns from uranus
98,metropolitan opera.
99,"he remarried in 1952 and traveled widely in the years that followed, finding inspiration in the light and colors of greece, italy and the middle east."
100,m.04j69cl
101,m.0hzkk2d
102,"he then moved back to paris, where he continued printmaking with commissions for gogol's dead souls and la fontaine's fables."
103,"he emigrated to berlin, where he was introduced to the art of printmaking and began engraving plates to accompany his memoir my life."
104,igor stravinsky worked with marc chagall
105,worked with
106,the studio
107,glass chain
108,cleveland
109,city/town/village
110,hotel lobby
111,m.0b46487
112,epilepsy
113,"in 1908 he began studying with leon bakst, who was famous for his set and costume designs for the ballet russe."
114,"he moved to st. petersburg in 1906 and enrolled at the society for the protection of the arts, where he again found himself bored with copying greek and roman casts."
115,henri manguin
116,salvador dali registry
117,m.0g8njyl
118,andy griffiths
119,woman with a hat
120,"bella was a frequent subject, as in the birthday (1915), a portrait of the happy couple in which chagall floats off the ground in a state of bliss."
121,"this allowed him to paint, and his years in military service were some of his most productive as an artist."
122,the adventures of captain underpants
123,heart attack
124,a friend for dragon
125,self-portrait with seven fingers
126,g.125fm8_bc
127,m.04lmqd6
128,"chagall and the artists of the russian jewish theater, 1919-1949"
129,m.07n73w_
130,liozna
131,vitsebsk
132,god bless the gargoyles
133,m.09y4pnl
134,"his self-portrait with seven fingers (1912) shows him dreaming of vitebsk while working at a canvas, trying to paint his memories."
135,m.0j7v__g
136,m.0sgp66r
137,parkinson's disease
138,seborrheic dermatitis
139,m.0y8fdx2
140,m.02_98hd
141,benjamin fondane
142,jewish people
143,tag registries
144,oil sketches
145,m.0h1wm5q
146,maya in a pinafore
147,zaha hadid
148,m.0y48ccl
149,grande prairie regional college
150,m.05zpq8
151,fernand léger
152,film director
153,george bacovia
154,symbolism
155,m.0n9zgrj
156,white crucifixion
157,elemental: the power of illuminated love
158,biography
159,musée marc chagall
160,musã©e marc chagall
161,the paperboy
162,the poet reclining
163,dragon y el gato panzon / dragon's fat cat
164,g.122_gd27
165,composer
166,g.1259gd3_l
167,isaac mendez
168,eyecandyair
169,jan vermeer van delft
170,saint paul de vence
171,date of birth
172,art valuation
173,khatskl shagal
174,person
175,sandro botticelli
176,portrait of a young girl
177,jesus christ
178,henri matisse
179,m.0yjhgdl
180,veganism
181,nashville
182,wilhelmina weber furlong
183,roy lichtenstein registry
184,g.120nf7zp
185,seated woman
186,the dream
187,"his work took on a darker aspect in the 1930's as he witnessed the persecution of the jews in germany and poland, which he represented in his white crucifixion (1939)."
188,m.0c1742v
189,marc chagall worked with leonide massine
190,chagall had his first solo exhibition in berlin in 1914.
191,m.0c173_q
192,m.0v2k84w
193,the fate of the animals
194,bella rosenfeld
195,nice
196,french riviera
197,nadežda petrović
198,tale o’ the twister
199,m.0_rbf5b
200,g.1211jkt2
201,schlackman intellectual property law
202,m.05yy0b9
203,portrait of picasso
204,bob ross: the joy of painting
205,kidney stone
206,head of christ
207,maya with doll
208,he also knew leger.
209,take me back to love canal
210,visual arts
211,brent lynch
212,g.1jmcbjmj3
213,chicago picasso
214,m.046r05
215,topic
216,g.122z2r9p
217,chagall registry
218,m.0d521lm
219,monument
220,bather with beach ball
221,g.122l3fnm
222,m.0y7nvsw
223,the art of leadership: a president’s personal diplomacy
224,m.0bz6w7n
225,woman in hat and fur collar
226,antonia gerstacker
227,banksy registry
228,m.0b6rp2x
229,de quoi a-t-elle l'air ce soir ?
230,captain underpants and the perilous plot of professor poopypants
231,"painting, lebanese"
232,mother and child
233,m.03qbw1k
234,m.04yx39j
235,omsk
236,kat kong
237,portrait of diego rivera
238,still life
239,2981 chagall
240,g.1259n5v35
241,zurab tsereteli
242,m.03plw14
243,he was inspired to draw when he saw a classmate copying an illustration from a magazine.
244,violent blue
245,g.12dpwsr9w
246,m.0d68dl_
247,the sideboard
248,my life
249,the checkerboard
250,skyline of ві́цебск / ви́тебскvitsyebsk /vitebsk
251,i and the village
252,m.09yv9bt
253,maya in a sailor suit
254,m.0n0mwny
255,published
256,massacre in korea
257,ma jolie
258,dupuytren's contracture
259,"when a friend who saw his sketches told him that he had real talent, chagall decided to take lessons."
260,in 1946 he had a retrospective exhibition in new york that moved on to chicago and paris.
261,"in 1944, chagall lost bella to a throat infection."
262,m.0w2b278
263,associated artists
264,m.0b491xc
265,en garde! sotheby’s sells picasso musketeeer painting for $11.5 million
266,freebase ex chagall.jpg
267,actinic keratosis
268,"he intended to make an appearance at the opening before continuing on to vitebsk, where he would marry his sweetheart, bella rosenberg, and return with her to paris."
269,occasional seller
270,visual art
271,bathers by a river
272,art dealers
273,m.03z5yrh
274,les abeilles
275,vincent van gogh
276,m.0qt0sjw
277,goetheanum
278,g.1255b7gmy
279,marc chagall commissioned by andre malraux
280,andré malraux
281,m.0y48cfn
282,chuck close registry
283,albert marquet
284,"charing cross bridge, london"
285,"by the time of his exhibition in basel, switzerland in 1933, chagall was hailed as a leading artist of the school of paris."
286,"he had his first retrospective exhibition in paris in 1922, soon followed by others in brussels and new york."
287,theodore lesieg
288,the barefoot girl
289,scene de cirque
290,g.125ft2_x8
291,adventures of captain underpants (a dventures del capitan calzoncillos) (captain underpants)
292,self-portrait in a striped t-shirt
293,august strindberg
294,m.09y3n70
295,the glass of beer
296,girl before a mirror
297,m.0b48znw
298,m.0y7_gzk
299,"he lived near montparnasse in an artists' colony called \""la ruche,\"" or \""beehive,\"" where his neighbors included modigliani."
300,sulu
301,l'atelier rouge
302,edith anthrope
303,valentina brodsky
304,visit to picasso
305,pancreatic cancer
306,abstraction
307,portrait of e.c. ricart
308,portrait
309,attention deficit hyperactivity disorder
310,g.12215fz0
311,art exhibition
312,pink bulls
313,marc chagall worked with igor stravinsky
314,the dumb bunnies' easter
315,tony abeyta
316,g.121yn6_n
317,m.0bnlxqf
318,france
319,"his work appeared in shows in moscow and st. petersburg, and by the time of the revolution of 1917, chagall had made his reputation as one of russia's premier avant-garde artists."
320,the charnel house
321,andre malraux commissioned marc chagall
322,"while minister of cultural affairs malraux accomplished the cleaning and preservation of historic buildings, sent the mona lisa to the united states for exhibition, and commissioned marc chagall to paint the ceiling of the paris opéra."
323,drawings for the bible
324,north south
325,m.0y81k3p
326,the dumb bunnies
327,m.0y86d6z
328,m.0b45v37
329,orphans of god
330,gastritis
331,paul ferman
332,émilie charmy
333,m.0zmpcsc
334,the hallo-wiener
335,m.03pfl_m
336,america windows
337,m.05_x9s2
338,birth
339,chagall was part of a community of foreign-born artists that became known as the school of paris.
340,untitled
341,sebaceous cyst
342,g.120nf7tr
343,m.0b47dv9
344,marc chagall and the jewish theater
345,mikhail nesterov
346,artists
347,"his windows grace the united nations building, the art institute of chicago, and the cathedral at rheims."
348,portrait of mlle yvonne landsberg
349,marc chagall knew amedeo modigliani
350,knew
351,m.0cr6xvq
352,m.05j0ydg
353,igor stravinsky
354,film score composer
355,"his parents were reluctant to support his career choice, but a local artist named jehuda penn offered to teach him free."
356,soleil dans le ciel de saint-paul
357,m.0118n_tk
358,glass of beer and playing cards
359,amedeo modigliani
360,g.120vz9bg
361,belarus
362,henri rousseau
363,"untitled (man with moustache, buttoned vest, and pipe, seated in an armchair)"
364,"the chagall's were hasidic jews and their religion forbade representation of the human figure, so chagall had little exposure to art as a child."
365,gender
366,ödön márffy
367,profession
368,guillaume apollinaire
369,"in addition to those already mentioned, he promoted braque,chagall, de chirico, robert and sonia delaunay, léger, picabia, and duchamp."
370,anna zborowska
371,g.121764pz
372,m.0cgshdm
373,m.07nh6cb
374,new york
375,g.1213bp33
376,play god
377,m.04yv2jt
378,m.05lpxd
379,m.03z79w5
380,g.122916lq
381,la cruche fleurie (jug of flowers)
382,maggie laubser
383,m.0b6s3s7
384,tag
385,asteroid belt
386,dara horn
387,ig farben building
388,"they settled in new york, where they associated with other expatriate artists such as leger and mondrian."
389,amigo para dragon/friend for a dragon
390,"the themes of his paintings came from his childhood in vitebsk and were rendered in a fantastical, dreamlike fashion."
391,g.1224n6x4
392,g.125h5c8cl
393,m.0y44nf9
394,m.0qt0rcz
395,m.0d5218t
396,reading the letter
397,dance (i)
398,"prades, the village"
399,m.0y7qq07
400,the piano body
401,m.0gxvv0q
402,the glass
403,mildred bendall
404,"chagall spent his childhood in vitebsk, belarus, a bustling town with a predominantly jewish population."
405,"the man who made the dream a reality was maxim vinaver, a lawyer and deputy in the parliament."
406,corneal abrasion
407,self-portrait
408,m.02x0gmy
409,m.04j64q8
410,m.040_220
411,m.02zd4tr
412,"captain underpants and the big, bad battle of the bionic booger boy"
413,insurance carriers
