node_id,node_attr
0,bilal qwaider
1,palestine
2,the politics of anti-semitism
3,israel
4,m.0jwmf67
5,jenin governorate
6,palestinian territories
7,g.1hhc4nnkd
8,afghan muscles
9,arabic language
10,operation defensive shield
11,hamas
12,mehola
13,west bank
14,tony cliff
15,gaza strip
16,egyptian pound
17,zosimas of palestine
18,syria
19,byzantine–arab wars
20,g.1259xm0hv
21,g.11b60rrlbb
22,anwar sadat
23,egypt
24,m.05cmc9b
25,gaza war
26,abu ali mustapha brigades
27,levi eshkol
28,state of palestine
29,palestine national football team
30,middle east
31,farasan island
32,third way
33,g.12cp_kgkb
34,leon thau
35,g.1hhc51pp8
36,first zhili–fengtian war
37,zhang zuolin
38,ariel sharon
39,six-day war
40,jordanian campaign
41,military conflict
42,maha el-samnah
43,person
44,battle of al-fule
45,m.052djvy
46,hair
47,g.1245zk6h1
48,aisheen [still alive in gaza]
49,israeli–palestinian conflict
50,rafah massacre
51,north africa
52,m.0wg9218
53,g.1hhc3bf4_
54,g.1245zwq42
55,arab–israeli conflict
56,m.0b6rxzy
57,tag
58,adnan awad
59,male
60,david ben-gurion
61,"hamas: politics, charity, and terrorism in the service of jihad"
62,raed saleh
63,germany
64,negev
65,operation summer rains
66,country
67,areen omari
68,m.0cqrfjz
69,chaos
70,m.0wy45wb
71,2009 hamas political violence in gaza
72,violence in the israeli–palestinian conflict 2007
73,yitzhak rabin
74,g.11b60vk8p_
75,dead sea
76,m.07ng024
77,opencyc
78,location
79,topic
80,m.09kmjct
81,second intifada
82,operation autumn clouds
83,m.05clsvc
84,samu incident
85,yom kippur war
86,ehud barak
87,m.0wmgm08
88,g.11b60w91dw
89,the road
90,moshe ya'alon
91,politician
92,wadi al-haramiya sniper attack
93,asia
94,saudi arabia
95,university of sharjah
96,battle of mughar ridge
97,teneh omarim
98,m.0lr1_tk
99,arabian peninsula
100,qatar
101,rana's wedding
102,english language
103,mandatory palestine
104,organization
105,published
106,iran
107,college/university
108,eastern european time zone
109,mehola junction bombing
110,hanan ashrawi
111,nablus
112,m.0cqzv2q
113,khaled mashal
114,seljuk empire
115,near east
116,first intifada
117,m.09xpc93
118,united states of america
119,pease and its discontents
120,book
121,the revolt
122,menachem begin
123,m.09xkf7z
124,birzeit university
125,g.1245z0x3b
126,m.05ckmt7
127,muhammad: the last prophet
128,strait of hormuz
129,g.12460x58m
130,assassination of rehavam ze'evi
131,m.09xpcp6
132,kuwait university
133,m.0b78bp5
134,haifa bus 16 suicide bombing
135,film producer
136,khan yunis governorate
137,g.1hhc4664r
138,newspaper
139,2007–08 israel–gaza conflict
140,m.0cv4by4
141,men on the bridge
142,paradise now
143,abu ali mustafa
144,oman
145,sultan qaboos university
146,2007 kasaba international film festival
147,israeli new shekel
148,palestine technical college
149,m.0fqmhrt
150,m.0lr14hg
151,geha interchange bus stop bombing
152,g.124613sx_
153,making of
154,operation hot winter
155,m.05cmsst
156,battle of nablus
157,statistical region
158,a man in our house
159,world war ii
160,eurasia
161,children of gaza
162,yagur junction bombing
163,patt junction bus bombing
164,samah sabawi
165,palestinian central bureau of statistics
166,m.01vzd_
167,g.11b60xj9yh
168,eastern mediterranean
169,m.0b478f8
170,gabi ashkenazi
171,abdel aziz al-rantisi
172,gaza city
173,mus'ab al-batat
174,man portrayed as 'terrorist' from 'bruno' sues sacha baron cohen
175,m.09x5h2p
176,g.1hhc3f8d7
177,currency
178,the accidental empire
179,g.1hhc3x7v_
180,from time immemorial
181,chronicle of a disappearance
182,ein 'arik
183,ein 'arik checkpoint attack
184,ismail haniyeh
185,m.0cqzv3l
186,beyond chutzpah
187,m.09xpcm4
188,entertainment weekly annotation index
189,ibrahimieh college
190,august 2010 west bank shooting attack
191,m.0ddd2bn
192,g.11b60sd4w0
193,g.1hhc3glm4
194,ahmed abukhater
195,g.1hhc469m6
196,district of palestine
197,palestinian national authority
198,"university of palestine international, main campus"
199,killing of rabbi meir hai
200,g.1256d9ck4
201,crystal fountains
202,g.1245_d8lq
203,siege of the church of the nativity in bethlehem
204,bethlehem
205,zaman: the man from the reeds
206,sonol gas station bombing
