node_id,node_attr
0,m.02_1x1x
1,male
2,the month
3,catholicism
4,m.063qq4v
5,pittsburgh catholic
6,politician
7,saint nicholas' eve
8,m.05nb_89
9,william deane
10,northern lights
11,australian state
12,australia
13,paul the apostle
14,the tablet
15,feast of assumption
16,pancreatic cancer
17,my secret history
18,stroke
19,hair loss
20,m.0106b4sm
21,m.0v0l51r
22,roman catholic diocese of las cruces
23,roman catholic church
24,m.02xlj10
25,memoirs of a nun
26,mission san fernando rey de españa church
27,m.011njjmy
28,transient ischemic attack
29,katherine keating
30,sydney
31,paget's disease of bone
32,l'univers
33,member
34,south australia
35,bunyip
36,saints cyril and methodius day
37,gout
38,barrett's esophagus
39,australian capital territory
40,christianity
41,judaism
42,paul keating
43,m.05y2h
44,papal infallibility
45,catholic update
46,jesus christ
47,abdominal aortic aneurysm
48,cardiovascular disease
49,prostate cancer
50,"lasalle catholic college, bankstown"
51,m.0k2c019
52,our lady of guadalupe church
53,norfolk island
54,m.0gj5qht
55,anointing of the sick
56,alexandra keating
57,country of nationality
58,member of the australian parliament
59,chrismation
60,titular church
61,father damien day
62,m.0101bdn_
63,advocacy
64,marriage
65,taras bulba
66,m.056_8y4
67,mayor
68,god
69,m.09w_20n
70,catholic biblical quarterly
71,party
72,the two babylons
73,epilepsy
74,matthew keating
75,transubstantiation
76,m.0650rst
77,mary
78,female
79,labor leader
80,heart attack
81,god spede the plough
82,"our religion is itself profoundly sad -- a religion of universal anguish, and one which, because of its very catholicity, grants full liberty to the individual and asks no better than to be celebrated in each man's own language -- so long as he knows anguish and is a painter."
83,paddington
84,percy white
85,m.07n73w_
86,attention deficit hyperactivity disorder
87,alcohol abuse
88,patrick keating
89,catholic worker
90,northern territory
91,book of nehemiah
92,m.0j7v__g
93,maundy thursday
94,commonweal
95,parkinson's disease
96,seborrheic dermatitis
97,cathedral
98,m.02_98hd
99,oficer-major of king zog  i
100,m.011cm0ng
101,m.09y01p3
102,m.064tp8_
103,the italian
104,m.045x4b4
105,beejan land
106,m.07ngkqq
107,m.0105zn30
108,m.0gxvt_4
109,the sunday examiner
110,m.010660xd
111,david evans
112,chavagnes international college
113,annita van iersel
114,"she thoroughly understands what no other church has ever understood, how to deal with enthusiasts."
115,the catholic sun
116,2021
117,tate smith
118,national catholic reporter
119,m.05mfn84
120,m.05zpq8
121,person
122,published
123,rome basilica st peter 011c
124,church
125,m.0gj5qhj
126,caroline keating
127,australian territory
128,m.010678nn
129,division of blaxland
130,new south wales
131,topic
132,the faerie queene
133,st. stephen's day
134,melmoth the wanderer
135,m.064wlqw
136,the pastoral review
137,city council
138,m.0_z5pl8
139,m.01066106
140,m.0gfmj88
141,florida catholic
142,m.0yq8dkc
143,the quest for god: a personal pilgrimage
144,l'osservatore romano
145,retroperitoneal fibrosis
146,m.064bnd1
147,m.0987cx5
148,profession
149,place of birth
150,horace lindrum
151,m.010662by
152,steve sharp
153,g.125_lw10d
154,anaplastic thyroid cancer
155,st. paul the apostle church
156,latin mass
157,stephanie magiros
158,m.0yq8djx
159,rural development leader
160,m.0106623h
161,m.0blp580
162,tasmania
163,kidney stone
164,m.09w1p59
165,m.063r2c3
166,holy orders
167,minnie keating
168,m.0k2c2p7
169,christmas island
170,the ninety-five theses
171,m.0d521lm
172,colin mccool
173,m.010fm0ln
174,entering heaven alive
175,st joseph's day
176,potts point
177,aids policy specialist
178,australian house of representatives
179,tribal rights leader
180,university of new south wales
181,inside the vatican
182,m.0yq8d6j
183,m.065m3r5
184,eucharist in the catholic church
185,america
186,feast of st. margaret of the árpád house
187,confirmation
188,m.0gfmj93
189,m.0k2c1nw
190,nathalie kosciusko-morizet
191,sam robson
192,catholic family news
193,troy stone
194,australian antarctic territory
195,michael budd
196,meg mclaughlin
197,g.125b02ydr
198,australian external territory
199,the assassini
200,keith johnson
201,a little skill in antiquity inclines a man to popery.
202,zenit
203,st crispin's day
204,belmore technical college
205,trade unionist
206,g.1255g1xtz
207,la libre belgique
208,m.0663l4n
209,dupuytren's contracture
210,old testament
211,the catholic register
212,st. spiridon day
213,m.01066lws
214,art period/movement
215,our lady of guadalupe day
216,actinic keratosis
217,ectodermal dysplasia
218,eureka street
219,feast of st francis of assisi
220,m.01066119
221,m.0105zpl2
222,governor-general of australia
223,governor-general
224,m.01066mgb
225,john paul the great: remembering a spiritual father
226,sponsor
227,paul keating 1979
228,western australia
229,candidates
230,m.063lp_m
231,m.0b45tny
232,tyrant
233,baptism
234,energy policy specialist
235,m.09x20cj
236,"she had once been a catholic, but discovering that priests were infinitely more attentive when she was in process of losing or regaining faith in mother church, she maintained an enchantingly wavering attitude."
237,australian labor party
238,m.063lnzk
239,len smith
240,the universe
241,"all human life is here, but the holy ghost seems to be somewhere else."
242,burn
243,michael kirby
244,m.046wlgq
245,the wanderer
246,kung kao po
247,avvenire
248,glas koncila
249,title
250,m.09tqmkw
251,the da vinci code
252,fulda kir
253,feast of our lady of the rosary
254,m.0b6s3x_
255,gastritis
256,godspy
257,m.0106614m
258,sebaceous cyst
259,m.04j4xvv
260,taoiseach
261,prime minister of australia
262,m.046x32x
263,tetralogy of fallot
264,yowie
265,m.04xg7zc
266,m.02zd4tr
267,the word among us
268,the herald
269,m.09xt6w_
270,m.01066mdj
271,st nicholas day
272,jim pearce
273,chapel
274,stuttering
275,united states representative
276,foxe's book of martyrs
277,m.04zktf2
278,ray ritchie
279,member of parliament
280,m.063vfzd
281,m.064_7ht
282,coral sea islands
283,nativity of mary
284,m.047hvjy
285,zasporn
286,victoria
287,m.0_z5pjs
288,immaculate heart messenger
289,winner(s)
290,roman catholic archdiocese of san francisco
291,rea pittman
292,m.010661vm
293,politics
294,akinwunmi ambode
295,m.0kfyrvl
296,m.05bvjyj
297,m.0n5mz23
298,m.010661zx
299,new testament
300,usurper
301,m.011sf4j6
302,kidney cancer
303,catholicism is not a soothing religion. it's a painful religion. we're all gluttons for punishment.
304,the father
305,g.1254xjsw8
306,m.0d5218t
307,feast of the cross
308,m.04mmfr8
309,kawasaki disease
310,mayor of montazels
311,the bible
312,tribal chief
313,world day of peace
314,m.0gxvv0q
315,m.0yq8d8j
316,new oxford review
317,archdale parkhill
318,m.0_kwnn3
319,corneal abrasion
320,m.046x32n
321,jervis bay territory
322,m.057_l_
323,m.0c8wxz
324,m.04j64q8
325,saint peter
326,m.010fm0fs
327,m.03pk54p
328,heard island and mcdonald islands
329,m.04j647l
330,fat thursday
331,government positions held
332,david warner
333,sacrament of penance
334,m.0j4k9jy
335,m.0105zmmt
336,jimi agbaje
337,m.0106622v
338,st. anthony's day
339,m.064bbds
340,"here is everything which can lay hold of the eye, ear and imagination -- everything which can charm and bewitch the simple and ignorant. i wonder how luther ever broke the spell."
341,g.1256bs8mr
342,bede kenny
343,queensland
344,m.0gj5qh7
345,m.09x1dpm
346,cocos (keeling) islands
347,"chairman, chivalry democratic party"
348,ashmore and cartier islands
349,m.010661yt
350,m.010661x1
351,alan kippax
352,m.09x5gkq
353,m.0106612h
354,rebel
355,m.064bh5x
356,stephanie rose
357,m.064_m8w
358,m.04vwlwq
359,urolithiasis
360,phone trick
361,corpus christi
362,the brandsma review
363,m.011vfplb
364,the furrow
365,de tijd
366,roman catholicism in new zealand
367,m.0105zp46
368,ryan clark
369,m.0g9kj4m
370,requiem
371,m.05bvk3z
372,m.0kfyrv7
373,tradesman
374,agent
375,m.0n5mz2l
376,local politician
377,m.064fdg1
378,m.0105zndc
379,m.064_59w
380,m.0v0l10v
381,good strong thick stupefying incense-smoke!
382,civil rights leader
383,m.0gxvv0h
384,the catholic spirit
385,myocardial ischemia
386,palm sunday
387,m.01066mfd
388,m.05cckn4
389,the rambler
390,wayne holdsworth
391,all the king's men
392,g.12563g62_
393,polican
394,candidate
395,latin mass magazine
396,officeholder
397,syphilis
398,order of saint benedict
399,a moral reckoning
400,resulting head of government
401,sally pearson
402,the remnant
403,ankylosing spondylitis
404,hirschsprung's disease
405,multiple myeloma
406,m.0106629x
407,the tidings
408,australian suburb
409,ken catchpole
410,m.05bvklm
411,feast of christ the king
412,our lady of aparecida's day
413,pat sullivan
414,prime minister
415,clarion herald
416,m.011r12cq
417,m.010fm0ds
418,government
419,kyle vander kuyp
420,m.0bm6pqb
421,hidden christians of japan
422,m.0106789c
423,diplomat
424,premonstratensians
425,our lady of perpetual help
426,nephrotic syndrome
427,roman catholic
428,m.09kmm4v
429,resulting head of state
430,m.0zm9_69
431,"coming to rome, much labor and little profit! the king whom you seek here, unless you bring him with you will not find him."
432,restoration
433,william neill
434,m.0650d5k
435,g.125c8djp8
436,m.0yq8d7j
437,sathyadeepam
438,m.05bvjy3
439,the catholic herald
440,name day
441,g.1258nrrp7
442,morton cohen
443,m.0d522bn
444,feast of saints peter and paul
445,"the thing with catholicism, the same as all religions, is that it teaches what should be, which seems rather incorrect. this is what should be. now, if you're taught to live up to a what should be that never existed -- only an occult superstition, no proof of this should be -- then you can sit on a jury and indict easily, you can cast the first stone, you can burn adolf eichmann, like that!"
446,m.064jk_s
447,m.04j64rh
448,"it is by far the most elegant worship, hardly excepting the greek mythology. what with incense, pictures, statues, altars, shrines, relics, and the real presence, confession, absolution, -- there is something sensible to grasp at. besides, it leaves no possibility of doubt; for those who swallow their deity, really and truly, in transubstantiation, can hardly find any thing else otherwise than easy of digestion."
449,pilgrimage church
450,luke davison
451,jessi miley-dyer
452,zvonik
453,ukrainian greek catholic church
454,st casimir's day
455,gordon parsons
456,environmentalist
457,sfx award for best actor
458,ken g. hall
459,candide
460,esophageal cancer
461,obstructive sleep apnea
462,frank james murphy
463,m.0hzxnsy
464,john hahn
465,m.011njjm1
466,tom brooks
467,m.09xrn7q
468,puisne justice of the high court of australia
469,m.0dj2gvd
470,the catholic times
471,his dark materials
472,olsok
473,m.0kfyrw1
474,neville wran
475,m.010678k6
476,m.0gfmj8k
477,l'armonia
478,m.0wq29__
479,face up
480,statesman
481,amyotrophic lateral sclerosis
482,m.0108dn6c
483,m.063t4j4
484,m.0gfmj8v
485,one cannot really be a catholic and grown up.
486,males
487,ed cowan
488,the feast of our lady of mount carmel
489,byzantine catholic world
490,ernie norman
491,meningococcal disease
492,m.0105zmdy
493,ben doig
494,kiruna stamell
495,g.1255p_jgc
496,hodgkin's lymphoma
497,national catholic register
498,a connecticut yankee in king arthur's court
499,winner
500,the monk: a romance
501,political strategist
502,m.0101h_l2
503,m.011njjqg
504,holy spirit
505,m.0yq8dp6
506,kyphosis
507,m.064dtzn
508,liver tumour
509,"solemnity of mary, mother of god"
510,m.064d8sr
511,ben targett
512,antisocial personality disorder
