node_id,node_attr
0,paul williams still alive
1,english language
2,united states of america
3,new jersey
4,robert blake
5,m.09nvcpg
6,james gubitosi
7,nutley
8,m.0ry8g8v
9,rose lenore sophia blake
10,m.09nmq60
11,noah blake
12,snl - 8.6
13,kenny loggins
14,m.090f721
15,baretta
16,spouse (or domestic partner)
17,charles 'bucky' harris
18,m.0k257k
19,television producer
20,m.09ypp_6
21,m.09nvcsy
22,the 29th annual emmy awards
23,soldier
24,m.0wc50x7
25,going to press
26,ma$tadon
27,italian american
28,m.04ytks6
29,money train
30,m.06zyphj
31,alfredo
32,m.09nvctj
33,m.02vd945
34,film producer
35,person
36,family troubles
37,m.02tb00b
38,tell them willie boy is here
39,m.0hpj8ft
40,daniel 'mokey' delano
41,m.093_rst
42,marshal of laredo
43,m.0h2vprn
44,los angeles
45,m.0wc63z7
46,rain cloud
47,m.09nvcp4
48,heritage
49,tv episode
50,heart of a champion: the ray mancini story
51,m.07lmmbv
52,m.09nmq4z
53,m.046cvqy
54,lost highway
55,m.010b13c2
56,'tooky' stedman
57,m.0hpmqx0
58,m.07tgx01
59,primetime emmy award for outstanding lead actor in a miniseries or a movie
60,lenny mancini
61,screenwriter
62,lew m. parry
63,bubbling troubles
64,m.0fs6lqj
65,european american
66,american english
67,m.09nvcpp
68,he's only a boy
69,m.0z3lgtz
70,children
71,mickey
72,m.0j2y2ng
73,marriage
74,m.0cq32rv
75,giacomo gubitosi
76,m.0hpmqfv
77,julian bigelow
78,m.07skq5l
79,m.02tb2hg
80,ethnicity
81,published
82,trouble on the trail
83,golden globe award for best performance by an actor in a television series – drama
84,m.09456fq
85,m.0h2vrws
86,time out for lessons
87,m.0h2vrxl
88,place of death
89,deceased person
90,m.0wc6svb
91,unexpected riches
92,julia roberts lobbies congress
93,m.0944fyz
94,m.07t6sv3
95,m.09w5z21
96,m.0940grw
97,m.0bgvw_w
98,m.0h2vrxz
99,m.09w5svj
100,entertainment weekly annotation index
101,gimme shelter
102,m.0b46fzm
103,m.09nvcmw
104,tom
105,the big premiere
106,the professor's daughter
107,in cold blood
108,m.093zlrt
109,m.052fj8x
110,radio bugs
111,m.09nmq2b
112,m.0v08930
113,this property is condemned
114,m.09nvcvf
115,m.0p0l7t4
116,2nd people's choice awards
117,church street school
118,jeremy yablan
119,pete hornberger
120,m.0h2vqrw
121,irving g. thalberg memorial award
122,m.0s9df25
123,natalie wood
124,m.09x_cmy
125,m.094fp8j
126,m.0h2vrwd
127,location
128,m.09w7f9m
129,m.09tmk37
130,david di donatello for best producer
131,m.09ys6cn
132,m.010680w0
133,hostage for hanging
134,robert blake's bail is denied at first hearing
135,m.094gd3r
136,william joseph 'honeyboy' willard
137,m.0rqhgf4
138,mino argento
139,italy
140,m.09j1r4m
141,year
142,date/time
143,m.09x039f
144,m.0fs6k8t
145,all about hash
146,m.03l0b1q
147,ripped off
148,m.0bmrmqj
149,parents
150,the purple gang
151,elizabeth cafone
152,milhouse van houten
153,highly charged
154,m.094crxx
155,m.09yn9xc
156,m.0rnzt4c
157,little beaver
158,tv producer
159,m.045xcmd
160,m.0h2vrx4
161,toto
162,m.089jwnj
163,new york to l.a.
164,robert blake is arrested for his wife's murder
165,m.0943l26
166,m.0jzvdm
167,m.0hgy_74
168,blood feud
169,m.07tgx20
170,m.0k05w8
171,revolt in the big house
172,m.0wc6_6z
173,m.0z987hm
174,m.09wglq2
175,m.09nmq5f
176,m.0qz82yg
177,homesteaders of paradise valley
178,billy the kid
179,male
180,m.093_xpf
181,enclosure historic district
182,andy hardy's double life
183,m.011dhk15
184,m.09tb3sg
185,our gang
186,m.0j7v244
187,mulberry street nyc c1900 loc 3g04637u edit
188,m.0dksn_4
189,curated topic
190,m.09w3s7h
191,m.09nvcmn
192,razzie award for worst actor
193,m.09nvcm4
194,sondra blake
195,m.0b47hqt
196,m.09hxzy0
197,delinah blake
198,film actor
199,m.011skjd7
200,justin russo
201,m.093_vbh
202,the leather dollar
203,"tv land favorite \""casual friday\"" cop award"
204,gender
205,m.09x4z55
206,m.0h2vrxs
207,m.0rqckzt
208,m.094sgk0
209,m.0wc73b6
210,tucson raiders
211,m.0j4n1nh
212,m.0mw5tjs
213,bonnie lee bakley
214,female
215,m.0cvfb3x
216,blissful celebrities
217,bridal suite
218,italian language
219,m.0ycbbdn
220,m.09yqnh7
221,m.09w5rwl
222,m.09182l2
223,33rd golden globe awards
224,g.125cckzh8
225,dad for a day
226,m.09460bc
227,m.09ww6ym
228,country
229,topic
230,corky
231,m.09xnj_7
232,m.09nmq46
233,alfalfa's double
234,m.094ntlb
235,robert blake gets a new golden state address
236,city/town/village
237,max gufler
238,m.09nvcrw
239,judgment day: the john list story
240,m.02vd7w6
241,the big noise
242,mokey
243,m.0wc75fk
244,1-2-3 go
245,m.0118g900
246,m.0h2vqnx
247,pete cloud
248,m.09nvcvt
249,m.0hpqts0
250,luis herrera
251,people's choice award for favorite performer in a new tv program
252,melodies old and new
253,wedding worries
254,robtblake1944
255,joan blake
256,m.066fx1m
257,m.094744v
258,m.0gby4r_
259,m.010681fy
260,m.09xh22w
261,fredo corleone
262,vito corleone
263,captain spanky's show boat
264,auto antics
265,m.0vy59fj
266,pvt. velie
267,m.09dw8m_
268,m.010b2sdn
269,m.09nmq2q
270,m.0941v8w
271,tv actor
272,agent
273,m.010fmgdx
274,m.094wnym
275,m.0h70f_l
276,joy scouts
277,m.0h2vrwl
278,m.0w2wj6w
279,m.04lyb0w
280,m.094my2n
281,little rascals
282,helping hands
283,m.0hplm20
284,guns and ammo found on robert blake's property
285,m.094jhg7
286,m.09nvcq1
287,m.03jpdl6
288,the greatest story ever told
289,m.02vc1y5
290,coast to coast
291,m.094gglc
292,m.0wc4lfw
293,"come back, miss pipps"
294,m.0g02qzq
295,title
296,the entertainment weekly/aol poll
297,m.094fjsn
298,m.0106b7nl
299,actor
300,chris free
301,rick carter
302,m.09nvcs7
303,m.09nvcnm
304,m.09nvcr3
305,my brother's keeper
306,vanessa abrams
307,dino spumoni
308,place of birth
309,award
310,m.09w7c7v
311,cause of death
312,m.0948h0c
313,blake stuntman admits he changed his story
314,the new pupil
315,m.0wc87gk
316,oregon trail scouts
317,eugenio polgovsky
318,m.0w9ls32
319,hohokus school-rets nutley
320,m.09wyvkv
321,m.09nmq4l
322,eastern time zone
323,m.0b494vl
324,m.012zjlhy
325,m.046cvr2
326,m.09nvctv
327,the shooting of jesse may
328,m.0_z5h42
329,lou grant
330,samuel corsaro
331,bobby madero
332,television executive producer
333,m.094l7bw
334,sheriff denies sawyer permission to interview blake in jail
335,stuntman says blake offered him $10k to 'pop' bakley
336,m.094420k
337,the fatalist
338,stagecoach to denver
339,m.0wc6q59
340,the xfl is sacked
341,profession
342,m.0wc5pwd
343,tale of a dog
344,film performances
345,m.046cvqs
346,perry smith
347,m.094lrvg
348,robert blake pleads not guilty
349,m.09wz40b
350,simon the zealot
351,det. tony baretta
352,m.0gc60ny
353,m.09nvct4
354,hap johnson
355,m.0945w7v
356,tv writer
357,primetime emmy award for outstanding lead actor in a drama series
358,busting
359,date of birth
360,m.09w6rc9
361,brando warned blake's wife of lethal enemies
362,m.094pn88
363,m.0wc8499
364,m.09x60l7
365,robert blake won't face the death penalty
366,m.094fkfn
367,robot wrecks
368,m.066fx0t
369,m.09wblxn
370,m.0hp474z
371,m.0945cwh
372,robert blake is back
373,m.0z3h815
374,nominated work
375,the return of rin tin tin
376,m.04j12jt
377,electra glide in blue
378,m.08zw7rb
379,m.09nmq6s
380,willie boy
381,m.02vc7d9
382,doin' their bit
383,age
384,m.0jb23l7
385,physically instantiable
386,m.01026bxc
387,val toriello
388,mayor carmine depasto
389,m.0h2vry4
390,m.0w2wj7h
391,m.0wc4d_5
392,m.0hpmqg9
393,film
394,m.07shp1r
395,29th primetime emmy awards
396,three smart guys
397,fonzie
398,m.046cvr7
399,m.09wwlx2
400,m.0wc7k2k
401,ye olde minstrels
402,m.09nvcqf
403,no amnesty for death
404,m.09yxsgf
405,m.09w62cl
406,calling all kids
407,michael palance
408,jesse verdugo
409,"teddy \""cherokee\"" wilcox"
410,m.09ybzw8
