node_id,node_attr
0,city of whitehorse
1,box hill town hall.
2,city of yarra
3,m.02xhdyb
4,australian capital territory
5,canberra
6,bass coast shire
7,australia
8,"elliott district community government council should be contained in some australian territory, australian state, or australian external territory."
9,open
10,"doomadgee aboriginal shire council should be contained in some australian territory, australian state, or australian external territory."
11,eureka tower
12,melbourne
13,victorian legislative council
14,m.0130kg1w
15,m.011rdb9_
16,member of the victorian legislative council
17,port phillip herald
18,m.02xhdr7
19,city of boroondara
20,politician
21,14th australian parliament
22,australian senate
23,m.0jvvh95
24,governmental body
25,definition
26,23rd australian parliament
27,m.092t0rt
28,m.010bz0x7
29,patties foods
30,city of greater dandenong
31,m.0cv9gg8
32,shire of mornington peninsula
33,m.09ch8
34,victoria
35,m.04zrkm6
36,dandenong ranges
37,michael ronaldson
38,ballarat
39,australian state
40,borough of queenscliffe
41,m.03ll0wl
42,m.0bhgl_5
43,"caboolture divisional board should be contained in some australian territory, australian state, or australian external territory."
44,richard abbott
45,m.04zghh0
46,australian senator
47,the squatter's daughter
48,silent film
49,supreme court of victoria
50,m.07719x0
51,shire of strathbogie
52,city of bayside
53,sandringham
54,m.02xhdh_
55,city of darebin
56,city of manningham
57,australian local government area
58,northcote
59,don chipp
60,member of the victorian legislative assembly
61,m.04ztzpq
62,36th australian parliament
63,m.04zrj1_
64,ian potter centre: ngv australia
65,m.0jyql07
66,discovery bay coastal park
67,melbourneskyline
68,m.0h_fg4k
69,south australia
70,cape liptrap coastal park
71,m.0zmwxy9
72,hastings
73,city of melbourne
74,m.0g4xxys
75,shire of gannawarra
76,m.02h0kb
77,m.04ypcg1
78,parks victoria
79,mount lawson state park
80,m.0gb1r2b
81,neos kosmos
82,"shire of mulgrave should be contained in some australian territory, australian state, or australian external territory."
83,event
84,published
85,34th australian parliament
86,m.04ypcky
87,collingwood
88,m.0j_9f0l
89,brisbane
90,work place safety consultants
91,templestowe
92,m.0tl3n15
93,victorian department of treasury and finance
94,g.1259rjw81
95,"royal botanic gardens, melbourne"
96,ripponlea
97,brighton
98,30th australian parliament
99,rural city of horsham
100,national gallery of victoria
101,m.0jyqbh8
102,shire of colac otway
103,"dalby regional council should be contained in some australian territory, australian state, or australian external territory."
104,queen victoria market
105,m.01149822
106,victorian legislative assembly
107,puffing billy railway
108,city of monash
109,m.02cyv_
110,"whitsunday regional council should be contained in some australian territory, australian state, or australian external territory."
111,m.04yp7zb
112,city of moonee valley
113,m.0tktx9r
114,m.0wzq3zr
115,shire of west wimmera
116,m.0zn1f53
117,rural city of wangaratta
118,41st australian parliament
119,jeff kennett
120,male
121,m.0gx84ss
122,essendon airport
123,the sun news-pictorial
124,avalon airport
125,moorabbin airport
126,sea life melbourne aquarium
127,high court of australia
128,city of moreland
129,golden plains shire
130,hampton east
131,m.04ypclf
132,city of warrnambool
133,city of wodonga
134,g.125b_vj_t
135,goulburn–murray water
136,great ocean road
137,m.0zn1r5v
138,tarra-bulga national park
139,location
140,topic
141,m.011nss6r
142,armadale
143,m.0g4xy0d
144,river
145,city of banyule
146,shire of moira
147,australia-map-vic-lga-moira
148,city of casey
149,"rockhampton regional council should be contained in some australian territory, australian state, or australian external territory."
150,m.0chgrd
151,population
152,dated integer
153,croajingolong national park
154,m.0cp3rr8
155,"cassowary coast regional council should be contained in some australian territory, australian state, or australian external territory."
156,city of knox
157,george hodges knox
