node_id,node_attr
0,m.02_1x1x
1,male
2,m.09wvn0g
3,screenwriter
4,m.09wft47
5,beverly hills
6,united states of america
7,chad michael murray
8,m.03js7ft
9,m.063hdlx
10,koi restaurant
11,m.09w8fp3
12,james van der beek to guest on 'one tree hill'
13,m.09wvshl
14,entertainment weekly annotation index
15,megiddo: the omega code 2
16,m.0b46h75
17,transient ischemic attack
18,kemo-savvy: jerry bruckheimer revisits 'lone ranger'
19,m.09w5p1k
20,location
21,topic
22,m.03jqqbk
23,one tree hill - season 1
24,hilary duff
25,gender
26,m.010679xw
27,tanner
28,country of nationality
29,gout
30,m.0127g_y_
31,agent carter
32,barrett's esophagus
33,abdominal aortic aneurysm
34,cardiovascular disease
35,prostate cancer
36,m.0z9tz5r
37,teen choice award for choice movie breakout star - male
38,m.09y3wdl
39,m.03jrklx
40,m.09xvsrl
41,"pat sajak is guest co-hosting again, fitness challenges, there are appearances by chad michael murray and lisa rinna;"
42,tv episode
43,m.09xyt4z
44,one tree hill
45,m.0z9x8nj
46,epilepsy
47,m.09xmgv6
48,m.064d4cj
49,heart attack
50,m.09x7211
51,m.010fm3zy
52,m.0zf50kf
53,rex murray
54,m.07n73w_
55,m.09xzqld
56,2004 teen choice awards
57,m.0z9v7jt
58,m.063hdw2
59,m.09yjgl8
60,a madea christmas
61,m.09x1bhx
62,m.0j7v__g
63,m.09ybs4j
64,parkinson's disease
65,seborrheic dermatitis
66,script coordinator
67,m.09x2k0v
68,m.0bnsc4r
69,blissful celebrities
70,m.02_98hd
71,m.09wtvs6
72,spouse (or domestic partner)
73,m.01269phr
74,tawni hart
75,m.05zpq8
76,buffalo
77,area code 716
78,new york
79,presenter
80,spokesperson
81,m.0z9rq9q
82,nominated work
83,christmas cupid
84,m.0gy97r2
85,lew m. parry
86,the third lorelai
87,m.010bcn0f
88,m.09w_gfb
89,m.0108wkfx
90,m.0z9t5xm
91,brian van holt
92,m.0b46wkz
93,kristen dalton
94,m.063hdg7
95,m.09wblcx
96,elisha cuthbert
97,parents
98,person
99,date of birth
100,m.02vd57z
101,erie county
102,m.09wc0qr
103,m.09yt_b0
104,exclusive hilarie burton on 'tree hill' exit: 'it wasn't a rash decision'
105,m.09w267z
106,actor
107,jeremy yablan
108,kidney stone
109,kate winslet/chad michael murray/thom filicia
110,m.0_z66f_
111,the popwatch confessional (vol. 9)
112,m.09xmy4t
113,nick murray
114,m.0d521lm
115,m.02vd9g9
116,house of wax
117,m.0gxw8cm
118,m.063hdnh
119,diesel
120,m.0108wkk1
121,that jarring 'hidden palms' promo
122,m.09xvxlt
123,m.01067hzz
124,m.0p8g6t8
125,place of birth
126,m.063hdm4
127,m.063hdkt
128,paris hilton
129,m.010g60_w
130,script doctor
131,m.012vst9r
132,m.03jsspt
133,ray santucci
134,2006 teen choice awards
135,m.09wt22k
136,m.0hn19lp
137,dupuytren's contracture
138,actinic keratosis
139,traffic violations bureau
140,m.010fm43w
141,one tree hill - season 6
142,m.09xx9qp
143,m.0z9sy00
144,country
145,jack thompson
146,home of the brave
147,one tree hill - season 3
148,m.09yjxb2
149,rhinoplasty
150,m.063hdxj
151,lucas scott
152,m.010fm40c
153,m.0b48hgk
154,puma se
155,m.063hdnx
156,m.09wc6n0
157,pancreatic cancer
158,attention deficit hyperactivity disorder
159,m.0z9t8mr
160,m.0g0lvs5
161,rory's dance
162,m.09xsnjy
163,m.09wz3pk
164,cw-onetreehill-prt-cmurray-a_000664-1-281x374.jpg
165,brandon murray
166,m.0q_0g1j
167,celebrity
168,celebrity rivals
169,gastritis
170,m.0bmn4z
171,sebaceous cyst
172,m.09xxb1f
173,m.0bmmcvj
174,m.0j8f_ds
175,m.063hdvr
176,2008 teen choice awards
177,m.0z9gr_m
178,m.09w_wvc
179,shannon murray
180,year
181,date/time
182,m.0z9s_gh
183,m.0jspxr
184,m.0bgs7t_
185,paris is burning
186,murphy's dozen
187,m.0gy97s8
188,nina webster
189,nick jones
190,fruitvale station
191,m.0q2lh4v
192,m.0q_0g46
193,movie life: house of wax
194,james lafferty
195,"breaking: cw renews 'smallville,' 'gossip girl,' 'one tree hill,' 'supernatural,' and '90210'"
196,m.09w1lg6
197,m.09w2cnr
198,m.01067hk6
199,teen choice award for choice tv actor - drama/action adventure
200,m.0g0l1cn
201,m.09wv2xm
202,m.094fhxx
203,m.0q_0f_p
204,'one tree hill' exclusive: brian austin green got game?
205,m.09w2fwz
206,m.0d5218t
207,julie krystina
208,m.0q_0gxj
209,m.0gxvv0q
210,one tree hill - season 5
211,m.03jt9sb
212,corneal abrasion
213,m.04j64q8
214,m.02zd4tr
215,m.02kkndv
216,kidney cancer
217,m.09wwg7y
218,m.01067b9n
219,p.k.
220,m.012vstbp
221,m.09w7m1s
222,m.09xply3
223,m.09x0bcv
224,m.0jyfzt
225,m.09xy9bk
226,model
227,m.063hdkc
228,sophia bush
229,m.063hdrx
230,m.09x_kd0
231,m.063hdl4
232,kenzie dalton
233,santa monica
234,urolithiasis
235,phone trick
236,m.0gy97q5
237,m.0z9tl9d
238,m.0bmmc5t
239,cahs patriots
240,m.064d494
241,m.063hdpf
242,writer
243,writers and authors
244,m.09xfz9v
245,myocardial ischemia
246,teen choice award for choice movie: liplock
247,hair loss
248,m.063hdhw
249,m.0b48353
250,m.0kfyrv7
251,m.09y01pk
252,nsc spokesman sean mccormack
253,syphilis
254,hirschsprung's disease
255,stroke
256,m.09xtfn1
257,m.0z9v7q8
258,teen choice award for choice tv: breakout star male
259,m.0gvxprt
260,andy wyrick
261,m.063hdrf
262,aviator sunglasses
263,multiple myeloma
264,a cinderella story
265,m.094fgm5
266,m.063hdfz
267,m.0z9tgvh
268,net worth
269,m.063hdwf
270,kinston men
271,lindsay lohan
272,m.05svbmj
273,engaged to
274,m.0zm9_69
275,texas rising
276,"exclusive: murray, burton exit 'one tree hill'"
277,m.05bvjy3
278,m.063hdfp
279,teen choice award for choice movie: rumble
280,m.0bmqxfb
281,m.0bm6pqb
282,m.0z9sxrg
283,teen choice award for choice movie actor: drama/action adventure
284,m.04j64rh
285,theory
286,jake
287,m.09x59rm
288,chad michael murray/ leann rimes
289,tristin dugray
290,m.09w9lb6
291,profession
292,esophageal cancer
293,m.011vg1f9
294,m.09x60fx
295,m.0bmm0_s
296,m.0dkxscd
297,m.0bgpyc0
298,m.0z9v57g
299,amyotrophic lateral sclerosis
300,m.010fm451
301,males
302,m.05bvk3z
303,m.0g03w__
304,other people's children
305,m.0brd3xz
306,left behind
307,people born here
308,legal entanglements
309,officer ingram
310,"love, daisies & troubadours"
311,m.09w75x2
312,m.010fm3wx
313,m.0949wn4
314,patrick
315,m.0q_0fs9
316,m.0_z65fg
317,the cw's new billboards: free to be mocked
318,sfx award for best actor
319,m.02d5zw1
320,m.04mmfr8
321,buck williams
322,m.09x0x25
323,m.0kfyrt3
324,m.0dk_9nz
325,m.09yk5dx
326,m.0dkh18g
327,chris free
328,25 jan 2005
329,a hand to take hold of the scene
330,pyloric stenosis
331,the carrier
332,m.0gy97rx
333,m.09yh_pr
334,m.05bvkm6
335,m.09wdk07
336,m.09x13ld
337,m.065q5qt
338,m.0v__hxb
339,m.0blp5sr
340,m.064d3sl
341,firefly
342,m.063hdyh
343,2005 teen choice awards
344,m.0ln1s_l
345,benign prostatic hyperplasia
346,m.0gy97pt
347,the lone ranger
348,m.012vst9k
349,m.09x114z
350,tyler murray
351,m.09wgbq5
352,tv writer
353,published
354,celebrities
355,m.09ywfxr
356,m.09wxym2
357,m.0b46wt6
358,m.0zbtfyb
359,m.0g02zgr
360,m.09w2n8b
361,m.09xkstx
362,sonny munroe
363,m.063hdpz
364,nike cortez
365,m.09wz5r3
366,leprosy
367,m.063hdwz
368,m.065q13n
369,film writer
370,male.jpg
371,m.03pf5cj
372,m.0_z655q
373,rory's birthday parties
374,m.09wz5ck
375,jennifer lopez/chad michael murray/snopp dogg
376,m.0dkmc_x
377,rival
378,m.0b489jh
379,one tree hill - season 2
380,air traffic controller
381,m.0652rkl
382,m.0g9fczd
383,lone ranger
384,m.011k6kyb
385,teen choice award for choice tv chemistry
386,star-crossed lovers and other strangers
387,alcohol abuse
388,massimo zanini
389,m.0z9g_25
390,m.0gy97qk
391,to write love on her arms
392,m.09xy48_
393,m.09w1jk3
394,lies in plain sight
395,m.09wtz_w
396,luke hartman
397,celebrity friends
398,m.09yjgxy
399,inguinal hernia
400,m.010bcn2l
401,episode 217
402,partners
403,clarence high school
404,m.09wstwx
405,charlie todd
406,m.01067hpp
407,m.0kfyrvl
408,curated topic
409,celebrities with this hairstyle
410,hypospadias
411,m.0b49dx_
412,m.0gy97tw
413,tom haviland
414,m.0131hs0s
415,bladder cancer
416,freaky friday
417,m.0njsvsq
418,chad michael murray in 2007
419,g.11btv6wl5k
420,"the breakup, part 2"
421,vive targi kielce
422,description
423,m.09td39b
424,david alexander
425,award nominee
426,celebrity represented
427,m.0_z6x2_
428,m.0g0dpyl
429,concert interruptus
430,m.0_vcbb3
431,jay
432,m.0103pcs9
433,m.0101n81x
434,m.0bmpmmt
435,chad michael murray and martha stewart
436,autism
437,g.125_kmv8n
438,m.03lybj_
439,m.01gzcp
440,ventricular tachycardia
441,austin ames
442,g.11bxw1j65p
443,one tree hill - season 4
444,paget's disease of bone
445,cavemen
446,m.010p29m6
447,m.0b493lk
448,m.0kgy50w
449,dan
450,ethan mcallister
451,m.0_z6z2l
452,"run away, little boy"
453,m.0652sch
454,m.0_z6x50
455,g.125crtzlx
456,romantic relationships (with celebrities)
457,jordan owens
458,m.0gxvt_4
459,"'one tree hill' sneak preview: time jumps, hot new characters, and life without chad michael murray"
460,the haunting in connecticut 2: ghosts of georgia
461,m.0g0c3_d
462,friend
463,retroperitoneal fibrosis
464,"jimmy fallon, chad michael murray, good charlotte"
465,anaplastic thyroid cancer
466,m.0blp580
467,g.125cjmxn1
468,chad dylan cooper
469,g.1212gvny
470,blissful master index
471,m.0101n82r
472,elizabeth glaser pediatric aids foundation
473,ectodermal dysplasia
474,tao beach
475,jamie tworkowski
476,m.01xr6c
477,m.09x5wsz
478,burn
479,m.010g60zb
480,m.047jsth
481,m.0b483fp
482,tetralogy of fallot
483,stuttering
484,m.09yv11q
485,m.05bvjyj
486,m.0b49f3x
487,m.011sf4j6
488,kawasaki disease
489,baxter/mills
490,m.0k2ywpx
491,p.s. i lo...
492,m.04j647l
493,rehab history
494,screenwriting
495,m.0bgx_1t
496,m.09yl37t
497,m.0gxvv0h
498,m.05cckn4
499,m.0bgxlpp
500,dawson leery
501,ankylosing spondylitis
