node_id,node_attr
0,m.09yk3tc
1,jimmy wales
2,m.03ppylr
3,rebecca mackinnon
4,st. petersburg
5,wikisource - judaica
6,eastern europe
7,slidel-moment
8,m.01x3nf8
9,wikimedia foundation
10,m.0dc4zdv
11,semantic mediawiki
12,m.04d81gm
13,bepina
14,m.03hr17l
15,location
16,german language
17,south africa
18,berkeley
19,m.02j7ksq
20,topic webpage
21,topic
22,michael snow
23,male
24,jay rosen
25,ethan zuckerman
26,rewire: digital cosmopolitans in the age of connection
27,mitchell kapor
28,m.02_8728
29,stuart west
30,website
31,website owner
32,jaiku
33,author
34,writer
35,danny hillis
36,argye hillis
37,m.02nxvly
38,united states of america
39,peter suber
40,"photo of peter suber by lilian thorpe, november 2009"
41,wikisource
42,g.125b0w063
43,m.02kbfb9
44,m.03p3szy
45,clay shirky
46,m.0j2mz9r
47,m.02_443q
48,m.0s91vdt
49,jannus live
50,m.02_3_79
51,united kingdom
52,m.03cm9ps
53,joris komen
54,m.0rzsy5k
55,m.0n11tcx
56,heather ford
57,wikipedia
58,mediawiki
59,m.0_yyj77
60,benjamin mako hill
61,m.02h521t
62,"metaweb technologies, inc."
63,copyright
64,huntsville
65,the paradox of self-amendment
66,33733
67,33733-4508
68,organization leader
69,role
70,erin mckean
71,m.0dz0mp
72,florence devouard
73,editor
74,m.04p5s2p
75,charlotte
76,ayn rand
77,freedom of speech
78,brewster kahle
79,m.0dc4zc8
80,global network initiative
81,online service provider
82,hanmaru l&c
83,m.0h6jpzw
84,g.1255yc0x6
85,ticket monster
86,voices from the net
87,wikinews
88,m.02_3_3w
89,m.04mt8p5
90,united states dollar
91,m.03p3t3k
92,yes24
93,m.0dc4zcl
94,m.0dc4zd6
95,wikia
96,organization founder
97,person
98,m.02_40lr
99,m.0j1wfm_
100,russian wikipedia
101,m.0rzl1sf
102,engineer
103,programmer
104,g.1255xlrgy
105,published
106,m.03p3t02
107,head of business development
108,businessperson
109,consultant
110,bepina kant-autor
111,german wikipedia
112,m.0j2d42g
113,achal prabhala
